"","importance"
"pop_Total",-3.04258737663942
"pop_Y0_14",3.98955969794052
"pop_Y15_24",-1.21529913593643
"pop_Y25_64",2.13320987054168
"pop_Y65_74",-11.1628571551109
"pop_YGE75",5.11840505078566
"emp_Y25_64_ED0_2",20.7652193416117
"emp_Y25_64_ED3_4",30.4422329911157
"emp_Y25_64_ED5_8",26.3312660749144
"emp_FT",-11.2035651837921
"emp_PT",-6.37960272142162
"emp_Y25_64",-19.239381852671
"emp_Y25_64_NaceO_Q",0.146768845859
"GDP",1.23455182472969
