"","importance"
"pop_Y0_14",5.91645841561797
"pop_Y65_74",5.86834590028902
"emp_Y25_64_ED0_2",-42.3798945446785
"emp_Y25_64_ED3_4",-42.995305966309
"emp_Y25_64_ED5_8",-42.4235589018392
"emp_PT",4.0009724176182
"emp_Y25_64",41.7688937897482
"emp_Y25_64_NaceO_Q",2.67939685853189
"GDP",1.42675878342248
