"","importance"
"pop_Y0_14",8.39730580222361
"pop_YGE75",7.05574678222795
"emp_Y25_64_ED5_8",0.653069925495706
"emp_FT",-2.75580222698177
"emp_PT",3.18965037925914
"emp_Y25_64_NaceG_I",1.56771094100453
"emp_Y25_64_NaceO_Q",2.22379728215022
"GDP",2.01206428164698
