"","Estimate","Uncond. variance","Nb models","Importance","+/- (alpha=0.05)"
"emp_PT",0.00566830501931768,0.0032109351394811,20,0.132499103790094,0.111645327143684
"emp_Y25_64_ED0_2",0.162524951304139,0.0913392251496,38,0.297723760093558,0.595461168990168
"emp_Y25_64_ED3_4",0.129319210934358,0.0853818263811264,40,0.388006657467703,0.575714946199175
"emp_Y25_64_ED5_8",0.213889659322402,0.105202731919712,44,0.431321366375739,0.639055082250966
"pop_Y15_24",-1.2475195623748,1.87071290665413,71,0.637407051008867,2.69481127301995
"pop_Y65_74",-1.65112032911161,2.37663895176825,71,0.637407051008867,3.03743077932042
"pop_Y25_64",0.502419602174673,1.82203433150152,71,0.708540554317416,2.65951878409504
"pop_Y0_14",0.765956220975288,2.00995029734048,72,0.713186474932253,2.79329911156639
"pop_YGE75",2.36215535598598,1.96411321653352,79,0.827026197336856,2.76126471422763
"emp_Y25_64_NaceO_Q",-0.417284263948101,0.0706856299450699,84,0.866320494093697,0.523829980050293
"emp_Y25_64",0.998487349742894,0.155008611768954,90,0.891707569069155,0.775715907494721
"(Intercept)",10.7670606433529,18060.2197806921,100,1,264.780683970085
"pop_Total",-9.96737414714666e-07,1.35279867947003e-13,100,1,7.24671813401467e-07
"emp_FT",-2.29216373921495,0.0697076582838029,100,1,0.520193631386431
"emp_Y25_64_NaceG_I",0.913289095069499,0.0620641661276945,100,1,0.490845989056296
"GDP",0.000269494516630436,4.15069897565972e-09,100,1,0.00012693617371317
