"","Estimate","Uncond. variance","Nb models","Importance","+/- (alpha=0.05)"
"pop_Total",-1.2835280900757e-08,9.50277447809986e-16,29,0.182258725156525,6.13764948519662e-08
"emp_Y25_64_NaceG_I",0.0272937004018295,0.00263904410747133,33,0.282872679169013,0.102282231807608
"emp_Y25_64_NaceO_Q",-0.0228771681971025,0.00177728053193101,42,0.305349434939216,0.0839372744955131
"pop_YGE75",-0.203646073794853,0.155187991030686,46,0.318392001356866,0.784342822911658
"pop_Y0_14",-0.15620653427233,0.142021606433379,60,0.452167677010302,0.750333059441788
"GDP",-1.17268138261783e-05,2.40451099995375e-10,42,0.484991547441429,3.08738120144112e-05
"pop_Y25_64",-0.383468534790997,0.19500122739265,65,0.610383773435325,0.879215921182442
"pop_Y65_74",0.952760154729103,0.212183232916282,85,0.901047521230043,0.917133173422876
"pop_Y15_24",1.45724345331049,0.235251806605409,86,0.904372518623443,0.965702498471603
"(Intercept)",3.36895195932425,1726.15842842138,100,1,82.7212708659372
"emp_Y25_64_ED0_2",-2.83595580915678,0.319636896458644,100,1,1.12565504981873
"emp_Y25_64_ED3_4",-2.79747339578202,0.325991069537206,100,1,1.13678863420777
"emp_Y25_64_ED5_8",-2.61194162772455,0.330083287875449,100,1,1.14390152680463
"emp_FT",0.94766215273147,0.0367652759216867,100,1,0.381764715381078
"emp_PT",0.684247334388234,0.0230538556264126,100,1,0.302307314931551
"emp_Y25_64",2.1192667593917,0.357624619113814,100,1,1.19066770855154
