"","importance"
"pop_Y65_74",47.6523738728043
"emp_TF",7.18049877037138
"emp_Y15_24",-9.10689052730077
"emp_Y25_64_NaceB_E",-8.54006810527436
"emp_Y25_64_NaceM_N",-29.2008359956632
"GDP",-10.1311983167813
"disp_income",9.57022374774798
