"","Sum Sq","Df","F value","Pr(>F)"
"pop_Y0_14",18.4040390815562,1,68.1272696219847,7.02271981157833e-15
"pop_YGE75",9.42055951945321,1,34.8726165776797,1.06288326799069e-08
"emp_Y25_64_ED0_2",19.4214621013086,1,71.8935218060363,1.54563210684651e-15
"emp_Y25_64_ED3_4",19.7404138864503,1,73.0742036208528,9.65185192149815e-16
"emp_Y25_64_ED5_8",18.5577516551481,1,68.6962761264253,5.58063669049347e-15
"emp_FT",8.525527055331,1,31.5594244173354,4.83902097531488e-08
"emp_Y25_64",18.0283710862817,1,66.7366382128139,1.23374939763717e-14
"Residuals",72.3980646989766,268,NA,NA
