"","Sum Sq","Df","F value","Pr(>F)"
"pop_Total",140.221924966057,1,3.23756071034231,0.0755164511956951
"pop_Y0_14",384.670592274091,1,8.88159534446675,0.00375544997724881
"pop_YGE75",333.959852465358,1,7.71074350487829,0.00675179244243803
"emp_FT",318.893820894692,1,7.36288640702591,0.00805969553158475
"emp_Y25_64_NaceO_Q",350.860726378427,1,8.10096497248862,0.00554417598363308
"GDP",1786.28049655887,1,41.2431333738261,7.38079744441022e-09
"Residuals",3681.43324202087,85,NA,NA
