"","Sum Sq","Df","F value","Pr(>F)"
"pop_Total",16.1993383327231,1,12.3818691063133,0.00203988962953662
"pop_Y15_24",192.343906487529,1,147.016935174117,6.01298702237369e-11
"emp_FT",87.1359336020267,1,66.6018390477888,5.97462234899362e-08
"emp_PT",50.9059495303384,1,38.9096635227376,3.46154722127192e-06
"Residuals",27.4745357155916,21,NA,NA
