"","model","aicc","weights"
"1","lmktm_ED3_4 ~ 1 + pop_Total + pop_Y25_64 + emp_Y25_64_ED3_4 + training",572.335150091047,0.0283703960080798
"2","lmktm_ED3_4 ~ 1 + pop_Total + pop_Y25_64 + emp_FT + training",572.378818810257,0.0277576602684757
"3","lmktm_ED3_4 ~ 1 + pop_Total + pop_Y25_64 + emp_Y25_64 + training",572.493555992958,0.026210058687511
"4","lmktm_ED3_4 ~ 1 + pop_Total + emp_FT + emp_Y25_64_NaceG_I + training",572.827599289495,0.0221784613440054
"5","lmktm_ED3_4 ~ 1 + pop_Total + pop_Y0_14 + pop_YGE75 + training",572.972289362217,0.0206306239585554
"6","lmktm_ED3_4 ~ 1 + pop_Total + pop_Y25_64 + training",573.041481477128,0.0199290908171217
"7","lmktm_ED3_4 ~ 1 + pop_Total + pop_Y25_64 + emp_FT + emp_Y25_64_NaceG_I + training",573.180905740801,0.0185871109816682
"8","lmktm_ED3_4 ~ 1 + pop_Total + pop_Y0_14 + pop_YGE75 + emp_FT + training",573.398144646933,0.0166739718123476
"9","lmktm_ED3_4 ~ 1 + pop_Y25_64 + emp_Y25_64_ED3_4 + training",573.464231974158,0.0161320062729019
"10","lmktm_ED3_4 ~ 1 + pop_Total + pop_Y0_14 + emp_FT + emp_Y25_64_NaceG_I + training",573.639354962563,0.0147795397008693
"11","lmktm_ED3_4 ~ 1 + pop_Total + pop_Y25_64 + emp_Y25_64 + emp_Y25_64_NaceG_I + training",573.660248502442,0.0146259449312946
"12","lmktm_ED3_4 ~ 1 + pop_Total + pop_Y0_14 + pop_Y25_64 + emp_FT + training",573.677882613267,0.0144975540110629
"13","lmktm_ED3_4 ~ 1 + pop_Y25_64 + emp_Y25_64 + emp_Y25_64_NaceG_I + training",573.732969865743,0.0141036879520461
"14","lmktm_ED3_4 ~ 1 + pop_Total + pop_Y0_14 + pop_Y25_64 + training",573.860593429731,0.0132318200432673
"15","lmktm_ED3_4 ~ 1 + pop_Total + pop_Y25_64 + emp_Y25_64_ED3_4 + emp_PT + training",573.9536912642,0.0126300086449331
"16","lmktm_ED3_4 ~ 1 + pop_Total + pop_Y0_14 + pop_YGE75 + emp_FT + emp_Y25_64_NaceG_I + training",573.989165460222,0.0124079639790486
"17","lmktm_ED3_4 ~ 1 + pop_Total + pop_Y0_14 + pop_Y25_64 + emp_FT + emp_Y25_64_NaceG_I + training",574.01536439148,0.0122464862265853
"18","lmktm_ED3_4 ~ 1 + pop_Total + pop_Y25_64 + emp_Y25_64_ED3_4 + emp_FT + training",574.041883508343,0.0120851750477977
"19","lmktm_ED3_4 ~ 1 + pop_Total + emp_Y25_64_ED3_4 + emp_PT + training",574.076857753613,0.0118756772055671
"20","lmktm_ED3_4 ~ 1 + pop_Y25_64 + emp_Y25_64 + training",574.089526350288,0.0118006908668307
"21","lmktm_ED3_4 ~ 1 + pop_Y25_64 + emp_FT + emp_Y25_64_NaceG_I + training",574.107736386734,0.0116937330268997
"22","lmktm_ED3_4 ~ 1 + pop_Total + pop_Y0_14 + pop_YGE75 + emp_Y25_64 + training",574.143498213684,0.0114864967073544
"23","lmktm_ED3_4 ~ 1 + pop_Total + pop_Y25_64 + pop_Y65_74 + emp_FT + emp_Y25_64_NaceG_I + training",574.215925389334,0.0110779711823962
"24","lmktm_ED3_4 ~ 1 + pop_Total + pop_Y25_64 + emp_Y25_64_ED0_2 + training",574.226246703628,0.0110209488341901
"25","lmktm_ED3_4 ~ 1 + pop_Total + pop_Y0_14 + pop_YGE75 + emp_Y25_64_ED3_4 + training",574.226494065985,0.0110195858345408
"26","lmktm_ED3_4 ~ 1 + pop_Total + pop_Y0_14 + pop_Y25_64 + pop_YGE75 + training",574.234347846638,0.0109763979820032
"27","lmktm_ED3_4 ~ 1 + pop_Total + pop_Y25_64 + emp_Y25_64_ED5_8 + emp_FT + training",574.236026399348,0.0109671896154327
"28","lmktm_ED3_4 ~ 1 + emp_FT + emp_Y25_64_NaceG_I + training",574.242909420976,0.0109295107870135
"29","lmktm_ED3_4 ~ 1 + pop_Total + pop_Y0_14 + pop_Y25_64 + emp_Y25_64 + training",574.257501108847,0.0108500609612061
