"","importance"
"pop_Total",-5.48985434212789
"pop_Y65_74",-22.3545315790478
"pop_YGE75",25.4319786378504
"emp_Y25_64_ED3_4",3.06261177755543
"emp_FT",-11.4150423727031
"emp_Y25_64",4.42086287841934
"GDP",6.8262962796689
