"","Sum Sq","Df","F value","Pr(>F)"
"pop_Total",308.381192069807,1,6.29604383047139,0.0141465348849662
"pop_Y25_64",416.130972141529,1,8.49590995558076,0.00462912519144269
"emp_Y25_64_ED0_2",888.025603714651,1,18.1303149068269,5.6376164966568e-05
"emp_Y25_64_ED3_4",930.527058699203,1,18.9980429989505,3.900916531524e-05
"emp_Y25_64_ED5_8",881.327780144198,1,17.9935692431718,5.97666285049963e-05
"emp_Y25_64",963.567864864689,1,19.6726183918783,2.93780593966156e-05
"emp_Y25_64_NaceG_I",365.169512630694,1,7.45545875104565,0.0077960746697155
"GDP",998.016032472477,1,20.3759270848707,2.19133347707894e-05
"Residuals",3869.4321115758,79,NA,NA
