"","Sum Sq","Df","F value","Pr(>F)"
"pop_Total",156.47365164672,1,3.49283138501746,0.065341444303237
"pop_Y0_14",697.290358085282,1,15.565033611468,0.000171595493576307
"pop_YGE75",193.99926375647,1,4.33048446168273,0.0406755500833666
"emp_Y25_64_NaceO_Q",430.700968127646,1,9.61418004374399,0.00267628002911796
"GDP",634.896404900122,1,14.172265208437,0.000319226287986286
"Residuals",3539.08251429351,79,NA,NA
