"","importance"
"pop_Total",-2.93075974953161
"pop_Y0_14",68.5870122265398
"pop_Y25_64",-5.33447266299188
"pop_Y65_74",13.3440582030947
"pop_YGE75",38.2686574304149
"emp_Y25_64_ED0_2",-26.1821922832892
"emp_Y25_64_ED3_4",-26.5687515355552
"emp_Y25_64_ED5_8",-20.489851255419
"emp_FT",27.5484981651716
"emp_PT",20.2627552163677
"emp_Y25_64_NaceG_I",8.24073456048961
"emp_Y25_64_NaceO_Q",-6.21769263291258
"training",-4.40517852125694
