"","importance"
"pop_Total",-47.4905678807986
"pop_Y15_24",107.957444308493
"emp_Y25_64_ED0_2",-40.4695414633984
"emp_Y25_64_ED3_4",-63.2742935146755
"emp_PT",28.791192484359
"emp_Y25_64",49.3515723536483
"emp_Y25_64_NaceO_Q",-69.5126619877858
"GDP",-9.6047089140925
"training",-53.248745572001
