"","Sum Sq","Df","F value","Pr(>F)"
"pop_Y15_24",1686.03338638409,1,67.1924724587585,2.61626045447486e-07
"pop_Y25_64",1605.69342927056,1,63.9907325648257,3.6535333143903e-07
"pop_Y65_74",806.949433905003,1,32.1588694809634,2.76230790447681e-05
"emp_Y25_64_ED0_2",708.622579849358,1,28.2403086230083,5.70965766603677e-05
"emp_Y25_64_ED5_8",385.750648275749,1,15.3730881129254,0.0011007599974997
"emp_FT",709.326650017721,1,28.2683675071199,5.67874375466148e-05
"emp_Y25_64_NaceG_I",490.069160418551,1,19.5304309097525,0.00037529940859233
"Residuals",426.574086645227,17,NA,NA
