"","Estimate","Uncond. variance","Nb models","Importance","+/- (alpha=0.05)"
"emp_PT",-0.0223714162049387,0.00486125398275765,11,0.0916919545986573,0.138896825737378
"emp_FT",-0.0725670639140643,0.0209501553066315,16,0.147360383537585,0.288344577185329
"pop_Y15_24",-0.114224016597837,0.0956878187593521,19,0.169295932993333,0.616235185975215
"emp_Y25_64_NaceO_Q",0.235664603138105,0.122656993359433,43,0.366421834402087,0.697692930073184
"pop_Y25_64",-0.329861004626238,0.290871942078311,40,0.369643053529212,1.07440762064425
"pop_YGE75",0.536673174311836,0.510968096850389,41,0.461986232449891,1.42401661748744
"pop_Y65_74",-1.01773367453252,1.6263957542489,51,0.487473728859541,2.54057067416316
"pop_Y0_14",0.736597722475187,0.670337741377939,54,0.585382029087294,1.63104145992649
"training",0.28455038385459,0.0620522027985088,69,0.711455012460345,0.496245711151949
"emp_Y25_64_NaceG_I",-0.664574282627253,0.216422614420787,75,0.807011526737823,0.926764701994336
"pop_Total",-4.6058992140829e-07,6.70257425582966e-14,84,0.871327274200725,5.15749697379265e-07
"(Intercept)",17.7969769230299,2486.22570556692,100,1,99.3318309998433
"emp_Y25_64_ED0_2",-9.65125633754151,6.1758896537001,100,1,4.95071503202849
"emp_Y25_64_ED3_4",-9.65812738186953,6.08810384837105,100,1,4.91540368457335
"emp_Y25_64_ED5_8",-9.6948441026259,6.39100762864502,100,1,5.03619842350315
"emp_Y25_64",9.81388434736149,6.22634246916962,100,1,4.97089588620334
"GDP",0.000308369855939804,1.02080737174648e-08,100,1,0.00020127510579435
