"","model","aicc","weights"
"1","lmktm_ED3_4 ~ 1 + pop_Total + pop_Y0_14 + pop_YGE75 + emp_Y25_64_ED3_4 + emp_PT + GDP",582.177272080504,0.0415523212392726
"2","lmktm_ED3_4 ~ 1 + pop_Total + pop_Y65_74 + pop_YGE75 + emp_Y25_64_ED3_4 + emp_PT + GDP + training",582.718428793174,0.0317018497074613
"3","lmktm_ED3_4 ~ 1 + pop_Total + pop_Y0_14 + pop_Y25_64 + pop_YGE75 + emp_Y25_64_ED3_4 + emp_PT + GDP",583.186293379139,0.0250893320180696
"4","lmktm_ED3_4 ~ 1 + pop_Total + pop_Y0_14 + pop_Y65_74 + pop_YGE75 + emp_Y25_64_ED3_4 + emp_PT + GDP",583.387808361679,0.022684576525028
"5","lmktm_ED3_4 ~ 1 + pop_Total + pop_Y15_24 + pop_Y25_64 + pop_Y65_74 + emp_Y25_64_ED3_4 + emp_PT + GDP",583.469311963532,0.0217787221371551
"6","lmktm_ED3_4 ~ 1 + pop_Total + pop_Y0_14 + pop_Y65_74 + pop_YGE75 + emp_Y25_64_ED3_4 + emp_PT + GDP + training",583.660387859125,0.0197943292783815
"7","lmktm_ED3_4 ~ 1 + pop_Total + pop_Y65_74 + pop_YGE75 + emp_Y25_64_ED3_4 + GDP + training",583.677244606369,0.019628196374191
"8","lmktm_ED3_4 ~ 1 + pop_Total + pop_Y0_14 + pop_YGE75 + emp_Y25_64_ED3_4 + GDP",583.812601488671,0.0183437456854958
"9","lmktm_ED3_4 ~ 1 + pop_Total + pop_Y65_74 + pop_YGE75 + emp_Y25_64_ED3_4 + emp_FT + emp_Y25_64 + GDP + training",584.123221670216,0.0157049914888721
"10","lmktm_ED3_4 ~ 1 + pop_Total + pop_Y0_14 + pop_YGE75 + emp_Y25_64_ED0_2 + emp_Y25_64_ED3_4 + emp_PT + GDP",584.150158212449,0.0154948904305442
"11","lmktm_ED3_4 ~ 1 + pop_Total + pop_Y0_14 + pop_Y65_74 + pop_YGE75 + emp_Y25_64_ED3_4 + GDP + training",584.151475060017,0.0154846915840991
