"","Sum Sq","Df","F value","Pr(>F)"
"pop_Total",168.65082881232,1,4.34793364874722,0.0402027976123471
"pop_Y0_14",313.70116468324,1,8.08743045725141,0.00564072886438887
"pop_YGE75",364.242911421085,1,9.39043123617128,0.00296211762007181
"emp_Y25_64_ED3_4",571.367404161374,1,14.7302422398123,0.000244774739180601
"emp_PT",148.280621245601,1,3.82277577353828,0.0540092776375282
"GDP",511.201945368151,1,13.1791355857769,0.000494440508397715
"Residuals",3141.88721296012,81,NA,NA
