"unit";"sex";"age";"nace_r2";"isco08";"indic_em";"geo";"X2014"
"NR";"T";"TOTAL";"B-S";"OC9";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"C";"OC9";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"D";"OC9";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"E";"OC9";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"F";"OC9";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"G";"OC9";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"H";"OC9";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"I";"OC9";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"J";"OC9";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"K";"OC9";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"L";"OC9";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"M";"OC9";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"N";"OC9";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"O";"OC9";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"P";"OC9";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"Q";"OC9";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"R";"OC9";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"S";"OC9";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"A";"TOTAL";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"A-S";"TOTAL";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"B";"TOTAL";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"B-S";"TOTAL";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"C";"TOTAL";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"D";"TOTAL";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"E";"TOTAL";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"F";"TOTAL";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"G";"TOTAL";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"H";"TOTAL";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"I";"TOTAL";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"J";"TOTAL";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"K";"TOTAL";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"L";"TOTAL";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"M";"TOTAL";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"N";"TOTAL";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"O";"TOTAL";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"P";"TOTAL";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"Q";"TOTAL";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"R";"TOTAL";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"S";"TOTAL";"JOBTOT";"LT00";NA
"NR";"T";"TOTAL";"A";"OC0";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"A-S";"OC0";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"B";"OC0";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"B-S";"OC0";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"C";"OC0";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"D";"OC0";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"E";"OC0";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"F";"OC0";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"G";"OC0";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"H";"OC0";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"I";"OC0";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"J";"OC0";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"K";"OC0";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"L";"OC0";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"M";"OC0";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"N";"OC0";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"O";"OC0";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"P";"OC0";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"Q";"OC0";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"R";"OC0";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"S";"OC0";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"A";"OC1";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"A-S";"OC1";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"B";"OC1";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"B-S";"OC1";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"C";"OC1";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"D";"OC1";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"E";"OC1";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"F";"OC1";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"G";"OC1";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"H";"OC1";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"I";"OC1";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"J";"OC1";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"K";"OC1";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"L";"OC1";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"M";"OC1";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"N";"OC1";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"O";"OC1";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"P";"OC1";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"Q";"OC1";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"R";"OC1";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"S";"OC1";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"A";"OC2";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"A-S";"OC2";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"B";"OC2";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"B-S";"OC2";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"C";"OC2";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"D";"OC2";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"E";"OC2";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"F";"OC2";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"G";"OC2";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"H";"OC2";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"I";"OC2";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"J";"OC2";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"K";"OC2";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"L";"OC2";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"M";"OC2";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"N";"OC2";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"O";"OC2";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"P";"OC2";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"Q";"OC2";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"R";"OC2";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"S";"OC2";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"A";"OC3";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"A-S";"OC3";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"B";"OC3";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"B-S";"OC3";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"C";"OC3";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"D";"OC3";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"E";"OC3";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"F";"OC3";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"G";"OC3";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"H";"OC3";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"I";"OC3";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"J";"OC3";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"K";"OC3";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"L";"OC3";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"M";"OC3";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"N";"OC3";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"O";"OC3";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"P";"OC3";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"Q";"OC3";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"R";"OC3";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"S";"OC3";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"A";"OC4";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"A-S";"OC4";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"B";"OC4";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"B-S";"OC4";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"C";"OC4";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"D";"OC4";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"E";"OC4";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"F";"OC4";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"G";"OC4";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"H";"OC4";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"I";"OC4";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"J";"OC4";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"K";"OC4";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"L";"OC4";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"M";"OC4";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"N";"OC4";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"O";"OC4";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"P";"OC4";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"Q";"OC4";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"R";"OC4";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"S";"OC4";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"A";"OC5";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"A-S";"OC5";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"B";"OC5";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"B-S";"OC5";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"C";"OC5";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"D";"OC5";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"E";"OC5";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"F";"OC5";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"G";"OC5";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"H";"OC5";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"I";"OC5";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"J";"OC5";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"K";"OC5";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"L";"OC5";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"M";"OC5";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"N";"OC5";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"O";"OC5";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"P";"OC5";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"Q";"OC5";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"R";"OC5";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"S";"OC5";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"A";"OC6";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"A-S";"OC6";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"B";"OC6";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"B-S";"OC6";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"C";"OC6";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"D";"OC6";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"E";"OC6";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"F";"OC6";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"G";"OC6";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"H";"OC6";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"I";"OC6";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"J";"OC6";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"K";"OC6";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"L";"OC6";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"M";"OC6";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"N";"OC6";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"O";"OC6";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"P";"OC6";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"Q";"OC6";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"R";"OC6";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"S";"OC6";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"A";"OC7";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"A-S";"OC7";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"B";"OC7";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"B-S";"OC7";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"C";"OC7";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"D";"OC7";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"E";"OC7";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"F";"OC7";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"G";"OC7";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"H";"OC7";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"I";"OC7";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"J";"OC7";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"K";"OC7";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"L";"OC7";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"M";"OC7";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"N";"OC7";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"O";"OC7";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"P";"OC7";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"Q";"OC7";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"R";"OC7";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"S";"OC7";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"A";"OC8";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"A-S";"OC8";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"B";"OC8";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"B-S";"OC8";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"C";"OC8";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"D";"OC8";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"E";"OC8";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"F";"OC8";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"G";"OC8";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"H";"OC8";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"I";"OC8";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"J";"OC8";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"K";"OC8";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"L";"OC8";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"M";"OC8";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"N";"OC8";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"O";"OC8";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"P";"OC8";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"Q";"OC8";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"R";"OC8";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"S";"OC8";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"A";"OC9";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"A-S";"OC9";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"B";"OC9";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"B-S";"OC9";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"C";"OC9";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"D";"OC9";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"E";"OC9";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"F";"OC9";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"G";"OC9";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"H";"OC9";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"I";"OC9";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"J";"OC9";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"K";"OC9";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"L";"OC9";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"M";"OC9";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"N";"OC9";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"O";"OC9";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"P";"OC9";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"Q";"OC9";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"R";"OC9";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"S";"OC9";"JOBTOT";"LU";NA
"NR";"T";"TOTAL";"A";"TOTAL";"JOBTOT";"LU";750
"NR";"T";"TOTAL";"A-S";"TOTAL";"JOBTOT";"LU";372843
"NR";"T";"TOTAL";"B";"TOTAL";"JOBTOT";"LU";252
"NR";"T";"TOTAL";"B-S";"TOTAL";"JOBTOT";"LU";372093
"NR";"T";"TOTAL";"C";"TOTAL";"JOBTOT";"LU";31273
"NR";"T";"TOTAL";"D";"TOTAL";"JOBTOT";"LU";1382
"NR";"T";"TOTAL";"E";"TOTAL";"JOBTOT";"LU";1542
"NR";"T";"TOTAL";"F";"TOTAL";"JOBTOT";"LU";40035
"NR";"T";"TOTAL";"G";"TOTAL";"JOBTOT";"LU";46415
"NR";"T";"TOTAL";"H";"TOTAL";"JOBTOT";"LU";26100
"NR";"T";"TOTAL";"I";"TOTAL";"JOBTOT";"LU";17663
"NR";"T";"TOTAL";"J";"TOTAL";"JOBTOT";"LU";17176
"NR";"T";"TOTAL";"K";"TOTAL";"JOBTOT";"LU";43689
"NR";"T";"TOTAL";"L";"TOTAL";"JOBTOT";"LU";2520
"NR";"T";"TOTAL";"M";"TOTAL";"JOBTOT";"LU";31291
"NR";"T";"TOTAL";"N";"TOTAL";"JOBTOT";"LU";24689
"NR";"T";"TOTAL";"O";"TOTAL";"JOBTOT";"LU";42660
"NR";"T";"TOTAL";"P";"TOTAL";"JOBTOT";"LU";3896
"NR";"T";"TOTAL";"Q";"TOTAL";"JOBTOT";"LU";33725
"NR";"T";"TOTAL";"R";"TOTAL";"JOBTOT";"LU";2021
"NR";"T";"TOTAL";"S";"TOTAL";"JOBTOT";"LU";5769
"NR";"T";"TOTAL";"A";"OC0";"JOBTOT";"LV";0
"NR";"T";"TOTAL";"A-S";"OC0";"JOBTOT";"LV";4499
"NR";"T";"TOTAL";"B";"OC0";"JOBTOT";"LV";0
"NR";"T";"TOTAL";"B-S";"OC0";"JOBTOT";"LV";4499
"NR";"T";"TOTAL";"C";"OC0";"JOBTOT";"LV";0
"NR";"T";"TOTAL";"D";"OC0";"JOBTOT";"LV";0
"NR";"T";"TOTAL";"E";"OC0";"JOBTOT";"LV";0
"NR";"T";"TOTAL";"F";"OC0";"JOBTOT";"LV";0
"NR";"T";"TOTAL";"G";"OC0";"JOBTOT";"LV";0
"NR";"T";"TOTAL";"H";"OC0";"JOBTOT";"LV";0
"NR";"T";"TOTAL";"I";"OC0";"JOBTOT";"LV";0
"NR";"T";"TOTAL";"J";"OC0";"JOBTOT";"LV";0
"NR";"T";"TOTAL";"K";"OC0";"JOBTOT";"LV";0
"NR";"T";"TOTAL";"L";"OC0";"JOBTOT";"LV";0
"NR";"T";"TOTAL";"M";"OC0";"JOBTOT";"LV";0
"NR";"T";"TOTAL";"N";"OC0";"JOBTOT";"LV";0
"NR";"T";"TOTAL";"O";"OC0";"JOBTOT";"LV";3970
"NR";"T";"TOTAL";"P";"OC0";"JOBTOT";"LV";530
"NR";"T";"TOTAL";"Q";"OC0";"JOBTOT";"LV";0
"NR";"T";"TOTAL";"R";"OC0";"JOBTOT";"LV";0
"NR";"T";"TOTAL";"S";"OC0";"JOBTOT";"LV";0
"NR";"T";"TOTAL";"A";"OC1";"JOBTOT";"LV";1936
"NR";"T";"TOTAL";"A-S";"OC1";"JOBTOT";"LV";89113
"NR";"T";"TOTAL";"B";"OC1";"JOBTOT";"LV";237
"NR";"T";"TOTAL";"B-S";"OC1";"JOBTOT";"LV";87173
"NR";"T";"TOTAL";"C";"OC1";"JOBTOT";"LV";9442
"NR";"T";"TOTAL";"D";"OC1";"JOBTOT";"LV";1357
"NR";"T";"TOTAL";"E";"OC1";"JOBTOT";"LV";673
"NR";"T";"TOTAL";"F";"OC1";"JOBTOT";"LV";7556
"NR";"T";"TOTAL";"G";"OC1";"JOBTOT";"LV";17273
"NR";"T";"TOTAL";"H";"OC1";"JOBTOT";"LV";6972
"NR";"T";"TOTAL";"I";"OC1";"JOBTOT";"LV";2956
"NR";"T";"TOTAL";"J";"OC1";"JOBTOT";"LV";2662
"NR";"T";"TOTAL";"K";"OC1";"JOBTOT";"LV";2782
"NR";"T";"TOTAL";"L";"OC1";"JOBTOT";"LV";3287
"NR";"T";"TOTAL";"M";"OC1";"JOBTOT";"LV";5088
"NR";"T";"TOTAL";"N";"OC1";"JOBTOT";"LV";3071
"NR";"T";"TOTAL";"O";"OC1";"JOBTOT";"LV";11187
"NR";"T";"TOTAL";"P";"OC1";"JOBTOT";"LV";5353
"NR";"T";"TOTAL";"Q";"OC1";"JOBTOT";"LV";3010
"NR";"T";"TOTAL";"R";"OC1";"JOBTOT";"LV";2700
"NR";"T";"TOTAL";"S";"OC1";"JOBTOT";"LV";1570
"NR";"T";"TOTAL";"A";"OC2";"JOBTOT";"LV";1680
"NR";"T";"TOTAL";"A-S";"OC2";"JOBTOT";"LV";151361
"NR";"T";"TOTAL";"B";"OC2";"JOBTOT";"LV";114
"NR";"T";"TOTAL";"B-S";"OC2";"JOBTOT";"LV";149674
"NR";"T";"TOTAL";"C";"OC2";"JOBTOT";"LV";7212
"NR";"T";"TOTAL";"D";"OC2";"JOBTOT";"LV";1729
"NR";"T";"TOTAL";"E";"OC2";"JOBTOT";"LV";523
"NR";"T";"TOTAL";"F";"OC2";"JOBTOT";"LV";4371
"NR";"T";"TOTAL";"G";"OC2";"JOBTOT";"LV";8096
"NR";"T";"TOTAL";"H";"OC2";"JOBTOT";"LV";4070
"NR";"T";"TOTAL";"I";"OC2";"JOBTOT";"LV";1018
"NR";"T";"TOTAL";"J";"OC2";"JOBTOT";"LV";8264
"NR";"T";"TOTAL";"K";"OC2";"JOBTOT";"LV";3589
"NR";"T";"TOTAL";"L";"OC2";"JOBTOT";"LV";1748
"NR";"T";"TOTAL";"M";"OC2";"JOBTOT";"LV";13175
"NR";"T";"TOTAL";"N";"OC2";"JOBTOT";"LV";1826
"NR";"T";"TOTAL";"O";"OC2";"JOBTOT";"LV";16622
"NR";"T";"TOTAL";"P";"OC2";"JOBTOT";"LV";50636
"NR";"T";"TOTAL";"Q";"OC2";"JOBTOT";"LV";19330
"NR";"T";"TOTAL";"R";"OC2";"JOBTOT";"LV";5984
"NR";"T";"TOTAL";"S";"OC2";"JOBTOT";"LV";1369
"NR";"T";"TOTAL";"A";"OC3";"JOBTOT";"LV";2348
"NR";"T";"TOTAL";"A-S";"OC3";"JOBTOT";"LV";155540
"NR";"T";"TOTAL";"B";"OC3";"JOBTOT";"LV";229
"NR";"T";"TOTAL";"B-S";"OC3";"JOBTOT";"LV";153187
"NR";"T";"TOTAL";"C";"OC3";"JOBTOT";"LV";10456
"NR";"T";"TOTAL";"D";"OC3";"JOBTOT";"LV";2328
"NR";"T";"TOTAL";"E";"OC3";"JOBTOT";"LV";921
"NR";"T";"TOTAL";"F";"OC3";"JOBTOT";"LV";7516
"NR";"T";"TOTAL";"G";"OC3";"JOBTOT";"LV";21758
"NR";"T";"TOTAL";"H";"OC3";"JOBTOT";"LV";8001
"NR";"T";"TOTAL";"I";"OC3";"JOBTOT";"LV";2132
"NR";"T";"TOTAL";"J";"OC3";"JOBTOT";"LV";10837
"NR";"T";"TOTAL";"K";"OC3";"JOBTOT";"LV";8421
"NR";"T";"TOTAL";"L";"OC3";"JOBTOT";"LV";3806
"NR";"T";"TOTAL";"M";"OC3";"JOBTOT";"LV";15357
"NR";"T";"TOTAL";"N";"OC3";"JOBTOT";"LV";5044
"NR";"T";"TOTAL";"O";"OC3";"JOBTOT";"LV";20475
"NR";"T";"TOTAL";"P";"OC3";"JOBTOT";"LV";11390
"NR";"T";"TOTAL";"Q";"OC3";"JOBTOT";"LV";14680
"NR";"T";"TOTAL";"R";"OC3";"JOBTOT";"LV";5284
"NR";"T";"TOTAL";"S";"OC3";"JOBTOT";"LV";4553
"NR";"T";"TOTAL";"A";"OC4";"JOBTOT";"LV";385
"NR";"T";"TOTAL";"A-S";"OC4";"JOBTOT";"LV";43471
"NR";"T";"TOTAL";"B";"OC4";"JOBTOT";"LV";57
"NR";"T";"TOTAL";"B-S";"OC4";"JOBTOT";"LV";43086
"NR";"T";"TOTAL";"C";"OC4";"JOBTOT";"LV";3769
"NR";"T";"TOTAL";"D";"OC4";"JOBTOT";"LV";772
"NR";"T";"TOTAL";"E";"OC4";"JOBTOT";"LV";402
"NR";"T";"TOTAL";"F";"OC4";"JOBTOT";"LV";1293
"NR";"T";"TOTAL";"G";"OC4";"JOBTOT";"LV";8264
"NR";"T";"TOTAL";"H";"OC4";"JOBTOT";"LV";8820
"NR";"T";"TOTAL";"I";"OC4";"JOBTOT";"LV";1031
"NR";"T";"TOTAL";"J";"OC4";"JOBTOT";"LV";1361
"NR";"T";"TOTAL";"K";"OC4";"JOBTOT";"LV";2305
"NR";"T";"TOTAL";"L";"OC4";"JOBTOT";"LV";1665
"NR";"T";"TOTAL";"M";"OC4";"JOBTOT";"LV";1153
"NR";"T";"TOTAL";"N";"OC4";"JOBTOT";"LV";1880
"NR";"T";"TOTAL";"O";"OC4";"JOBTOT";"LV";2410
"NR";"T";"TOTAL";"P";"OC4";"JOBTOT";"LV";2565
