"";"migrt_Total";"migrt_Y15-24";"migrt_Y25-64"
"DK02";0.7894818680933;1.9468428457146;0.857950516906672
"DK03";0.7894818680933;1.9468428457146;0.857950516906672
"DK04";0.7894818680933;1.9468428457146;0.857950516906672
"DK05";0.7894818680933;1.9468428457146;0.857950516906672
"EE";0.352404092052174;0.445693444563901;0.413742653460279
"EE0";0.352404092052174;0.445693444563901;0.413742653460279
"EE00";0.352404092052174;0.445693444563901;0.413742653460279
"EL";0.977449313417909;1.82745438840618;1.15505972314592
"EL3";0.977449313417909;1.82745438840618;1.15505972314592
"EL30";0.977449313417909;1.82745438840618;1.15505972314592
"EL4";0.977449313417909;1.82745438840618;1.15505972314592
"EL41";0.977449313417909;1.82745438840618;1.15505972314592
"EL42";0.977449313417909;1.82745438840618;1.15505972314592
"EL43";0.977449313417909;1.82745438840618;1.15505972314592
"EL5";0.977449313417909;1.82745438840618;1.15505972314592
"EL51";0.977449313417909;1.82745438840618;1.15505972314592
"EL52";0.977449313417909;1.82745438840618;1.15505972314592
"EL53";0.977449313417909;1.82745438840618;1.15505972314592
"EL54";0.977449313417909;1.82745438840618;1.15505972314592
"EL6";0.977449313417909;1.82745438840618;1.15505972314592
"EL61";0.977449313417909;1.82745438840618;1.15505972314592
"EL62";0.977449313417909;1.82745438840618;1.15505972314592
"EL63";0.977449313417909;1.82745438840618;1.15505972314592
"EL64";0.977449313417909;1.82745438840618;1.15505972314592
"EL65";0.977449313417909;1.82745438840618;1.15505972314592
"ES";0.860913929268319;1.05557089883542;1.06309406299033
"ES1";0.860913929268319;1.05557089883542;1.06309406299033
"ES11";0.860913929268319;1.05557089883542;1.06309406299033
"ES12";0.860913929268319;1.05557089883542;1.06309406299033
"ES13";0.860913929268319;1.05557089883542;1.06309406299033
"ES2";0.860913929268319;1.05557089883542;1.06309406299033
"ES21";0.860913929268319;1.05557089883542;1.06309406299033
"ES22";0.860913929268319;1.05557089883542;1.06309406299033
"ES23";0.860913929268319;1.05557089883542;1.06309406299033
"ES24";0.860913929268319;1.05557089883542;1.06309406299033
"ES3";0.860913929268319;1.05557089883542;1.06309406299033
"ES30";0.860913929268319;1.05557089883542;1.06309406299033
"ES4";0.860913929268319;1.05557089883542;1.06309406299033
"ES41";0.860913929268319;1.05557089883542;1.06309406299033
"ES42";0.860913929268319;1.05557089883542;1.06309406299033
"ES43";0.860913929268319;1.05557089883542;1.06309406299033
"ES5";0.860913929268319;1.05557089883542;1.06309406299033
"ES51";0.860913929268319;1.05557089883542;1.06309406299033
"ES52";0.860913929268319;1.05557089883542;1.06309406299033
"ES53";0.860913929268319;1.05557089883542;1.06309406299033
"ES6";0.860913929268319;1.05557089883542;1.06309406299033
"ES61";0.860913929268319;1.05557089883542;1.06309406299033
"ES62";0.860913929268319;1.05557089883542;1.06309406299033
"ES63";0.860913929268319;1.05557089883542;1.06309406299033
"ES64";0.860913929268319;1.05557089883542;1.06309406299033
"ES7";0.860913929268319;1.05557089883542;1.06309406299033
"ES70";0.860913929268319;1.05557089883542;1.06309406299033
"FI";0.284080590394532;0.444212176639666;0.345272969140174
"FI1";0.284080590394532;0.444212176639666;0.345272969140174
"FI19";0.284080590394532;0.444212176639666;0.345272969140174
"FI1B";0.284080590394532;0.444212176639666;0.345272969140174
"FI1C";0.284080590394532;0.444212176639666;0.345272969140174
"FI1D";0.284080590394532;0.444212176639666;0.345272969140174
"FI2";0.284080590394532;0.444212176639666;0.345272969140174
"FI20";0.284080590394532;0.444212176639666;0.345272969140174
"FR";0.445970072560481;2.0590461346697;0.271719208696427
"FR1";0.445970072560481;2.0590461346697;0.271719208696427
"FR10";0.445970072560481;2.0590461346697;0.271719208696427
"FR2";0.445970072560481;2.0590461346697;0.271719208696427
"FR21";0.445970072560481;2.0590461346697;0.271719208696427
"FR22";0.445970072560481;2.0590461346697;0.271719208696427
"FR23";0.445970072560481;2.0590461346697;0.271719208696427
"FR24";0.445970072560481;2.0590461346697;0.271719208696427
"FR25";0.445970072560481;2.0590461346697;0.271719208696427
"FR26";0.445970072560481;2.0590461346697;0.271719208696427
"FR3";0.445970072560481;2.0590461346697;0.271719208696427
"FR30";0.445970072560481;2.0590461346697;0.271719208696427
"FR4";0.445970072560481;2.0590461346697;0.271719208696427
"FR41";0.445970072560481;2.0590461346697;0.271719208696427
"FR42";0.445970072560481;2.0590461346697;0.271719208696427
"FR43";0.445970072560481;2.0590461346697;0.271719208696427
"FR5";0.445970072560481;2.0590461346697;0.271719208696427
"FR51";0.445970072560481;2.0590461346697;0.271719208696427
"FR52";0.445970072560481;2.0590461346697;0.271719208696427
"FR53";0.445970072560481;2.0590461346697;0.271719208696427
"FR6";0.445970072560481;2.0590461346697;0.271719208696427
"FR61";0.445970072560481;2.0590461346697;0.271719208696427
"FR62";0.445970072560481;2.0590461346697;0.271719208696427
"FR63";0.445970072560481;2.0590461346697;0.271719208696427
"FR7";0.445970072560481;2.0590461346697;0.271719208696427
"FR71";0.445970072560481;2.0590461346697;0.271719208696427
"FR72";0.445970072560481;2.0590461346697;0.271719208696427
"FR8";0.445970072560481;2.0590461346697;0.271719208696427
"FR81";0.445970072560481;2.0590461346697;0.271719208696427
"FR82";0.445970072560481;2.0590461346697;0.271719208696427
"FR83";0.445970072560481;2.0590461346697;0.271719208696427
"FRA";0.445970072560481;2.0590461346697;0.271719208696427
"FRA1";0.445970072560481;2.0590461346697;0.271719208696427
"FRA2";0.445970072560481;2.0590461346697;0.271719208696427
"FRA3";0.445970072560481;2.0590461346697;0.271719208696427
"FRA4";0.445970072560481;2.0590461346697;0.271719208696427
"FRA5";0.445970072560481;2.0590461346697;0.271719208696427
"HR";0.491145233986271;0.467452956867116;0.641452215696743
"HR0";0.491145233986271;0.467452956867116;0.641452215696743
"HR03";0.491145233986271;0.467452956867116;0.641452215696743
"HR04";0.491145233986271;0.467452956867116;0.641452215696743
"HU";0.427371065056318;0.577522086617228;0.60153572158056
"HU1";0.427371065056318;0.577522086617228;0.60153572158056
"HU10";0.427371065056318;0.577522086617228;0.60153572158056
"HU2";0.427371065056318;0.577522086617228;0.60153572158056
"HU21";0.427371065056318;0.577522086617228;0.60153572158056
"HU22";0.427371065056318;0.577522086617228;0.60153572158056
"HU23";0.427371065056318;0.577522086617228;0.60153572158056
"HU3";0.427371065056318;0.577522086617228;0.60153572158056
"HU31";0.427371065056318;0.577522086617228;0.60153572158056
"HU32";0.427371065056318;0.577522086617228;0.60153572158056
"HU33";0.427371065056318;0.577522086617228;0.60153572158056
"IE";1.75685555165442;5.92200133168458;1.74708905652605
"IE0";1.75685555165442;5.92200133168458;1.74708905652605
"IE01";1.75685555165442;5.92200133168458;1.74708905652605
"IE02";1.75685555165442;5.92200133168458;1.74708905652605
"IT";0.224287620938258;0.227730524456103;0.275751384432886
"ITC";0.224287620938258;0.227730524456103;0.275751384432886
"ITC1";0.224287620938258;0.227730524456103;0.275751384432886
"ITC2";0.224287620938258;0.227730524456103;0.275751384432886
"ITC3";0.224287620938258;0.227730524456103;0.275751384432886
"ITC4";0.224287620938258;0.227730524456103;0.275751384432886
"ITF";0.224287620938258;0.227730524456103;0.275751384432886
"ITF1";0.224287620938258;0.227730524456103;0.275751384432886
"ITF2";0.224287620938258;0.227730524456103;0.275751384432886
"ITF3";0.224287620938258;0.227730524456103;0.275751384432886
"ITF4";0.224287620938258;0.227730524456103;0.275751384432886
"ITF5";0.224287620938258;0.227730524456103;0.275751384432886
"ITF6";0.224287620938258;0.227730524456103;0.275751384432886
"ITG";0.224287620938258;0.227730524456103;0.275751384432886
"ITG1";0.224287620938258;0.227730524456103;0.275751384432886
"ITG2";0.224287620938258;0.227730524456103;0.275751384432886
"ITH";0.224287620938258;0.227730524456103;0.275751384432886
"ITH1";0.224287620938258;0.227730524456103;0.275751384432886
"ITH2";0.224287620938258;0.227730524456103;0.275751384432886
"ITH3";0.224287620938258;0.227730524456103;0.275751384432886
"ITH4";0.224287620938258;0.227730524456103;0.275751384432886
"ITH5";0.224287620938258;0.227730524456103;0.275751384432886
"ITI";0.224287620938258;0.227730524456103;0.275751384432886
"ITI1";0.224287620938258;0.227730524456103;0.275751384432886
"ITI2";0.224287620938258;0.227730524456103;0.275751384432886
"ITI3";0.224287620938258;0.227730524456103;0.275751384432886
"ITI4";0.224287620938258;0.227730524456103;0.275751384432886
"LT";1.24414297129376;2.33001499019872;1.39706021931295
"LT0";1.24414297129376;2.33001499019872;1.39706021931295
"LT00";1.24414297129376;2.33001499019872;1.39706021931295
"LU";2.05264881385533;2.1597194933954;2.43537657931158
"LU0";2.05264881385533;2.1597194933954;2.43537657931158
"LU00";2.05264881385533;2.1597194933954;2.43537657931158
"LV";0.950152588000408;1.5204062674181;1.14997939805951
"LV0";0.950152588000408;1.5204062674181;1.14997939805951
"LV00";0.950152588000408;1.5204062674181;1.14997939805951
"MT";1.388627686984;1.32152984803316;1.81696520485897
"MT0";1.388627686984;1.32152984803316;1.81696520485897
"MT00";1.388627686984;1.32152984803316;1.81696520485897
"NL";0.670854247021369;0.819909875988388;0.844786820939009
"NL1";0.670854247021369;0.819909875988388;0.844786820939009
"NL11";0.670854247021369;0.819909875988388;0.844786820939009
"NL12";0.670854247021369;0.819909875988388;0.844786820939009
"NL13";0.670854247021369;0.819909875988388;0.844786820939009
"NL2";0.670854247021369;0.819909875988388;0.844786820939009
"NL21";0.670854247021369;0.819909875988388;0.844786820939009
"NL22";0.670854247021369;0.819909875988388;0.844786820939009
"NL23";0.670854247021369;0.819909875988388;0.844786820939009
"NL3";0.670854247021369;0.819909875988388;0.844786820939009
"NL31";0.670854247021369;0.819909875988388;0.844786820939009
"NL32";0.670854247021369;0.819909875988388;0.844786820939009
"NL33";0.670854247021369;0.819909875988388;0.844786820939009
"NL34";0.670854247021369;0.819909875988388;0.844786820939009
"NL4";0.670854247021369;0.819909875988388;0.844786820939009
"NL41";0.670854247021369;0.819909875988388;0.844786820939009
"NL42";0.670854247021369;0.819909875988388;0.844786820939009
"PL";0.705718386644423;0.678834316490044;0.84554174533871
"PL1";0.705718386644423;0.678834316490044;0.84554174533871
"PL11";0.705718386644423;0.678834316490044;0.84554174533871
"PL12";0.705718386644423;0.678834316490044;0.84554174533871
"PL2";0.705718386644423;0.678834316490044;0.84554174533871
"PL21";0.705718386644423;0.678834316490044;0.84554174533871
"PL22";0.705718386644423;0.678834316490044;0.84554174533871
"PL3";0.705718386644423;0.678834316490044;0.84554174533871
"PL31";0.705718386644423;0.678834316490044;0.84554174533871
"PL32";0.705718386644423;0.678834316490044;0.84554174533871
"PL33";0.705718386644423;0.678834316490044;0.84554174533871
"PL34";0.705718386644423;0.678834316490044;0.84554174533871
"PL4";0.705718386644423;0.678834316490044;0.84554174533871
"PL41";0.705718386644423;0.678834316490044;0.84554174533871
"PL42";0.705718386644423;0.678834316490044;0.84554174533871
"PL43";0.705718386644423;0.678834316490044;0.84554174533871
"PL5";0.705718386644423;0.678834316490044;0.84554174533871
"PL51";0.705718386644423;0.678834316490044;0.84554174533871
"PL52";0.705718386644423;0.678834316490044;0.84554174533871
"PL6";0.705718386644423;0.678834316490044;0.84554174533871
"PL61";0.705718386644423;0.678834316490044;0.84554174533871
"PL62";0.705718386644423;0.678834316490044;0.84554174533871
"PL63";0.705718386644423;0.678834316490044;0.84554174533871
"PT";0.475405860059089;1.02954970590724;0.601635360968989
"PT1";0.475405860059089;1.02954970590724;0.601635360968989
"PT11";0.475405860059089;1.02954970590724;0.601635360968989
"PT15";0.475405860059089;1.02954970590724;0.601635360968989
"PT16";0.475405860059089;1.02954970590724;0.601635360968989
"PT17";0.475405860059089;1.02954970590724;0.601635360968989
"PT18";0.475405860059089;1.02954970590724;0.601635360968989
"PT2";0.475405860059089;1.02954970590724;0.601635360968989
"PT20";0.475405860059089;1.02954970590724;0.601635360968989
"PT3";0.475405860059089;1.02954970590724;0.601635360968989
"PT30";0.475405860059089;1.02954970590724;0.601635360968989
"RO";0.866638114781486;1.45139987581605;1.04699853178089
"RO1";0.866638114781486;1.45139987581605;1.04699853178089
"RO11";0.866638114781486;1.45139987581605;1.04699853178089
"RO12";0.866638114781486;1.45139987581605;1.04699853178089
"RO2";0.866638114781486;1.45139987581605;1.04699853178089
"RO21";0.866638114781486;1.45139987581605;1.04699853178089
"RO22";0.866638114781486;1.45139987581605;1.04699853178089
"RO3";0.866638114781486;1.45139987581605;1.04699853178089
"RO31";0.866638114781486;1.45139987581605;1.04699853178089
"RO32";0.866638114781486;1.45139987581605;1.04699853178089
"RO4";0.866638114781486;1.45139987581605;1.04699853178089
"RO41";0.866638114781486;1.45139987581605;1.04699853178089
"RO42";0.866638114781486;1.45139987581605;1.04699853178089
"SE";0.531236106595179;0.616502422326371;0.669457822039512
"SE1";0.531236106595179;0.616502422326371;0.669457822039512
"SE11";0.531236106595179;0.616502422326371;0.669457822039512
"SE12";0.531236106595179;0.616502422326371;0.669457822039512
"SE2";0.531236106595179;0.616502422326371;0.669457822039512
"SE21";0.531236106595179;0.616502422326371;0.669457822039512
"SE22";0.531236106595179;0.616502422326371;0.669457822039512
"SE23";0.531236106595179;0.616502422326371;0.669457822039512
"SE3";0.531236106595179;0.616502422326371;0.669457822039512
"SE31";0.531236106595179;0.616502422326371;0.669457822039512
"SE32";0.531236106595179;0.616502422326371;0.669457822039512
"SE33";0.531236106595179;0.616502422326371;0.669457822039512
"SI";0.695555981436962;0.798587962185781;0.840080810251185
"SI0";0.695555981436962;0.798587962185781;0.840080810251185
"SI03";0.695555981436962;0.798587962185781;0.840080810251185
"SI04";0.695555981436962;0.798587962185781;0.840080810251185
"SK";0.0672827606020662;0.0376969371605259;0.0829356050751545
"SK0";0.0672827606020662;0.0376969371605259;0.0829356050751545
"SK01";0.0672827606020662;0.0376969371605259;0.0829356050751545
"SK02";0.0672827606020662;0.0376969371605259;0.0829356050751545
"SK03";0.0672827606020662;0.0376969371605259;0.0829356050751545
"SK04";0.0672827606020662;0.0376969371605259;0.0829356050751545
"UK";0.495851239966089;1.16173887196037;0.571384295075268
"UKC";0.495851239966089;1.16173887196037;0.571384295075268
"UKC1";0.495851239966089;1.16173887196037;0.571384295075268
"UKC2";0.495851239966089;1.16173887196037;0.571384295075268
"UKD";0.495851239966089;1.16173887196037;0.571384295075268
"UKD1";0.495851239966089;1.16173887196037;0.571384295075268
"UKD3";0.495851239966089;1.16173887196037;0.571384295075268
"UKD4";0.495851239966089;1.16173887196037;0.571384295075268
"UKD6";0.495851239966089;1.16173887196037;0.571384295075268
"UKD7";0.495851239966089;1.16173887196037;0.571384295075268
"UKE";0.495851239966089;1.16173887196037;0.571384295075268
"UKE1";0.495851239966089;1.16173887196037;0.571384295075268
"UKE2";0.495851239966089;1.16173887196037;0.571384295075268
"UKE3";0.495851239966089;1.16173887196037;0.571384295075268
"UKE4";0.495851239966089;1.16173887196037;0.571384295075268
"UKF";0.495851239966089;1.16173887196037;0.571384295075268
"UKF1";0.495851239966089;1.16173887196037;0.571384295075268
"UKF2";0.495851239966089;1.16173887196037;0.571384295075268
"UKF3";0.495851239966089;1.16173887196037;0.571384295075268
"UKG";0.495851239966089;1.16173887196037;0.571384295075268
"UKG1";0.495851239966089;1.16173887196037;0.571384295075268
"UKG2";0.495851239966089;1.16173887196037;0.571384295075268
"UKG3";0.495851239966089;1.16173887196037;0.571384295075268
"UKH";0.495851239966089;1.16173887196037;0.571384295075268
"UKH1";0.495851239966089;1.16173887196037;0.571384295075268
"UKH2";0.495851239966089;1.16173887196037;0.571384295075268
"UKH3";0.495851239966089;1.16173887196037;0.571384295075268
"UKI";0.495851239966089;1.16173887196037;0.571384295075268
"UKI3";0.495851239966089;1.16173887196037;0.571384295075268
"UKI4";0.495851239966089;1.16173887196037;0.571384295075268
"UKI5";0.495851239966089;1.16173887196037;0.571384295075268
"UKI6";0.495851239966089;1.16173887196037;0.571384295075268
"UKI7";0.495851239966089;1.16173887196037;0.571384295075268
"UKJ";0.495851239966089;1.16173887196037;0.571384295075268
"UKJ1";0.495851239966089;1.16173887196037;0.571384295075268
"UKJ2";0.495851239966089;1.16173887196037;0.571384295075268
"UKJ3";0.495851239966089;1.16173887196037;0.571384295075268
"UKJ4";0.495851239966089;1.16173887196037;0.571384295075268
"UKK";0.495851239966089;1.16173887196037;0.571384295075268
"UKK1";0.495851239966089;1.16173887196037;0.571384295075268
"UKK2";0.495851239966089;1.16173887196037;0.571384295075268
"UKK3";0.495851239966089;1.16173887196037;0.571384295075268
"UKK4";0.495851239966089;1.16173887196037;0.571384295075268
"UKL";0.495851239966089;1.16173887196037;0.571384295075268
"UKL1";0.495851239966089;1.16173887196037;0.571384295075268
"UKL2";0.495851239966089;1.16173887196037;0.571384295075268
"UKM";0.495851239966089;1.16173887196037;0.571384295075268
"UKM2";0.495851239966089;1.16173887196037;0.571384295075268
"UKM3";0.495851239966089;1.16173887196037;0.571384295075268
"UKM5";0.495851239966089;1.16173887196037;0.571384295075268
"UKM6";0.495851239966089;1.16173887196037;0.571384295075268
"UKN";0.495851239966089;1.16173887196037;0.571384295075268
"UKN0";0.495851239966089;1.16173887196037;0.571384295075268
