"";"lmktm_OC0";"lmktm_OC1";"lmktm_OC2";"lmktm_OC3";"lmktm_OC4";"lmktm_OC5";"lmktm_OC6";"lmktm_OC7";"lmktm_OC8";"lmktm_OC9";"lmktm_ED0-2";"lmktm_ED3_4";"lmktm_ED5-8";"lmktm_Total"
"DE22";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DE23";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DE24";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DE25";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DE26";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DE27";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DE3";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DE30";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DE4";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DE40";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DE5";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DE50";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DE6";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DE60";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DE7";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DE71";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DE72";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DE73";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DE8";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DE80";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DE9";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DE91";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DE92";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DE93";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DE94";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DEA";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DEA1";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DEA2";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DEA3";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DEA4";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DEA5";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DEB";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DEB1";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DEB2";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DEB3";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DEC";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DEC0";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DED";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DED2";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DED4";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DED5";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DEE";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DEE0";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DEF";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DEF0";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DEG";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DEG0";NA;9.60285448340056;13.4837898783779;13.4507858150312;13.1119533413192;22.3737179616855;NA;24.1336176844523;29.965141982656;40.5294759825328;42.6303745634108;16.2918659196484;16.0696296456774;19.3165870662532
"DK";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"DK0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"DK01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"DK02";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"DK03";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"DK04";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"DK05";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"EE";NA;24.3534482758621;26.1758691206544;30.3571428571429;30.7065217391304;35.6679636835279;NA;38.0728554641598;40.197461212976;43.6853002070393;23.5033259423503;33.8731443994602;34.7222222222222;33.3393895348837
"EE0";NA;24.3534482758621;26.1758691206544;30.3571428571429;30.7065217391304;35.6679636835279;NA;38.0728554641598;40.197461212976;43.6853002070393;23.5033259423503;33.8731443994602;34.7222222222222;33.3393895348837
"EE00";NA;24.3534482758621;26.1758691206544;30.3571428571429;30.7065217391304;35.6679636835279;NA;38.0728554641598;40.197461212976;43.6853002070393;23.5033259423503;33.8731443994602;34.7222222222222;33.3393895348837
"EL";NA;NA;2.95918367346939;4.96215306980656;3.8510101010101;13.4922198148513;53.5031847133758;28.3215130023641;11.5107913669065;45.5641688199828;31.2296983758701;13.0959882377652;4.84739676840215;13.3002110446711
"EL3";NA;NA;2.95918367346939;4.96215306980656;3.8510101010101;13.4922198148513;53.5031847133758;28.3215130023641;11.5107913669065;45.5641688199828;31.2296983758701;13.0959882377652;4.84739676840215;13.3002110446711
"EL30";NA;NA;2.95918367346939;4.96215306980656;3.8510101010101;13.4922198148513;53.5031847133758;28.3215130023641;11.5107913669065;45.5641688199828;31.2296983758701;13.0959882377652;4.84739676840215;13.3002110446711
"EL4";NA;NA;2.95918367346939;4.96215306980656;3.8510101010101;13.4922198148513;53.5031847133758;28.3215130023641;11.5107913669065;45.5641688199828;31.2296983758701;13.0959882377652;4.84739676840215;13.3002110446711
"EL41";NA;NA;2.95918367346939;4.96215306980656;3.8510101010101;13.4922198148513;53.5031847133758;28.3215130023641;11.5107913669065;45.5641688199828;31.2296983758701;13.0959882377652;4.84739676840215;13.3002110446711
"EL42";NA;NA;2.95918367346939;4.96215306980656;3.8510101010101;13.4922198148513;53.5031847133758;28.3215130023641;11.5107913669065;45.5641688199828;31.2296983758701;13.0959882377652;4.84739676840215;13.3002110446711
"EL43";NA;NA;2.95918367346939;4.96215306980656;3.8510101010101;13.4922198148513;53.5031847133758;28.3215130023641;11.5107913669065;45.5641688199828;31.2296983758701;13.0959882377652;4.84739676840215;13.3002110446711
"EL5";NA;NA;2.95918367346939;4.96215306980656;3.8510101010101;13.4922198148513;53.5031847133758;28.3215130023641;11.5107913669065;45.5641688199828;31.2296983758701;13.0959882377652;4.84739676840215;13.3002110446711
"EL51";NA;NA;2.95918367346939;4.96215306980656;3.8510101010101;13.4922198148513;53.5031847133758;28.3215130023641;11.5107913669065;45.5641688199828;31.2296983758701;13.0959882377652;4.84739676840215;13.3002110446711
"EL52";NA;NA;2.95918367346939;4.96215306980656;3.8510101010101;13.4922198148513;53.5031847133758;28.3215130023641;11.5107913669065;45.5641688199828;31.2296983758701;13.0959882377652;4.84739676840215;13.3002110446711
"EL53";NA;NA;2.95918367346939;4.96215306980656;3.8510101010101;13.4922198148513;53.5031847133758;28.3215130023641;11.5107913669065;45.5641688199828;31.2296983758701;13.0959882377652;4.84739676840215;13.3002110446711
"EL54";NA;NA;2.95918367346939;4.96215306980656;3.8510101010101;13.4922198148513;53.5031847133758;28.3215130023641;11.5107913669065;45.5641688199828;31.2296983758701;13.0959882377652;4.84739676840215;13.3002110446711
"EL6";NA;NA;2.95918367346939;4.96215306980656;3.8510101010101;13.4922198148513;53.5031847133758;28.3215130023641;11.5107913669065;45.5641688199828;31.2296983758701;13.0959882377652;4.84739676840215;13.3002110446711
"EL61";NA;NA;2.95918367346939;4.96215306980656;3.8510101010101;13.4922198148513;53.5031847133758;28.3215130023641;11.5107913669065;45.5641688199828;31.2296983758701;13.0959882377652;4.84739676840215;13.3002110446711
"EL62";NA;NA;2.95918367346939;4.96215306980656;3.8510101010101;13.4922198148513;53.5031847133758;28.3215130023641;11.5107913669065;45.5641688199828;31.2296983758701;13.0959882377652;4.84739676840215;13.3002110446711
"EL63";NA;NA;2.95918367346939;4.96215306980656;3.8510101010101;13.4922198148513;53.5031847133758;28.3215130023641;11.5107913669065;45.5641688199828;31.2296983758701;13.0959882377652;4.84739676840215;13.3002110446711
"EL64";NA;NA;2.95918367346939;4.96215306980656;3.8510101010101;13.4922198148513;53.5031847133758;28.3215130023641;11.5107913669065;45.5641688199828;31.2296983758701;13.0959882377652;4.84739676840215;13.3002110446711
"EL65";NA;NA;2.95918367346939;4.96215306980656;3.8510101010101;13.4922198148513;53.5031847133758;28.3215130023641;11.5107913669065;45.5641688199828;31.2296983758701;13.0959882377652;4.84739676840215;13.3002110446711
"ES";6.04113110539846;8.63131935881628;8.86507365471277;5.64242820619537;7.50225428313796;18.8148353745273;28.8617886178862;16.8090559589919;13.2673090649536;38.422865654967;17.8565924751778;23.2112372338195;11.1656812257613;16.1485380447054
"ES1";6.04113110539846;8.63131935881628;8.86507365471277;5.64242820619537;7.50225428313796;18.8148353745273;28.8617886178862;16.8090559589919;13.2673090649536;38.422865654967;17.8565924751778;23.2112372338195;11.1656812257613;16.1485380447054
"ES11";6.04113110539846;8.63131935881628;8.86507365471277;5.64242820619537;7.50225428313796;18.8148353745273;28.8617886178862;16.8090559589919;13.2673090649536;38.422865654967;17.8565924751778;23.2112372338195;11.1656812257613;16.1485380447054
"ES12";6.04113110539846;8.63131935881628;8.86507365471277;5.64242820619537;7.50225428313796;18.8148353745273;28.8617886178862;16.8090559589919;13.2673090649536;38.422865654967;17.8565924751778;23.2112372338195;11.1656812257613;16.1485380447054
"ES13";6.04113110539846;8.63131935881628;8.86507365471277;5.64242820619537;7.50225428313796;18.8148353745273;28.8617886178862;16.8090559589919;13.2673090649536;38.422865654967;17.8565924751778;23.2112372338195;11.1656812257613;16.1485380447054
"ES2";6.04113110539846;8.63131935881628;8.86507365471277;5.64242820619537;7.50225428313796;18.8148353745273;28.8617886178862;16.8090559589919;13.2673090649536;38.422865654967;17.8565924751778;23.2112372338195;11.1656812257613;16.1485380447054
"ES21";6.04113110539846;8.63131935881628;8.86507365471277;5.64242820619537;7.50225428313796;18.8148353745273;28.8617886178862;16.8090559589919;13.2673090649536;38.422865654967;17.8565924751778;23.2112372338195;11.1656812257613;16.1485380447054
"ES22";6.04113110539846;8.63131935881628;8.86507365471277;5.64242820619537;7.50225428313796;18.8148353745273;28.8617886178862;16.8090559589919;13.2673090649536;38.422865654967;17.8565924751778;23.2112372338195;11.1656812257613;16.1485380447054
"ES23";6.04113110539846;8.63131935881628;8.86507365471277;5.64242820619537;7.50225428313796;18.8148353745273;28.8617886178862;16.8090559589919;13.2673090649536;38.422865654967;17.8565924751778;23.2112372338195;11.1656812257613;16.1485380447054
"ES24";6.04113110539846;8.63131935881628;8.86507365471277;5.64242820619537;7.50225428313796;18.8148353745273;28.8617886178862;16.8090559589919;13.2673090649536;38.422865654967;17.8565924751778;23.2112372338195;11.1656812257613;16.1485380447054
"ES3";6.04113110539846;8.63131935881628;8.86507365471277;5.64242820619537;7.50225428313796;18.8148353745273;28.8617886178862;16.8090559589919;13.2673090649536;38.422865654967;17.8565924751778;23.2112372338195;11.1656812257613;16.1485380447054
"ES30";6.04113110539846;8.63131935881628;8.86507365471277;5.64242820619537;7.50225428313796;18.8148353745273;28.8617886178862;16.8090559589919;13.2673090649536;38.422865654967;17.8565924751778;23.2112372338195;11.1656812257613;16.1485380447054
"ES4";6.04113110539846;8.63131935881628;8.86507365471277;5.64242820619537;7.50225428313796;18.8148353745273;28.8617886178862;16.8090559589919;13.2673090649536;38.422865654967;17.8565924751778;23.2112372338195;11.1656812257613;16.1485380447054
"ES41";6.04113110539846;8.63131935881628;8.86507365471277;5.64242820619537;7.50225428313796;18.8148353745273;28.8617886178862;16.8090559589919;13.2673090649536;38.422865654967;17.8565924751778;23.2112372338195;11.1656812257613;16.1485380447054
"ES42";6.04113110539846;8.63131935881628;8.86507365471277;5.64242820619537;7.50225428313796;18.8148353745273;28.8617886178862;16.8090559589919;13.2673090649536;38.422865654967;17.8565924751778;23.2112372338195;11.1656812257613;16.1485380447054
"ES43";6.04113110539846;8.63131935881628;8.86507365471277;5.64242820619537;7.50225428313796;18.8148353745273;28.8617886178862;16.8090559589919;13.2673090649536;38.422865654967;17.8565924751778;23.2112372338195;11.1656812257613;16.1485380447054
"ES5";6.04113110539846;8.63131935881628;8.86507365471277;5.64242820619537;7.50225428313796;18.8148353745273;28.8617886178862;16.8090559589919;13.2673090649536;38.422865654967;17.8565924751778;23.2112372338195;11.1656812257613;16.1485380447054
"ES51";6.04113110539846;8.63131935881628;8.86507365471277;5.64242820619537;7.50225428313796;18.8148353745273;28.8617886178862;16.8090559589919;13.2673090649536;38.422865654967;17.8565924751778;23.2112372338195;11.1656812257613;16.1485380447054
"ES52";6.04113110539846;8.63131935881628;8.86507365471277;5.64242820619537;7.50225428313796;18.8148353745273;28.8617886178862;16.8090559589919;13.2673090649536;38.422865654967;17.8565924751778;23.2112372338195;11.1656812257613;16.1485380447054
"ES53";6.04113110539846;8.63131935881628;8.86507365471277;5.64242820619537;7.50225428313796;18.8148353745273;28.8617886178862;16.8090559589919;13.2673090649536;38.422865654967;17.8565924751778;23.2112372338195;11.1656812257613;16.1485380447054
"ES6";6.04113110539846;8.63131935881628;8.86507365471277;5.64242820619537;7.50225428313796;18.8148353745273;28.8617886178862;16.8090559589919;13.2673090649536;38.422865654967;17.8565924751778;23.2112372338195;11.1656812257613;16.1485380447054
"ES61";6.04113110539846;8.63131935881628;8.86507365471277;5.64242820619537;7.50225428313796;18.8148353745273;28.8617886178862;16.8090559589919;13.2673090649536;38.422865654967;17.8565924751778;23.2112372338195;11.1656812257613;16.1485380447054
"ES62";6.04113110539846;8.63131935881628;8.86507365471277;5.64242820619537;7.50225428313796;18.8148353745273;28.8617886178862;16.8090559589919;13.2673090649536;38.422865654967;17.8565924751778;23.2112372338195;11.1656812257613;16.1485380447054
"ES63";6.04113110539846;8.63131935881628;8.86507365471277;5.64242820619537;7.50225428313796;18.8148353745273;28.8617886178862;16.8090559589919;13.2673090649536;38.422865654967;17.8565924751778;23.2112372338195;11.1656812257613;16.1485380447054
"ES64";6.04113110539846;8.63131935881628;8.86507365471277;5.64242820619537;7.50225428313796;18.8148353745273;28.8617886178862;16.8090559589919;13.2673090649536;38.422865654967;17.8565924751778;23.2112372338195;11.1656812257613;16.1485380447054
"ES7";6.04113110539846;8.63131935881628;8.86507365471277;5.64242820619537;7.50225428313796;18.8148353745273;28.8617886178862;16.8090559589919;13.2673090649536;38.422865654967;17.8565924751778;23.2112372338195;11.1656812257613;16.1485380447054
"ES70";6.04113110539846;8.63131935881628;8.86507365471277;5.64242820619537;7.50225428313796;18.8148353745273;28.8617886178862;16.8090559589919;13.2673090649536;38.422865654967;17.8565924751778;23.2112372338195;11.1656812257613;16.1485380447054
"FI";NA;5.58882235528942;5.93624737545333;4.76077124494168;4.03496973772697;8.23925054047562;10.6382978723404;5.73543015726179;5.93165699548678;16.034359341446;12.3479044614691;6.74308137133416;5.29141104294479;6.70914364509534
"FI1";NA;5.58882235528942;5.93624737545333;4.76077124494168;4.03496973772697;8.23925054047562;10.6382978723404;5.73543015726179;5.93165699548678;16.034359341446;12.3479044614691;6.74308137133416;5.29141104294479;6.70914364509534
"FI19";NA;5.58882235528942;5.93624737545333;4.76077124494168;4.03496973772697;8.23925054047562;10.6382978723404;5.73543015726179;5.93165699548678;16.034359341446;12.3479044614691;6.74308137133416;5.29141104294479;6.70914364509534
"FI1B";NA;5.58882235528942;5.93624737545333;4.76077124494168;4.03496973772697;8.23925054047562;10.6382978723404;5.73543015726179;5.93165699548678;16.034359341446;12.3479044614691;6.74308137133416;5.29141104294479;6.70914364509534
"FI1C";NA;5.58882235528942;5.93624737545333;4.76077124494168;4.03496973772697;8.23925054047562;10.6382978723404;5.73543015726179;5.93165699548678;16.034359341446;12.3479044614691;6.74308137133416;5.29141104294479;6.70914364509534
"FI1D";NA;5.58882235528942;5.93624737545333;4.76077124494168;4.03496973772697;8.23925054047562;10.6382978723404;5.73543015726179;5.93165699548678;16.034359341446;12.3479044614691;6.74308137133416;5.29141104294479;6.70914364509534
"FI2";NA;5.58882235528942;5.93624737545333;4.76077124494168;4.03496973772697;8.23925054047562;10.6382978723404;5.73543015726179;5.93165699548678;16.034359341446;12.3479044614691;6.74308137133416;5.29141104294479;6.70914364509534
"FI20";NA;5.58882235528942;5.93624737545333;4.76077124494168;4.03496973772697;8.23925054047562;10.6382978723404;5.73543015726179;5.93165699548678;16.034359341446;12.3479044614691;6.74308137133416;5.29141104294479;6.70914364509534
"FR";NA;27.7570674122398;27.3827493261456;22.7683830135564;23.8819523269012;27.7047116492112;NA;21.0707160274884;23.5622168002788;26.4150943396226;31.0297076267865;21.4122673533887;26.3567255578236;24.9448618250516
"FR1";NA;27.7570674122398;27.3827493261456;22.7683830135564;23.8819523269012;27.7047116492112;NA;21.0707160274884;23.5622168002788;26.4150943396226;31.0297076267865;21.4122673533887;26.3567255578236;24.9448618250516
"FR10";NA;27.7570674122398;27.3827493261456;22.7683830135564;23.8819523269012;27.7047116492112;NA;21.0707160274884;23.5622168002788;26.4150943396226;31.0297076267865;21.4122673533887;26.3567255578236;24.9448618250516
"FR2";NA;27.7570674122398;27.3827493261456;22.7683830135564;23.8819523269012;27.7047116492112;NA;21.0707160274884;23.5622168002788;26.4150943396226;31.0297076267865;21.4122673533887;26.3567255578236;24.9448618250516
