"unit";"sex";"age";"isced11";"geo";"X2014"
"THS";"F";"Y15-24";"ED0-2";"AT";56.8
"THS";"F";"Y15-24";"ED0-2";"AT1";19.6
"THS";"F";"Y15-24";"ED0-2";"AT11";NA
"THS";"F";"Y15-24";"ED0-2";"AT12";10.7
"THS";"F";"Y15-24";"ED0-2";"AT13";7.9
"THS";"F";"Y15-24";"ED0-2";"AT2";11.2
"THS";"F";"Y15-24";"ED0-2";"AT21";3.4
"THS";"F";"Y15-24";"ED0-2";"AT22";7.8
"THS";"F";"Y15-24";"ED0-2";"AT3";26
"THS";"F";"Y15-24";"ED0-2";"AT31";12.3
"THS";"F";"Y15-24";"ED0-2";"AT32";3.8
"THS";"F";"Y15-24";"ED0-2";"AT33";6.5
"THS";"F";"Y15-24";"ED0-2";"AT34";3.4
"THS";"F";"Y15-24";"ED0-2";"BE";20.2
"THS";"F";"Y15-24";"ED0-2";"BE1";2.4
"THS";"F";"Y15-24";"ED0-2";"BE10";2.4
"THS";"F";"Y15-24";"ED0-2";"BE2";11.3
"THS";"F";"Y15-24";"ED0-2";"BE21";3.2
"THS";"F";"Y15-24";"ED0-2";"BE22";NA
"THS";"F";"Y15-24";"ED0-2";"BE23";2.6
"THS";"F";"Y15-24";"ED0-2";"BE24";NA
"THS";"F";"Y15-24";"ED0-2";"BE25";2.7
"THS";"F";"Y15-24";"ED0-2";"BE3";6.5
"THS";"F";"Y15-24";"ED0-2";"BE31";NA
"THS";"F";"Y15-24";"ED0-2";"BE32";2.5
"THS";"F";"Y15-24";"ED0-2";"BE33";2.3
"THS";"F";"Y15-24";"ED0-2";"BE34";NA
"THS";"F";"Y15-24";"ED0-2";"BE35";NA
"THS";"F";"Y15-24";"ED0-2";"BG";4.1
"THS";"F";"Y15-24";"ED0-2";"BG3";NA
"THS";"F";"Y15-24";"ED0-2";"BG31";NA
"THS";"F";"Y15-24";"ED0-2";"BG32";NA
"THS";"F";"Y15-24";"ED0-2";"BG33";NA
"THS";"F";"Y15-24";"ED0-2";"BG34";NA
"THS";"F";"Y15-24";"ED0-2";"BG4";NA
"THS";"F";"Y15-24";"ED0-2";"BG41";NA
"THS";"F";"Y15-24";"ED0-2";"BG42";NA
"THS";"F";"Y15-24";"ED0-2";"CY";0.8
"THS";"F";"Y15-24";"ED0-2";"CY0";0.8
"THS";"F";"Y15-24";"ED0-2";"CY00";0.8
"THS";"F";"Y15-24";"ED0-2";"CZ";7.5
"THS";"F";"Y15-24";"ED0-2";"CZ0";7.5
"THS";"F";"Y15-24";"ED0-2";"CZ01";NA
"THS";"F";"Y15-24";"ED0-2";"CZ02";0.6
"THS";"F";"Y15-24";"ED0-2";"CZ03";1.1
"THS";"F";"Y15-24";"ED0-2";"CZ04";2
"THS";"F";"Y15-24";"ED0-2";"CZ05";0.5
"THS";"F";"Y15-24";"ED0-2";"CZ06";1.3
"THS";"F";"Y15-24";"ED0-2";"CZ07";0.8
"THS";"F";"Y15-24";"ED0-2";"CZ08";1
"THS";"F";"Y15-24";"ED0-2";"DE";569
"THS";"F";"Y15-24";"ED0-2";"DE1";105.1
"THS";"F";"Y15-24";"ED0-2";"DE11";39.2
"THS";"F";"Y15-24";"ED0-2";"DE12";24.3
"THS";"F";"Y15-24";"ED0-2";"DE13";24.4
"THS";"F";"Y15-24";"ED0-2";"DE14";17.2
"THS";"F";"Y15-24";"ED0-2";"DE2";113.9
"THS";"F";"Y15-24";"ED0-2";"DE21";37.5
"THS";"F";"Y15-24";"ED0-2";"DE22";12.2
"THS";"F";"Y15-24";"ED0-2";"DE23";9.9
"THS";"F";"Y15-24";"ED0-2";"DE24";9.6
"THS";"F";"Y15-24";"ED0-2";"DE25";13.9
"THS";"F";"Y15-24";"ED0-2";"DE26";13.8
"THS";"F";"Y15-24";"ED0-2";"DE27";16.8
"THS";"F";"Y15-24";"ED0-2";"DE3";13.8
"THS";"F";"Y15-24";"ED0-2";"DE30";13.8
"THS";"F";"Y15-24";"ED0-2";"DE4";8
"THS";"F";"Y15-24";"ED0-2";"DE40";8
"THS";"F";"Y15-24";"ED0-2";"DE5";5.4
"THS";"F";"Y15-24";"ED0-2";"DE50";5.4
"THS";"F";"Y15-24";"ED0-2";"DE6";8.4
"THS";"F";"Y15-24";"ED0-2";"DE60";8.4
"THS";"F";"Y15-24";"ED0-2";"DE7";43.9
"THS";"F";"Y15-24";"ED0-2";"DE71";27
"THS";"F";"Y15-24";"ED0-2";"DE72";6.8
"THS";"F";"Y15-24";"ED0-2";"DE73";10.1
"THS";"F";"Y15-24";"ED0-2";"DE8";8
"THS";"F";"Y15-24";"ED0-2";"DE80";8
"THS";"F";"Y15-24";"ED0-2";"DE9";61.4
"THS";"F";"Y15-24";"ED0-2";"DE91";11.3
"THS";"F";"Y15-24";"ED0-2";"DE92";14.9
"THS";"F";"Y15-24";"ED0-2";"DE93";15.3
"THS";"F";"Y15-24";"ED0-2";"DE94";19.9
"THS";"F";"Y15-24";"ED0-2";"DEA";103
"THS";"F";"Y15-24";"ED0-2";"DEA1";26.5
"THS";"F";"Y15-24";"ED0-2";"DEA2";25.7
"THS";"F";"Y15-24";"ED0-2";"DEA3";18.5
"THS";"F";"Y15-24";"ED0-2";"DEA4";11.9
"THS";"F";"Y15-24";"ED0-2";"DEA5";20.3
"THS";"F";"Y15-24";"ED0-2";"DEB";33.8
"THS";"F";"Y15-24";"ED0-2";"DEB1";12.3
"THS";"F";"Y15-24";"ED0-2";"DEB2";5.4
"THS";"F";"Y15-24";"ED0-2";"DEB3";16.1
"THS";"F";"Y15-24";"ED0-2";"DEC";7.3
"THS";"F";"Y15-24";"ED0-2";"DEC0";7.3
"THS";"F";"Y15-24";"ED0-2";"DED";16.8
"THS";"F";"Y15-24";"ED0-2";"DED2";6.4
"THS";"F";"Y15-24";"ED0-2";"DED4";6.4
"THS";"F";"Y15-24";"ED0-2";"DED5";NA
"THS";"F";"Y15-24";"ED0-2";"DEE";9.5
"THS";"F";"Y15-24";"ED0-2";"DEE0";9.5
"THS";"F";"Y15-24";"ED0-2";"DEF";23.5
"THS";"F";"Y15-24";"ED0-2";"DEF0";23.5
"THS";"F";"Y15-24";"ED0-2";"DEG";7.1
"THS";"F";"Y15-24";"ED0-2";"DEG0";7.1
"THS";"F";"Y15-24";"ED0-2";"DK";86.7
"THS";"F";"Y15-24";"ED0-2";"DK0";86.7
"THS";"F";"Y15-24";"ED0-2";"DK01";23.4
"THS";"F";"Y15-24";"ED0-2";"DK02";12.8
"THS";"F";"Y15-24";"ED0-2";"DK03";19.4
"THS";"F";"Y15-24";"ED0-2";"DK04";21.4
"THS";"F";"Y15-24";"ED0-2";"DK05";9.7
"THS";"F";"Y15-24";"ED0-2";"EE";2.9
"THS";"F";"Y15-24";"ED0-2";"EE0";2.9
"THS";"F";"Y15-24";"ED0-2";"EE00";2.9
"THS";"F";"Y15-24";"ED0-2";"EL";6.4
"THS";"F";"Y15-24";"ED0-2";"EL3";NA
"THS";"F";"Y15-24";"ED0-2";"EL30";NA
"THS";"F";"Y15-24";"ED0-2";"EL4";1.8
"THS";"F";"Y15-24";"ED0-2";"EL41";NA
"THS";"F";"Y15-24";"ED0-2";"EL42";NA
"THS";"F";"Y15-24";"ED0-2";"EL43";NA
"THS";"F";"Y15-24";"ED0-2";"EL5";2.1
"THS";"F";"Y15-24";"ED0-2";"EL51";NA
"THS";"F";"Y15-24";"ED0-2";"EL52";NA
"THS";"F";"Y15-24";"ED0-2";"EL53";NA
"THS";"F";"Y15-24";"ED0-2";"EL54";NA
"THS";"F";"Y15-24";"ED0-2";"EL6";1.5
"THS";"F";"Y15-24";"ED0-2";"EL61";NA
"THS";"F";"Y15-24";"ED0-2";"EL62";NA
"THS";"F";"Y15-24";"ED0-2";"EL63";NA
"THS";"F";"Y15-24";"ED0-2";"EL64";NA
"THS";"F";"Y15-24";"ED0-2";"EL65";NA
"THS";"F";"Y15-24";"ED0-2";"ES";112
"THS";"F";"Y15-24";"ED0-2";"ES1";7.5
"THS";"F";"Y15-24";"ED0-2";"ES11";5.9
"THS";"F";"Y15-24";"ED0-2";"ES12";1.2
"THS";"F";"Y15-24";"ED0-2";"ES13";NA
"THS";"F";"Y15-24";"ED0-2";"ES2";6.5
"THS";"F";"Y15-24";"ED0-2";"ES21";1.6
"THS";"F";"Y15-24";"ED0-2";"ES22";1.1
"THS";"F";"Y15-24";"ED0-2";"ES23";NA
"THS";"F";"Y15-24";"ED0-2";"ES24";3.2
"THS";"F";"Y15-24";"ED0-2";"ES3";16.5
"THS";"F";"Y15-24";"ED0-2";"ES30";16.5
"THS";"F";"Y15-24";"ED0-2";"ES4";11.6
"THS";"F";"Y15-24";"ED0-2";"ES41";3.4
"THS";"F";"Y15-24";"ED0-2";"ES42";5.1
"THS";"F";"Y15-24";"ED0-2";"ES43";3.1
"THS";"F";"Y15-24";"ED0-2";"ES5";33.2
"THS";"F";"Y15-24";"ED0-2";"ES51";19.2
"THS";"F";"Y15-24";"ED0-2";"ES52";10.7
"THS";"F";"Y15-24";"ED0-2";"ES53";3.2
"THS";"F";"Y15-24";"ED0-2";"ES6";29.6
"THS";"F";"Y15-24";"ED0-2";"ES61";25.2
"THS";"F";"Y15-24";"ED0-2";"ES62";4.4
"THS";"F";"Y15-24";"ED0-2";"ES63";NA
"THS";"F";"Y15-24";"ED0-2";"ES64";NA
"THS";"F";"Y15-24";"ED0-2";"ES7";7.2
"THS";"F";"Y15-24";"ED0-2";"ES70";7.2
"THS";"F";"Y15-24";"ED0-2";"FI";35.2
"THS";"F";"Y15-24";"ED0-2";"FI1";34.9
"THS";"F";"Y15-24";"ED0-2";"FI19";8.6
"THS";"F";"Y15-24";"ED0-2";"FI1B";11.3
"THS";"F";"Y15-24";"ED0-2";"FI1C";7.4
"THS";"F";"Y15-24";"ED0-2";"FI1D";7.6
"THS";"F";"Y15-24";"ED0-2";"FI2";NA
"THS";"F";"Y15-24";"ED0-2";"FI20";NA
"THS";"F";"Y15-24";"ED0-2";"FR";110.1
"THS";"F";"Y15-24";"ED0-2";"FR1";18.8
"THS";"F";"Y15-24";"ED0-2";"FR10";18.8
"THS";"F";"Y15-24";"ED0-2";"FR2";17.8
"THS";"F";"Y15-24";"ED0-2";"FR21";NA
"THS";"F";"Y15-24";"ED0-2";"FR22";NA
"THS";"F";"Y15-24";"ED0-2";"FR23";NA
"THS";"F";"Y15-24";"ED0-2";"FR24";NA
"THS";"F";"Y15-24";"ED0-2";"FR25";NA
"THS";"F";"Y15-24";"ED0-2";"FR26";NA
"THS";"F";"Y15-24";"ED0-2";"FR3";7.3
"THS";"F";"Y15-24";"ED0-2";"FR30";7.3
"THS";"F";"Y15-24";"ED0-2";"FR4";12.2
"THS";"F";"Y15-24";"ED0-2";"FR41";5.2
"THS";"F";"Y15-24";"ED0-2";"FR42";NA
"THS";"F";"Y15-24";"ED0-2";"FR43";NA
"THS";"F";"Y15-24";"ED0-2";"FR5";9.5
"THS";"F";"Y15-24";"ED0-2";"FR51";5.4
"THS";"F";"Y15-24";"ED0-2";"FR52";NA
"THS";"F";"Y15-24";"ED0-2";"FR53";NA
"THS";"F";"Y15-24";"ED0-2";"FR6";9.4
"THS";"F";"Y15-24";"ED0-2";"FR61";5.1
"THS";"F";"Y15-24";"ED0-2";"FR62";NA
"THS";"F";"Y15-24";"ED0-2";"FR63";NA
"THS";"F";"Y15-24";"ED0-2";"FR7";17.8
"THS";"F";"Y15-24";"ED0-2";"FR71";16
"THS";"F";"Y15-24";"ED0-2";"FR72";NA
"THS";"F";"Y15-24";"ED0-2";"FR8";14.8
"THS";"F";"Y15-24";"ED0-2";"FR81";NA
"THS";"F";"Y15-24";"ED0-2";"FR82";9.7
"THS";"F";"Y15-24";"ED0-2";"FR83";NA
"THS";"F";"Y15-24";"ED0-2";"FRA";2.5
"THS";"F";"Y15-24";"ED0-2";"FRA1";NA
"THS";"F";"Y15-24";"ED0-2";"FRA2";NA
"THS";"F";"Y15-24";"ED0-2";"FRA3";NA
"THS";"F";"Y15-24";"ED0-2";"FRA4";NA
"THS";"F";"Y15-24";"ED0-2";"FRA5";NA
"THS";"F";"Y15-24";"ED0-2";"HR";1.2
"THS";"F";"Y15-24";"ED0-2";"HR0";1.2
"THS";"F";"Y15-24";"ED0-2";"HR03";NA
"THS";"F";"Y15-24";"ED0-2";"HR04";1.1
"THS";"F";"Y15-24";"ED0-2";"HU";11
"THS";"F";"Y15-24";"ED0-2";"HU1";3.2
"THS";"F";"Y15-24";"ED0-2";"HU10";3.2
"THS";"F";"Y15-24";"ED0-2";"HU2";4.5
"THS";"F";"Y15-24";"ED0-2";"HU21";NA
"THS";"F";"Y15-24";"ED0-2";"HU22";NA
"THS";"F";"Y15-24";"ED0-2";"HU23";NA
"THS";"F";"Y15-24";"ED0-2";"HU3";3.3
"THS";"F";"Y15-24";"ED0-2";"HU31";NA
"THS";"F";"Y15-24";"ED0-2";"HU32";NA
"THS";"F";"Y15-24";"ED0-2";"HU33";NA
"THS";"F";"Y15-24";"ED0-2";"IE";6.8
"THS";"F";"Y15-24";"ED0-2";"IE0";6.8
"THS";"F";"Y15-24";"ED0-2";"IE01";NA
"THS";"F";"Y15-24";"ED0-2";"IE02";5
"THS";"F";"Y15-24";"ED0-2";"IT";65.6
"THS";"F";"Y15-24";"ED0-2";"ITC";22.8
"THS";"F";"Y15-24";"ED0-2";"ITC1";4.2
"THS";"F";"Y15-24";"ED0-2";"ITC2";NA
"THS";"F";"Y15-24";"ED0-2";"ITC3";NA
"THS";"F";"Y15-24";"ED0-2";"ITC4";17
"THS";"F";"Y15-24";"ED0-2";"ITF";10.7
"THS";"F";"Y15-24";"ED0-2";"ITF1";NA
"THS";"F";"Y15-24";"ED0-2";"ITF2";NA
"THS";"F";"Y15-24";"ED0-2";"ITF3";6.9
"THS";"F";"Y15-24";"ED0-2";"ITF4";2.3
"THS";"F";"Y15-24";"ED0-2";"ITF5";NA
"THS";"F";"Y15-24";"ED0-2";"ITF6";NA
"THS";"F";"Y15-24";"ED0-2";"ITG";8.2
"THS";"F";"Y15-24";"ED0-2";"ITG1";6.1
"THS";"F";"Y15-24";"ED0-2";"ITG2";2.1
"THS";"F";"Y15-24";"ED0-2";"ITH";12.4
"THS";"F";"Y15-24";"ED0-2";"ITH1";1.6
"THS";"F";"Y15-24";"ED0-2";"ITH2";NA
"THS";"F";"Y15-24";"ED0-2";"ITH3";4.7
"THS";"F";"Y15-24";"ED0-2";"ITH4";NA
"THS";"F";"Y15-24";"ED0-2";"ITH5";4.6
"THS";"F";"Y15-24";"ED0-2";"ITI";11.5
"THS";"F";"Y15-24";"ED0-2";"ITI1";3.2
"THS";"F";"Y15-24";"ED0-2";"ITI2";NA
"THS";"F";"Y15-24";"ED0-2";"ITI3";NA
"THS";"F";"Y15-24";"ED0-2";"ITI4";6.1
"THS";"F";"Y15-24";"ED0-2";"LT";NA
"THS";"F";"Y15-24";"ED0-2";"LT0";NA
"THS";"F";"Y15-24";"ED0-2";"LT00";NA
"THS";"F";"Y15-24";"ED0-2";"LU";1.4
"THS";"F";"Y15-24";"ED0-2";"LU0";1.4
"THS";"F";"Y15-24";"ED0-2";"LU00";1.4
"THS";"F";"Y15-24";"ED0-2";"LV";2.6
"THS";"F";"Y15-24";"ED0-2";"LV0";2.6
"THS";"F";"Y15-24";"ED0-2";"LV00";2.6
"THS";"F";"Y15-24";"ED0-2";"MT";2.6
"THS";"F";"Y15-24";"ED0-2";"MT0";2.6
"THS";"F";"Y15-24";"ED0-2";"MT00";2.6
"THS";"F";"Y15-24";"ED0-2";"NL";223.1
"THS";"F";"Y15-24";"ED0-2";"NL1";22.6
"THS";"F";"Y15-24";"ED0-2";"NL11";6.9
"THS";"F";"Y15-24";"ED0-2";"NL12";9.2
"THS";"F";"Y15-24";"ED0-2";"NL13";6.4
"THS";"F";"Y15-24";"ED0-2";"NL2";52.8
"THS";"F";"Y15-24";"ED0-2";"NL21";15.1
"THS";"F";"Y15-24";"ED0-2";"NL22";31.1
"THS";"F";"Y15-24";"ED0-2";"NL23";6.6
"THS";"F";"Y15-24";"ED0-2";"NL3";99.4
"THS";"F";"Y15-24";"ED0-2";"NL31";17.5
"THS";"F";"Y15-24";"ED0-2";"NL32";32.9
"THS";"F";"Y15-24";"ED0-2";"NL33";43.7
"THS";"F";"Y15-24";"ED0-2";"NL34";5.4
"THS";"F";"Y15-24";"ED0-2";"NL4";48.4
"THS";"F";"Y15-24";"ED0-2";"NL41";35.2
"THS";"F";"Y15-24";"ED0-2";"NL42";13.2
"THS";"F";"Y15-24";"ED0-2";"PL";25.4
"THS";"F";"Y15-24";"ED0-2";"PL1";NA
"THS";"F";"Y15-24";"ED0-2";"PL11";NA
"THS";"F";"Y15-24";"ED0-2";"PL12";NA
"THS";"F";"Y15-24";"ED0-2";"PL2";NA
"THS";"F";"Y15-24";"ED0-2";"PL21";NA
"THS";"F";"Y15-24";"ED0-2";"PL22";NA
"THS";"F";"Y15-24";"ED0-2";"PL3";NA
"THS";"F";"Y15-24";"ED0-2";"PL31";NA
"THS";"F";"Y15-24";"ED0-2";"PL32";NA
"THS";"F";"Y15-24";"ED0-2";"PL33";NA
"THS";"F";"Y15-24";"ED0-2";"PL34";NA
"THS";"F";"Y15-24";"ED0-2";"PL4";5.9
"THS";"F";"Y15-24";"ED0-2";"PL41";NA
"THS";"F";"Y15-24";"ED0-2";"PL42";NA
"THS";"F";"Y15-24";"ED0-2";"PL43";NA
"THS";"F";"Y15-24";"ED0-2";"PL5";NA
"THS";"F";"Y15-24";"ED0-2";"PL51";NA
"THS";"F";"Y15-24";"ED0-2";"PL52";NA
"THS";"F";"Y15-24";"ED0-2";"PL6";5.2
"THS";"F";"Y15-24";"ED0-2";"PL61";NA
"THS";"F";"Y15-24";"ED0-2";"PL62";NA
"THS";"F";"Y15-24";"ED0-2";"PL63";NA
"THS";"F";"Y15-24";"ED0-2";"PT";31.3
"THS";"F";"Y15-24";"ED0-2";"PT1";29.6
"THS";"F";"Y15-24";"ED0-2";"PT11";11.6
"THS";"F";"Y15-24";"ED0-2";"PT15";NA
"THS";"F";"Y15-24";"ED0-2";"PT16";5.4
"THS";"F";"Y15-24";"ED0-2";"PT17";8.7
"THS";"F";"Y15-24";"ED0-2";"PT18";NA
"THS";"F";"Y15-24";"ED0-2";"PT2";NA
"THS";"F";"Y15-24";"ED0-2";"PT20";NA
"THS";"F";"Y15-24";"ED0-2";"PT3";NA
"THS";"F";"Y15-24";"ED0-2";"PT30";NA
"THS";"F";"Y15-24";"ED0-2";"RO";62.5
"THS";"F";"Y15-24";"ED0-2";"RO1";12.5
"THS";"F";"Y15-24";"ED0-2";"RO11";10.3
"THS";"F";"Y15-24";"ED0-2";"RO12";NA
"THS";"F";"Y15-24";"ED0-2";"RO2";28.3
"THS";"F";"Y15-24";"ED0-2";"RO21";22.3
"THS";"F";"Y15-24";"ED0-2";"RO22";NA
"THS";"F";"Y15-24";"ED0-2";"RO3";9.5
"THS";"F";"Y15-24";"ED0-2";"RO31";7.6
"THS";"F";"Y15-24";"ED0-2";"RO32";NA
"THS";"F";"Y15-24";"ED0-2";"RO4";12.3
"THS";"F";"Y15-24";"ED0-2";"RO41";11.2
"THS";"F";"Y15-24";"ED0-2";"RO42";NA
"THS";"F";"Y15-24";"ED0-2";"SE";56.6
"THS";"F";"Y15-24";"ED0-2";"SE1";21.8
"THS";"F";"Y15-24";"ED0-2";"SE11";12.4
"THS";"F";"Y15-24";"ED0-2";"SE12";9.3
"THS";"F";"Y15-24";"ED0-2";"SE2";24.5
"THS";"F";"Y15-24";"ED0-2";"SE21";5
"THS";"F";"Y15-24";"ED0-2";"SE22";7.6
"THS";"F";"Y15-24";"ED0-2";"SE23";11.8
"THS";"F";"Y15-24";"ED0-2";"SE3";10.3
"THS";"F";"Y15-24";"ED0-2";"SE31";4.5
"THS";"F";"Y15-24";"ED0-2";"SE32";2.1
"THS";"F";"Y15-24";"ED0-2";"SE33";3.7
"THS";"F";"Y15-24";"ED0-2";"SI";4
"THS";"F";"Y15-24";"ED0-2";"SI0";4
"THS";"F";"Y15-24";"ED0-2";"SI03";2.1
"THS";"F";"Y15-24";"ED0-2";"SI04";1.9
"THS";"F";"Y15-24";"ED0-2";"SK";2.9
"THS";"F";"Y15-24";"ED0-2";"SK0";2.9
"THS";"F";"Y15-24";"ED0-2";"SK01";NA
"THS";"F";"Y15-24";"ED0-2";"SK02";NA
"THS";"F";"Y15-24";"ED0-2";"SK03";NA
"THS";"F";"Y15-24";"ED0-2";"SK04";NA
"THS";"F";"Y15-24";"ED0-2";"UK";194
"THS";"F";"Y15-24";"ED0-2";"UKC";6.9
"THS";"F";"Y15-24";"ED0-2";"UKC1";4
"THS";"F";"Y15-24";"ED0-2";"UKC2";NA
"THS";"F";"Y15-24";"ED0-2";"UKD";18.5
"THS";"F";"Y15-24";"ED0-2";"UKD1";NA
"THS";"F";"Y15-24";"ED0-2";"UKD3";8.7
"THS";"F";"Y15-24";"ED0-2";"UKD4";NA
"THS";"F";"Y15-24";"ED0-2";"UKD6";NA
"THS";"F";"Y15-24";"ED0-2";"UKD7";NA
"THS";"F";"Y15-24";"ED0-2";"UKE";21.5
"THS";"F";"Y15-24";"ED0-2";"UKE1";NA
"THS";"F";"Y15-24";"ED0-2";"UKE2";NA
"THS";"F";"Y15-24";"ED0-2";"UKE3";7.2
"THS";"F";"Y15-24";"ED0-2";"UKE4";9.8
"THS";"F";"Y15-24";"ED0-2";"UKF";17
"THS";"F";"Y15-24";"ED0-2";"UKF1";7.5
"THS";"F";"Y15-24";"ED0-2";"UKF2";6.2
"THS";"F";"Y15-24";"ED0-2";"UKF3";NA
"THS";"F";"Y15-24";"ED0-2";"UKG";16.8
"THS";"F";"Y15-24";"ED0-2";"UKG1";NA
"THS";"F";"Y15-24";"ED0-2";"UKG2";5.9
"THS";"F";"Y15-24";"ED0-2";"UKG3";7.6
"THS";"F";"Y15-24";"ED0-2";"UKH";22.3
"THS";"F";"Y15-24";"ED0-2";"UKH1";10.7
"THS";"F";"Y15-24";"ED0-2";"UKH2";4.9
"THS";"F";"Y15-24";"ED0-2";"UKH3";6.8
"THS";"F";"Y15-24";"ED0-2";"UKI";16.1
"THS";"F";"Y15-24";"ED0-2";"UKI3";NA
"THS";"F";"Y15-24";"ED0-2";"UKI4";NA
"THS";"F";"Y15-24";"ED0-2";"UKI5";7.8
"THS";"F";"Y15-24";"ED0-2";"UKI6";NA
"THS";"F";"Y15-24";"ED0-2";"UKI7";NA
"THS";"F";"Y15-24";"ED0-2";"UKJ";25
"THS";"F";"Y15-24";"ED0-2";"UKJ1";6.5
"THS";"F";"Y15-24";"ED0-2";"UKJ2";6.4
"THS";"F";"Y15-24";"ED0-2";"UKJ3";4.9
"THS";"F";"Y15-24";"ED0-2";"UKJ4";7.2
"THS";"F";"Y15-24";"ED0-2";"UKK";16.3
"THS";"F";"Y15-24";"ED0-2";"UKK1";8.8
"THS";"F";"Y15-24";"ED0-2";"UKK2";NA
"THS";"F";"Y15-24";"ED0-2";"UKK3";NA
"THS";"F";"Y15-24";"ED0-2";"UKK4";NA
"THS";"F";"Y15-24";"ED0-2";"UKL";10.1
"THS";"F";"Y15-24";"ED0-2";"UKL1";7.7
"THS";"F";"Y15-24";"ED0-2";"UKL2";NA
"THS";"F";"Y15-24";"ED0-2";"UKM";16.7
"THS";"F";"Y15-24";"ED0-2";"UKM2";7.2
"THS";"F";"Y15-24";"ED0-2";"UKM3";6.6
"THS";"F";"Y15-24";"ED0-2";"UKM5";NA
"THS";"F";"Y15-24";"ED0-2";"UKM6";NA
"THS";"F";"Y15-24";"ED0-2";"UKN";6.6
"THS";"F";"Y15-24";"ED0-2";"UKN0";6.6
"THS";"F";"Y15-24";"ED3_4";"AT";131.3
"THS";"F";"Y15-24";"ED3_4";"AT1";51
"THS";"F";"Y15-24";"ED3_4";"AT11";3.1
"THS";"F";"Y15-24";"ED3_4";"AT12";26
"THS";"F";"Y15-24";"ED3_4";"AT13";21.9
"THS";"F";"Y15-24";"ED3_4";"AT2";27.9
"THS";"F";"Y15-24";"ED3_4";"AT21";8.5
"THS";"F";"Y15-24";"ED3_4";"AT22";19.4
"THS";"F";"Y15-24";"ED3_4";"AT3";52.4
"THS";"F";"Y15-24";"ED3_4";"AT31";25.1
"THS";"F";"Y15-24";"ED3_4";"AT32";8
"THS";"F";"Y15-24";"ED3_4";"AT33";12.4
"THS";"F";"Y15-24";"ED3_4";"AT34";6.8
"THS";"F";"Y15-24";"ED3_4";"BE";66.4
"THS";"F";"Y15-24";"ED3_4";"BE1";4.6
"THS";"F";"Y15-24";"ED3_4";"BE10";4.6
"THS";"F";"Y15-24";"ED3_4";"BE2";41.6
"THS";"F";"Y15-24";"ED3_4";"BE21";10.3
"THS";"F";"Y15-24";"ED3_4";"BE22";7.6
"THS";"F";"Y15-24";"ED3_4";"BE23";11
"THS";"F";"Y15-24";"ED3_4";"BE24";6.4
"THS";"F";"Y15-24";"ED3_4";"BE25";6.3
"THS";"F";"Y15-24";"ED3_4";"BE3";20.2
"THS";"F";"Y15-24";"ED3_4";"BE31";2.1
"THS";"F";"Y15-24";"ED3_4";"BE32";7.8
"THS";"F";"Y15-24";"ED3_4";"BE33";5.2
"THS";"F";"Y15-24";"ED3_4";"BE34";NA
"THS";"F";"Y15-24";"ED3_4";"BE35";3.5
"THS";"F";"Y15-24";"ED3_4";"BG";45.9
"THS";"F";"Y15-24";"ED3_4";"BG3";19.6
"THS";"F";"Y15-24";"ED3_4";"BG31";4.6
"THS";"F";"Y15-24";"ED3_4";"BG32";3.8
"THS";"F";"Y15-24";"ED3_4";"BG33";5.9
"THS";"F";"Y15-24";"ED3_4";"BG34";5.2
"THS";"F";"Y15-24";"ED3_4";"BG4";26.3
"THS";"F";"Y15-24";"ED3_4";"BG41";17.1
"THS";"F";"Y15-24";"ED3_4";"BG42";9.3
"THS";"F";"Y15-24";"ED3_4";"CY";4.8
"THS";"F";"Y15-24";"ED3_4";"CY0";4.8
"THS";"F";"Y15-24";"ED3_4";"CY00";4.8
"THS";"F";"Y15-24";"ED3_4";"CZ";90.7
"THS";"F";"Y15-24";"ED3_4";"CZ0";90.7
"THS";"F";"Y15-24";"ED3_4";"CZ01";8.6
"THS";"F";"Y15-24";"ED3_4";"CZ02";11
"THS";"F";"Y15-24";"ED3_4";"CZ03";9.3
"THS";"F";"Y15-24";"ED3_4";"CZ04";8.7
"THS";"F";"Y15-24";"ED3_4";"CZ05";15.9
"THS";"F";"Y15-24";"ED3_4";"CZ06";15.2
"THS";"F";"Y15-24";"ED3_4";"CZ07";11
"THS";"F";"Y15-24";"ED3_4";"CZ08";10.9
"THS";"F";"Y15-24";"ED3_4";"DE";1130.3
"THS";"F";"Y15-24";"ED3_4";"DE1";176.8
"THS";"F";"Y15-24";"ED3_4";"DE11";66.5
"THS";"F";"Y15-24";"ED3_4";"DE12";47.4
"THS";"F";"Y15-24";"ED3_4";"DE13";34.5
"THS";"F";"Y15-24";"ED3_4";"DE14";28.4
"THS";"F";"Y15-24";"ED3_4";"DE2";206.4
"THS";"F";"Y15-24";"ED3_4";"DE21";69.8
"THS";"F";"Y15-24";"ED3_4";"DE22";22.2
"THS";"F";"Y15-24";"ED3_4";"DE23";20.3
"THS";"F";"Y15-24";"ED3_4";"DE24";17
"THS";"F";"Y15-24";"ED3_4";"DE25";25.9
"THS";"F";"Y15-24";"ED3_4";"DE26";20.9
"THS";"F";"Y15-24";"ED3_4";"DE27";30.3
"THS";"F";"Y15-24";"ED3_4";"DE3";45.1
"THS";"F";"Y15-24";"ED3_4";"DE30";45.1
"THS";"F";"Y15-24";"ED3_4";"DE4";19.7
