"age";"unit";"sex";"worktime";"geo";"X2014"
"TOTAL";"THS";"M";"PT";"SE3";58.6
"TOTAL";"THS";"M";"PT";"SE31";26.5
"TOTAL";"THS";"M";"PT";"SE32";12.9
"TOTAL";"THS";"M";"PT";"SE33";19.1
"TOTAL";"THS";"M";"PT";"SI";40.4
"TOTAL";"THS";"M";"PT";"SI0";40.4
"TOTAL";"THS";"M";"PT";"SI03";20.8
"TOTAL";"THS";"M";"PT";"SI04";19.6
"TOTAL";"THS";"M";"PT";"SK";51.2
"TOTAL";"THS";"M";"PT";"SK0";51.2
"TOTAL";"THS";"M";"PT";"SK01";5.2
"TOTAL";"THS";"M";"PT";"SK02";8.4
"TOTAL";"THS";"M";"PT";"SK03";17.2
"TOTAL";"THS";"M";"PT";"SK04";20.4
"TOTAL";"THS";"M";"PT";"UK";2129.4
"TOTAL";"THS";"M";"PT";"UKC";73
"TOTAL";"THS";"M";"PT";"UKC1";32.4
"TOTAL";"THS";"M";"PT";"UKC2";40.6
"TOTAL";"THS";"M";"PT";"UKD";234.9
"TOTAL";"THS";"M";"PT";"UKD1";15.9
"TOTAL";"THS";"M";"PT";"UKD3";95.5
"TOTAL";"THS";"M";"PT";"UKD4";53.4
"TOTAL";"THS";"M";"PT";"UKD6";30.6
"TOTAL";"THS";"M";"PT";"UKD7";39.6
"TOTAL";"THS";"M";"PT";"UKE";183.1
"TOTAL";"THS";"M";"PT";"UKE1";32.2
"TOTAL";"THS";"M";"PT";"UKE2";20.6
"TOTAL";"THS";"M";"PT";"UKE3";46.9
"TOTAL";"THS";"M";"PT";"UKE4";83.4
"TOTAL";"THS";"M";"PT";"UKF";153
"TOTAL";"THS";"M";"PT";"UKF1";67
"TOTAL";"THS";"M";"PT";"UKF2";58.7
"TOTAL";"THS";"M";"PT";"UKF3";27.3
"TOTAL";"THS";"M";"PT";"UKG";182.3
"TOTAL";"THS";"M";"PT";"UKG1";48.3
"TOTAL";"THS";"M";"PT";"UKG2";51.9
"TOTAL";"THS";"M";"PT";"UKG3";82.1
"TOTAL";"THS";"M";"PT";"UKH";182.9
"TOTAL";"THS";"M";"PT";"UKH1";85.4
"TOTAL";"THS";"M";"PT";"UKH2";48.6
"TOTAL";"THS";"M";"PT";"UKH3";49
"TOTAL";"THS";"M";"PT";"UKI";306.7
"TOTAL";"THS";"M";"PT";"UKI3";42.3
"TOTAL";"THS";"M";"PT";"UKI4";95.6
"TOTAL";"THS";"M";"PT";"UKI5";55.4
"TOTAL";"THS";"M";"PT";"UKI6";40.2
"TOTAL";"THS";"M";"PT";"UKI7";73.2
"TOTAL";"THS";"M";"PT";"UKJ";297.2
"TOTAL";"THS";"M";"PT";"UKJ1";72
"TOTAL";"THS";"M";"PT";"UKJ2";104.4
"TOTAL";"THS";"M";"PT";"UKJ3";71.9
"TOTAL";"THS";"M";"PT";"UKJ4";48.8
"TOTAL";"THS";"M";"PT";"UKK";201.2
"TOTAL";"THS";"M";"PT";"UKK1";85.7
"TOTAL";"THS";"M";"PT";"UKK2";45
"TOTAL";"THS";"M";"PT";"UKK3";24.8
"TOTAL";"THS";"M";"PT";"UKK4";45.6
"TOTAL";"THS";"M";"PT";"UKL";102.8
"TOTAL";"THS";"M";"PT";"UKL1";60.3
"TOTAL";"THS";"M";"PT";"UKL2";42.6
"TOTAL";"THS";"M";"PT";"UKM";169.7
"TOTAL";"THS";"M";"PT";"UKM2";71.3
"TOTAL";"THS";"M";"PT";"UKM3";61.7
"TOTAL";"THS";"M";"PT";"UKM5";14.1
"TOTAL";"THS";"M";"PT";"UKM6";22.6
"TOTAL";"THS";"M";"PT";"UKN";42.4
"TOTAL";"THS";"M";"PT";"UKN0";42.4
"TOTAL";"THS";"T";"FT";"AT";2966.2
"TOTAL";"THS";"T";"FT";"AT1";1243.8
"TOTAL";"THS";"T";"FT";"AT11";101.9
"TOTAL";"THS";"T";"FT";"AT12";579.7
"TOTAL";"THS";"T";"FT";"AT13";562.2
"TOTAL";"THS";"T";"FT";"AT2";608.5
"TOTAL";"THS";"T";"FT";"AT21";188.6
"TOTAL";"THS";"T";"FT";"AT22";419.8
"TOTAL";"THS";"T";"FT";"AT3";1113.9
"TOTAL";"THS";"T";"FT";"AT31";520.1
"TOTAL";"THS";"T";"FT";"AT32";193.4
"TOTAL";"THS";"T";"FT";"AT33";263
"TOTAL";"THS";"T";"FT";"AT34";137.5
"TOTAL";"THS";"T";"FT";"BE";3449
"TOTAL";"THS";"T";"FT";"BE1";339.1
"TOTAL";"THS";"T";"FT";"BE10";339.1
"TOTAL";"THS";"T";"FT";"BE2";2098
"TOTAL";"THS";"T";"FT";"BE21";576.9
"TOTAL";"THS";"T";"FT";"BE22";264.7
"TOTAL";"THS";"T";"FT";"BE23";504.7
"TOTAL";"THS";"T";"FT";"BE24";369.3
"TOTAL";"THS";"T";"FT";"BE25";382.4
"TOTAL";"THS";"T";"FT";"BE3";1011.9
"TOTAL";"THS";"T";"FT";"BE31";125.5
"TOTAL";"THS";"T";"FT";"BE32";358.2
"TOTAL";"THS";"T";"FT";"BE33";298.8
"TOTAL";"THS";"T";"FT";"BE34";83.1
"TOTAL";"THS";"T";"FT";"BE35";146.2
"TOTAL";"THS";"T";"FT";"BG";2902.3
"TOTAL";"THS";"T";"FT";"BG3";1358.9
"TOTAL";"THS";"T";"FT";"BG31";272
"TOTAL";"THS";"T";"FT";"BG32";308.6
"TOTAL";"THS";"T";"FT";"BG33";376.7
"TOTAL";"THS";"T";"FT";"BG34";401.6
"TOTAL";"THS";"T";"FT";"BG4";1543.4
"TOTAL";"THS";"T";"FT";"BG41";958.6
"TOTAL";"THS";"T";"FT";"BG42";584.8
"TOTAL";"THS";"T";"FT";"CY";311.4
"TOTAL";"THS";"T";"FT";"CY0";311.4
"TOTAL";"THS";"T";"FT";"CY00";311.4
"TOTAL";"THS";"T";"FT";"CZ";4657.7
"TOTAL";"THS";"T";"FT";"CZ0";4657.7
"TOTAL";"THS";"T";"FT";"CZ01";582.6
"TOTAL";"THS";"T";"FT";"CZ02";600.6
"TOTAL";"THS";"T";"FT";"CZ03";550.2
"TOTAL";"THS";"T";"FT";"CZ04";484.4
"TOTAL";"THS";"T";"FT";"CZ05";659.8
"TOTAL";"THS";"T";"FT";"CZ06";737.7
"TOTAL";"THS";"T";"FT";"CZ07";525.7
"TOTAL";"THS";"T";"FT";"CZ08";516.7
"TOTAL";"THS";"T";"FT";"DE";28855.8
"TOTAL";"THS";"T";"FT";"DE1";3935.5
"TOTAL";"THS";"T";"FT";"DE11";1503.7
"TOTAL";"THS";"T";"FT";"DE12";977.6
"TOTAL";"THS";"T";"FT";"DE13";801.1
"TOTAL";"THS";"T";"FT";"DE14";653.2
"TOTAL";"THS";"T";"FT";"DE2";4864.3
"TOTAL";"THS";"T";"FT";"DE21";1792
"TOTAL";"THS";"T";"FT";"DE22";452.7
"TOTAL";"THS";"T";"FT";"DE23";429.6
"TOTAL";"THS";"T";"FT";"DE24";385
"TOTAL";"THS";"T";"FT";"DE25";643
"TOTAL";"THS";"T";"FT";"DE26";484.5
"TOTAL";"THS";"T";"FT";"DE27";677.4
"TOTAL";"THS";"T";"FT";"DE3";1189.8
"TOTAL";"THS";"T";"FT";"DE30";1189.8
"TOTAL";"THS";"T";"FT";"DE4";927
"TOTAL";"THS";"T";"FT";"DE40";927
"TOTAL";"THS";"T";"FT";"DE5";209.7
"TOTAL";"THS";"T";"FT";"DE50";209.7
"TOTAL";"THS";"T";"FT";"DE6";662.9
"TOTAL";"THS";"T";"FT";"DE60";662.9
"TOTAL";"THS";"T";"FT";"DE7";2133.4
"TOTAL";"THS";"T";"FT";"DE71";1372.5
"TOTAL";"THS";"T";"FT";"DE72";347.9
"TOTAL";"THS";"T";"FT";"DE73";413
"TOTAL";"THS";"T";"FT";"DE8";551.1
"TOTAL";"THS";"T";"FT";"DE80";551.1
"TOTAL";"THS";"T";"FT";"DE9";2706
"TOTAL";"THS";"T";"FT";"DE91";530.4
"TOTAL";"THS";"T";"FT";"DE92";740
"TOTAL";"THS";"T";"FT";"DE93";581.9
"TOTAL";"THS";"T";"FT";"DE94";853.6
"TOTAL";"THS";"T";"FT";"DEA";5924.8
"TOTAL";"THS";"T";"FT";"DEA1";1717.8
"TOTAL";"THS";"T";"FT";"DEA2";1479.9
"TOTAL";"THS";"T";"FT";"DEA3";854.7
"TOTAL";"THS";"T";"FT";"DEA4";693.4
"TOTAL";"THS";"T";"FT";"DEA5";1178.9
"TOTAL";"THS";"T";"FT";"DEB";1412.8
"TOTAL";"THS";"T";"FT";"DEB1";517.1
"TOTAL";"THS";"T";"FT";"DEB2";191.9
"TOTAL";"THS";"T";"FT";"DEB3";703.8
"TOTAL";"THS";"T";"FT";"DEC";334.4
"TOTAL";"THS";"T";"FT";"DEC0";334.4
"TOTAL";"THS";"T";"FT";"DED";1445.5
"TOTAL";"THS";"T";"FT";"DED2";555.5
"TOTAL";"THS";"T";"FT";"DED4";528
"TOTAL";"THS";"T";"FT";"DED5";362.1
"TOTAL";"THS";"T";"FT";"DEE";804.6
"TOTAL";"THS";"T";"FT";"DEE0";804.6
"TOTAL";"THS";"T";"FT";"DEF";948.3
"TOTAL";"THS";"T";"FT";"DEF0";948.3
"TOTAL";"THS";"T";"FT";"DEG";805.5
"TOTAL";"THS";"T";"FT";"DEG0";805.5
"TOTAL";"THS";"T";"FT";"DK";2022.5
"TOTAL";"THS";"T";"FT";"DK0";2022.5
"TOTAL";"THS";"T";"FT";"DK01";656.9
"TOTAL";"THS";"T";"FT";"DK02";291.7
"TOTAL";"THS";"T";"FT";"DK03";409.2
"TOTAL";"THS";"T";"FT";"DK04";454.6
"TOTAL";"THS";"T";"FT";"DK05";210.1
"TOTAL";"THS";"T";"FT";"EE";565
"TOTAL";"THS";"T";"FT";"EE0";565
"TOTAL";"THS";"T";"FT";"EE00";565
"TOTAL";"THS";"T";"FT";"EL";3200.6
"TOTAL";"THS";"T";"FT";"EL3";1183.3
"TOTAL";"THS";"T";"FT";"EL30";1183.3
"TOTAL";"THS";"T";"FT";"EL4";369.2
"TOTAL";"THS";"T";"FT";"EL41";59.1
"TOTAL";"THS";"T";"FT";"EL42";117.5
"TOTAL";"THS";"T";"FT";"EL43";192.5
"TOTAL";"THS";"T";"FT";"EL5";867.6
"TOTAL";"THS";"T";"FT";"EL51";181
"TOTAL";"THS";"T";"FT";"EL52";514.9
"TOTAL";"THS";"T";"FT";"EL53";75.1
"TOTAL";"THS";"T";"FT";"EL54";96.6
"TOTAL";"THS";"T";"FT";"EL6";780.5
"TOTAL";"THS";"T";"FT";"EL61";197.8
"TOTAL";"THS";"T";"FT";"EL62";67.2
"TOTAL";"THS";"T";"FT";"EL63";186
"TOTAL";"THS";"T";"FT";"EL64";160
"TOTAL";"THS";"T";"FT";"EL65";169.6
"TOTAL";"THS";"T";"FT";"ES";14585.4
"TOTAL";"THS";"T";"FT";"ES1";1377.9
"TOTAL";"THS";"T";"FT";"ES11";855.8
"TOTAL";"THS";"T";"FT";"ES12";327.7
"TOTAL";"THS";"T";"FT";"ES13";194.4
"TOTAL";"THS";"T";"FT";"ES2";1478.2
"TOTAL";"THS";"T";"FT";"ES21";714.2
"TOTAL";"THS";"T";"FT";"ES22";215.9
"TOTAL";"THS";"T";"FT";"ES23";106.9
"TOTAL";"THS";"T";"FT";"ES24";441.1
"TOTAL";"THS";"T";"FT";"ES3";2342
"TOTAL";"THS";"T";"FT";"ES30";2342
"TOTAL";"THS";"T";"FT";"ES4";1687.2
"TOTAL";"THS";"T";"FT";"ES41";774.6
"TOTAL";"THS";"T";"FT";"ES42";613
"TOTAL";"THS";"T";"FT";"ES43";299.6
"TOTAL";"THS";"T";"FT";"ES5";4438.8
"TOTAL";"THS";"T";"FT";"ES51";2567.9
"TOTAL";"THS";"T";"FT";"ES52";1456.1
"TOTAL";"THS";"T";"FT";"ES53";414.8
"TOTAL";"THS";"T";"FT";"ES6";2645.1
"TOTAL";"THS";"T";"FT";"ES61";2163.2
"TOTAL";"THS";"T";"FT";"ES62";438.1
"TOTAL";"THS";"T";"FT";"ES63";23.5
"TOTAL";"THS";"T";"FT";"ES64";20.3
"TOTAL";"THS";"T";"FT";"ES7";616.4
"TOTAL";"THS";"T";"FT";"ES70";616.4
"TOTAL";"THS";"T";"FT";"FI";2068.2
"TOTAL";"THS";"T";"FT";"FI1";2055.4
"TOTAL";"THS";"T";"FT";"FI19";504
"TOTAL";"THS";"T";"FT";"FI1B";679.6
"TOTAL";"THS";"T";"FT";"FI1C";417
"TOTAL";"THS";"T";"FT";"FI1D";454.8
"TOTAL";"THS";"T";"FT";"FI2";12.8
"TOTAL";"THS";"T";"FT";"FI20";12.8
"TOTAL";"THS";"T";"FT";"FR";21423.9
"TOTAL";"THS";"T";"FT";"FR1";4435.8
"TOTAL";"THS";"T";"FT";"FR10";4435.8
"TOTAL";"THS";"T";"FT";"FR2";3424.1
"TOTAL";"THS";"T";"FT";"FR21";409.4
"TOTAL";"THS";"T";"FT";"FR22";609.8
"TOTAL";"THS";"T";"FT";"FR23";581.8
"TOTAL";"THS";"T";"FT";"FR24";823.3
"TOTAL";"THS";"T";"FT";"FR25";480.7
"TOTAL";"THS";"T";"FT";"FR26";519.2
"TOTAL";"THS";"T";"FT";"FR3";1205.5
"TOTAL";"THS";"T";"FT";"FR30";1205.5
"TOTAL";"THS";"T";"FT";"FR4";1738.1
"TOTAL";"THS";"T";"FT";"FR41";716.8
"TOTAL";"THS";"T";"FT";"FR42";644.1
"TOTAL";"THS";"T";"FT";"FR43";377.3
"TOTAL";"THS";"T";"FT";"FR5";2841.1
"TOTAL";"THS";"T";"FT";"FR51";1208.6
"TOTAL";"THS";"T";"FT";"FR52";1071.1
"TOTAL";"THS";"T";"FT";"FR53";561.5
"TOTAL";"THS";"T";"FT";"FR6";2310.9
"TOTAL";"THS";"T";"FT";"FR61";1075.7
"TOTAL";"THS";"T";"FT";"FR62";997.7
"TOTAL";"THS";"T";"FT";"FR63";237.5
"TOTAL";"THS";"T";"FT";"FR7";2571.1
"TOTAL";"THS";"T";"FT";"FR71";2142.3
"TOTAL";"THS";"T";"FT";"FR72";428.8
"TOTAL";"THS";"T";"FT";"FR8";2416.4
"TOTAL";"THS";"T";"FT";"FR81";771.9
"TOTAL";"THS";"T";"FT";"FR82";1593.6
"TOTAL";"THS";"T";"FT";"FR83";50.8
"TOTAL";"THS";"T";"FT";"FRA";480.8
"TOTAL";"THS";"T";"FT";"FRA1";97.4
"TOTAL";"THS";"T";"FT";"FRA2";100.7
"TOTAL";"THS";"T";"FT";"FRA3";52.3
"TOTAL";"THS";"T";"FT";"FRA4";196.2
"TOTAL";"THS";"T";"FT";"FRA5";34.3
"TOTAL";"THS";"T";"FT";"HR";1468.7
"TOTAL";"THS";"T";"FT";"HR0";1468.7
"TOTAL";"THS";"T";"FT";"HR03";488.3
"TOTAL";"THS";"T";"FT";"HR04";980.3
"TOTAL";"THS";"T";"FT";"HU";3823.5
"TOTAL";"THS";"T";"FT";"HU1";1225.2
"TOTAL";"THS";"T";"FT";"HU10";1225.2
"TOTAL";"THS";"T";"FT";"HU2";1194.3
"TOTAL";"THS";"T";"FT";"HU21";447.3
"TOTAL";"THS";"T";"FT";"HU22";419.5
"TOTAL";"THS";"T";"FT";"HU23";327.6
"TOTAL";"THS";"T";"FT";"HU3";1404
"TOTAL";"THS";"T";"FT";"HU31";405.7
"TOTAL";"THS";"T";"FT";"HU32";530.7
"TOTAL";"THS";"T";"FT";"HU33";467.6
"TOTAL";"THS";"T";"FT";"IE";1464
"TOTAL";"THS";"T";"FT";"IE0";1464
"TOTAL";"THS";"T";"FT";"IE01";355.7
"TOTAL";"THS";"T";"FT";"IE02";1108.3
"TOTAL";"THS";"T";"FT";"IT";18187.9
"TOTAL";"THS";"T";"FT";"ITC";5431.4
"TOTAL";"THS";"T";"FT";"ITC1";1451.8
"TOTAL";"THS";"T";"FT";"ITC2";45.9
"TOTAL";"THS";"T";"FT";"ITC3";475.6
"TOTAL";"THS";"T";"FT";"ITC4";3458
"TOTAL";"THS";"T";"FT";"ITF";3338.3
"TOTAL";"THS";"T";"FT";"ITF1";397.2
"TOTAL";"THS";"T";"FT";"ITF2";83.6
"TOTAL";"THS";"T";"FT";"ITF3";1316.8
"TOTAL";"THS";"T";"FT";"ITF4";960.9
"TOTAL";"THS";"T";"FT";"ITF5";154
"TOTAL";"THS";"T";"FT";"ITF6";425.7
"TOTAL";"THS";"T";"FT";"ITG";1499.3
"TOTAL";"THS";"T";"FT";"ITG1";1064.5
"TOTAL";"THS";"T";"FT";"ITG2";434.8
"TOTAL";"THS";"T";"FT";"ITH";4030.6
"TOTAL";"THS";"T";"FT";"ITH1";187.5
"TOTAL";"THS";"T";"FT";"ITH2";182.1
"TOTAL";"THS";"T";"FT";"ITH3";1688.3
"TOTAL";"THS";"T";"FT";"ITH4";403.6
"TOTAL";"THS";"T";"FT";"ITH5";1569.2
"TOTAL";"THS";"T";"FT";"ITI";3888.3
"TOTAL";"THS";"T";"FT";"ITI1";1261.5
"TOTAL";"THS";"T";"FT";"ITI2";281.7
"TOTAL";"THS";"T";"FT";"ITI3";505.5
"TOTAL";"THS";"T";"FT";"ITI4";1839.6
"TOTAL";"THS";"T";"FT";"LT";1198.8
"TOTAL";"THS";"T";"FT";"LT0";1198.8
"TOTAL";"THS";"T";"FT";"LT00";1198.8
"TOTAL";"THS";"T";"FT";"LU";198.1
"TOTAL";"THS";"T";"FT";"LU0";198.1
"TOTAL";"THS";"T";"FT";"LU00";198.1
"TOTAL";"THS";"T";"FT";"LV";818
"TOTAL";"THS";"T";"FT";"LV0";818
"TOTAL";"THS";"T";"FT";"LV00";818
"TOTAL";"THS";"T";"FT";"MT";151.6
"TOTAL";"THS";"T";"FT";"MT0";151.6
"TOTAL";"THS";"T";"FT";"MT00";151.6
"TOTAL";"THS";"T";"FT";"NL";4083.4
"TOTAL";"THS";"T";"FT";"NL1";368.8
"TOTAL";"THS";"T";"FT";"NL11";120.5
"TOTAL";"THS";"T";"FT";"NL12";141.7
"TOTAL";"THS";"T";"FT";"NL13";106.6
"TOTAL";"THS";"T";"FT";"NL2";832.3
"TOTAL";"THS";"T";"FT";"NL21";265.7
"TOTAL";"THS";"T";"FT";"NL22";466.4
"TOTAL";"THS";"T";"FT";"NL23";100.3
"TOTAL";"THS";"T";"FT";"NL3";1992.9
"TOTAL";"THS";"T";"FT";"NL31";314.1
"TOTAL";"THS";"T";"FT";"NL32";693.9
"TOTAL";"THS";"T";"FT";"NL33";892.9
"TOTAL";"THS";"T";"FT";"NL34";92
"TOTAL";"THS";"T";"FT";"NL4";889.3
"TOTAL";"THS";"T";"FT";"NL41";628.4
"TOTAL";"THS";"T";"FT";"NL42";260.9
"TOTAL";"THS";"T";"FT";"PL";14627.6
"TOTAL";"THS";"T";"FT";"PL1";3609.6
"TOTAL";"THS";"T";"FT";"PL11";1187.2
"TOTAL";"THS";"T";"FT";"PL12";2422.4
"TOTAL";"THS";"T";"FT";"PL2";2898.3
"TOTAL";"THS";"T";"FT";"PL21";1201.1
"TOTAL";"THS";"T";"FT";"PL22";1697.2
"TOTAL";"THS";"T";"FT";"PL3";2552.6
"TOTAL";"THS";"T";"FT";"PL31";886.5
"TOTAL";"THS";"T";"FT";"PL32";692.7
"TOTAL";"THS";"T";"FT";"PL33";537.1
"TOTAL";"THS";"T";"FT";"PL34";436.3
"TOTAL";"THS";"T";"FT";"PL4";2150.6
"TOTAL";"THS";"T";"FT";"PL41";1242.3
"TOTAL";"THS";"T";"FT";"PL42";532.4
"TOTAL";"THS";"T";"FT";"PL43";375.9
"TOTAL";"THS";"T";"FT";"PL5";1358.3
"TOTAL";"THS";"T";"FT";"PL51";1019.3
"TOTAL";"THS";"T";"FT";"PL52";338.9
"TOTAL";"THS";"T";"FT";"PL6";2058.2
"TOTAL";"THS";"T";"FT";"PL61";722.7
"TOTAL";"THS";"T";"FT";"PL62";501.2
"TOTAL";"THS";"T";"FT";"PL63";834.4
"TOTAL";"THS";"T";"FT";"PT";3910.8
"TOTAL";"THS";"T";"FT";"PT1";3731.1
"TOTAL";"THS";"T";"FT";"PT11";1365.9
"TOTAL";"THS";"T";"FT";"PT15";170.8
"TOTAL";"THS";"T";"FT";"PT16";867.1
"TOTAL";"THS";"T";"FT";"PT17";1051.8
"TOTAL";"THS";"T";"FT";"PT18";275.5
"TOTAL";"THS";"T";"FT";"PT2";88
"TOTAL";"THS";"T";"FT";"PT20";88
"TOTAL";"THS";"T";"FT";"PT3";91.7
"TOTAL";"THS";"T";"FT";"PT30";91.7
"TOTAL";"THS";"T";"FT";"RO";7754.2
"TOTAL";"THS";"T";"FT";"RO1";1894.5
"TOTAL";"THS";"T";"FT";"RO11";1066.5
"TOTAL";"THS";"T";"FT";"RO12";828.1
"TOTAL";"THS";"T";"FT";"RO2";2101.7
"TOTAL";"THS";"T";"FT";"RO21";1281.5
"TOTAL";"THS";"T";"FT";"RO22";820.1
"TOTAL";"THS";"T";"FT";"RO3";2124.1
"TOTAL";"THS";"T";"FT";"RO31";1086.6
"TOTAL";"THS";"T";"FT";"RO32";1037.5
"TOTAL";"THS";"T";"FT";"RO4";1633.9
"TOTAL";"THS";"T";"FT";"RO41";892.1
"TOTAL";"THS";"T";"FT";"RO42";741.8
"TOTAL";"THS";"T";"FT";"SE";3521.9
"TOTAL";"THS";"T";"FT";"SE1";1449.9
"TOTAL";"THS";"T";"FT";"SE11";880.6
"TOTAL";"THS";"T";"FT";"SE12";569.3
"TOTAL";"THS";"T";"FT";"SE2";1474.2
"TOTAL";"THS";"T";"FT";"SE21";283.5
"TOTAL";"THS";"T";"FT";"SE22";486.4
"TOTAL";"THS";"T";"FT";"SE23";704.4
"TOTAL";"THS";"T";"FT";"SE3";597.9
"TOTAL";"THS";"T";"FT";"SE31";285.5
"TOTAL";"THS";"T";"FT";"SE32";129.6
"TOTAL";"THS";"T";"FT";"SE33";182.7
"TOTAL";"THS";"T";"FT";"SI";814.1
"TOTAL";"THS";"T";"FT";"SI0";814.1
"TOTAL";"THS";"T";"FT";"SI03";429.7
"TOTAL";"THS";"T";"FT";"SI04";384.4
"TOTAL";"THS";"T";"FT";"SK";2239.3
"TOTAL";"THS";"T";"FT";"SK0";2239.3
"TOTAL";"THS";"T";"FT";"SK01";299.3
"TOTAL";"THS";"T";"FT";"SK02";808
"TOTAL";"THS";"T";"FT";"SK03";531.2
"TOTAL";"THS";"T";"FT";"SK04";600.8
"TOTAL";"THS";"T";"FT";"UK";22386.7
"TOTAL";"THS";"T";"FT";"UKC";854
"TOTAL";"THS";"T";"FT";"UKC1";375.2
"TOTAL";"THS";"T";"FT";"UKC2";478.8
"TOTAL";"THS";"T";"FT";"UKD";2398
"TOTAL";"THS";"T";"FT";"UKD1";166.9
"TOTAL";"THS";"T";"FT";"UKD3";946.5
"TOTAL";"THS";"T";"FT";"UKD4";474.6
"TOTAL";"THS";"T";"FT";"UKD6";329.2
"TOTAL";"THS";"T";"FT";"UKD7";480.6
"TOTAL";"THS";"T";"FT";"UKE";1775.6
"TOTAL";"THS";"T";"FT";"UKE1";293.8
"TOTAL";"THS";"T";"FT";"UKE2";276.1
"TOTAL";"THS";"T";"FT";"UKE3";465.1
"TOTAL";"THS";"T";"FT";"UKE4";740.6
"TOTAL";"THS";"T";"FT";"UKF";1606.5
"TOTAL";"THS";"T";"FT";"UKF1";709.9
"TOTAL";"THS";"T";"FT";"UKF2";629.5
"TOTAL";"THS";"T";"FT";"UKF3";267.1
"TOTAL";"THS";"T";"FT";"UKG";1873.5
"TOTAL";"THS";"T";"FT";"UKG1";461.5
"TOTAL";"THS";"T";"FT";"UKG2";539.4
"TOTAL";"THS";"T";"FT";"UKG3";872.6
"TOTAL";"THS";"T";"FT";"UKH";2137.5
"TOTAL";"THS";"T";"FT";"UKH1";857.2
"TOTAL";"THS";"T";"FT";"UKH2";682.4
"TOTAL";"THS";"T";"FT";"UKH3";597.9
"TOTAL";"THS";"T";"FT";"UKI";3315.6
"TOTAL";"THS";"T";"FT";"UKI3";471.3
"TOTAL";"THS";"T";"FT";"UKI4";918.7
"TOTAL";"THS";"T";"FT";"UKI5";642
"TOTAL";"THS";"T";"FT";"UKI6";507.4
"TOTAL";"THS";"T";"FT";"UKI7";776.3
"TOTAL";"THS";"T";"FT";"UKJ";3159.2
"TOTAL";"THS";"T";"FT";"UKJ1";902.3
"TOTAL";"THS";"T";"FT";"UKJ2";965.5
"TOTAL";"THS";"T";"FT";"UKJ3";687.6
"TOTAL";"THS";"T";"FT";"UKJ4";603.8
"TOTAL";"THS";"T";"FT";"UKK";1806.5
"TOTAL";"THS";"T";"FT";"UKK1";843.8
"TOTAL";"THS";"T";"FT";"UKK2";439.2
"TOTAL";"THS";"T";"FT";"UKK3";170.8
"TOTAL";"THS";"T";"FT";"UKK4";352.6
"TOTAL";"THS";"T";"FT";"UKL";983.5
"TOTAL";"THS";"T";"FT";"UKL1";605.5
"TOTAL";"THS";"T";"FT";"UKL2";378
"TOTAL";"THS";"T";"FT";"UKM";1860.4
"TOTAL";"THS";"T";"FT";"UKM2";719.9
"TOTAL";"THS";"T";"FT";"UKM3";730.2
"TOTAL";"THS";"T";"FT";"UKM5";205.3
"TOTAL";"THS";"T";"FT";"UKM6";205
"TOTAL";"THS";"T";"FT";"UKN";616.4
"TOTAL";"THS";"T";"FT";"UKN0";616.4
"TOTAL";"THS";"T";"PT";"AT";1146.5
"TOTAL";"THS";"T";"PT";"AT1";472.6
"TOTAL";"THS";"T";"PT";"AT11";31.8
"TOTAL";"THS";"T";"PT";"AT12";210.8
"TOTAL";"THS";"T";"PT";"AT13";230
"TOTAL";"THS";"T";"PT";"AT2";231.9
"TOTAL";"THS";"T";"PT";"AT21";68.1
"TOTAL";"THS";"T";"PT";"AT22";163.7
"TOTAL";"THS";"T";"PT";"AT3";442
"TOTAL";"THS";"T";"PT";"AT31";207.6
"TOTAL";"THS";"T";"PT";"AT32";74.8
"TOTAL";"THS";"T";"PT";"AT33";106
"TOTAL";"THS";"T";"PT";"AT34";53.6
"TOTAL";"THS";"T";"PT";"BE";1094.6
"TOTAL";"THS";"T";"PT";"BE1";91
"TOTAL";"THS";"T";"PT";"BE10";91
"TOTAL";"THS";"T";"PT";"BE2";683.3
"TOTAL";"THS";"T";"PT";"BE21";179.4
"TOTAL";"THS";"T";"PT";"BE22";102.7
"TOTAL";"THS";"T";"PT";"BE23";153.5
"TOTAL";"THS";"T";"PT";"BE24";119.6
"TOTAL";"THS";"T";"PT";"BE25";128.1
"TOTAL";"THS";"T";"PT";"BE3";320.3
"TOTAL";"THS";"T";"PT";"BE31";36.5
"TOTAL";"THS";"T";"PT";"BE32";102.4
"TOTAL";"THS";"T";"PT";"BE33";102
"TOTAL";"THS";"T";"PT";"BE34";30.8
"TOTAL";"THS";"T";"PT";"BE35";48.7
"TOTAL";"THS";"T";"PT";"BG";79.1
"TOTAL";"THS";"T";"PT";"BG3";38
"TOTAL";"THS";"T";"PT";"BG31";7.7
"TOTAL";"THS";"T";"PT";"BG32";10.3
"TOTAL";"THS";"T";"PT";"BG33";12.4
"TOTAL";"THS";"T";"PT";"BG34";7.6
"TOTAL";"THS";"T";"PT";"BG4";41.2
"TOTAL";"THS";"T";"PT";"BG41";22.7
"TOTAL";"THS";"T";"PT";"BG42";18.5
"TOTAL";"THS";"T";"PT";"CY";51.3
"TOTAL";"THS";"T";"PT";"CY0";51.3
"TOTAL";"THS";"T";"PT";"CY00";51.3
"TOTAL";"THS";"T";"PT";"CZ";316.4
"TOTAL";"THS";"T";"PT";"CZ0";316.4
"TOTAL";"THS";"T";"PT";"CZ01";65.4
