"age";"unit";"sex";"worktime";"geo";"X2014"
"TOTAL";"THS";"F";"PT";"DK";457.4
"TOTAL";"THS";"F";"PT";"DK0";457.4
"TOTAL";"THS";"F";"PT";"DK01";146.9
"TOTAL";"THS";"F";"PT";"DK02";59.1
"TOTAL";"THS";"F";"PT";"DK03";97
"TOTAL";"THS";"F";"PT";"DK04";109.4
"TOTAL";"THS";"F";"PT";"DK05";44.9
"TOTAL";"THS";"F";"PT";"EE";39
"TOTAL";"THS";"F";"PT";"EE0";39
"TOTAL";"THS";"F";"PT";"EE00";39
"TOTAL";"THS";"F";"PT";"EL";195.8
"TOTAL";"THS";"F";"PT";"EL3";79.2
"TOTAL";"THS";"F";"PT";"EL30";79.2
"TOTAL";"THS";"F";"PT";"EL4";16.5
"TOTAL";"THS";"F";"PT";"EL41";1.9
"TOTAL";"THS";"F";"PT";"EL42";3.1
"TOTAL";"THS";"F";"PT";"EL43";11.4
"TOTAL";"THS";"F";"PT";"EL5";48.7
"TOTAL";"THS";"F";"PT";"EL51";7.8
"TOTAL";"THS";"F";"PT";"EL52";30.8
"TOTAL";"THS";"F";"PT";"EL53";5
"TOTAL";"THS";"F";"PT";"EL54";5
"TOTAL";"THS";"F";"PT";"EL6";51.5
"TOTAL";"THS";"F";"PT";"EL61";22.6
"TOTAL";"THS";"F";"PT";"EL62";1.9
"TOTAL";"THS";"F";"PT";"EL63";7.1
"TOTAL";"THS";"F";"PT";"EL64";8.2
"TOTAL";"THS";"F";"PT";"EL65";11.6
"TOTAL";"THS";"F";"PT";"ES";2021.6
"TOTAL";"THS";"F";"PT";"ES1";169.2
"TOTAL";"THS";"F";"PT";"ES11";107
"TOTAL";"THS";"F";"PT";"ES12";37.9
"TOTAL";"THS";"F";"PT";"ES13";24.3
"TOTAL";"THS";"F";"PT";"ES2";238.6
"TOTAL";"THS";"F";"PT";"ES21";124.7
"TOTAL";"THS";"F";"PT";"ES22";37.7
"TOTAL";"THS";"F";"PT";"ES23";16.4
"TOTAL";"THS";"F";"PT";"ES24";59.9
"TOTAL";"THS";"F";"PT";"ES3";269.9
"TOTAL";"THS";"F";"PT";"ES30";269.9
"TOTAL";"THS";"F";"PT";"ES4";225.8
"TOTAL";"THS";"F";"PT";"ES41";112.4
"TOTAL";"THS";"F";"PT";"ES42";73.3
"TOTAL";"THS";"F";"PT";"ES43";40.2
"TOTAL";"THS";"F";"PT";"ES5";634.1
"TOTAL";"THS";"F";"PT";"ES51";337.4
"TOTAL";"THS";"F";"PT";"ES52";246.9
"TOTAL";"THS";"F";"PT";"ES53";49.8
"TOTAL";"THS";"F";"PT";"ES6";406.1
"TOTAL";"THS";"F";"PT";"ES61";337.8
"TOTAL";"THS";"F";"PT";"ES62";64.6
"TOTAL";"THS";"F";"PT";"ES63";1.6
"TOTAL";"THS";"F";"PT";"ES64";2.1
"TOTAL";"THS";"F";"PT";"ES7";77.8
"TOTAL";"THS";"F";"PT";"ES70";77.8
"TOTAL";"THS";"F";"PT";"FI";240.6
"TOTAL";"THS";"F";"PT";"FI1";238.6
"TOTAL";"THS";"F";"PT";"FI19";62.9
"TOTAL";"THS";"F";"PT";"FI1B";73.6
"TOTAL";"THS";"F";"PT";"FI1C";49.3
"TOTAL";"THS";"F";"PT";"FI1D";52.9
"TOTAL";"THS";"F";"PT";"FI2";NA
"TOTAL";"THS";"F";"PT";"FI20";NA
"TOTAL";"THS";"F";"PT";"FR";3923.8
"TOTAL";"THS";"F";"PT";"FR1";593.8
"TOTAL";"THS";"F";"PT";"FR10";593.8
"TOTAL";"THS";"F";"PT";"FR2";620.3
"TOTAL";"THS";"F";"PT";"FR21";81
"TOTAL";"THS";"F";"PT";"FR22";104.5
"TOTAL";"THS";"F";"PT";"FR23";105.9
"TOTAL";"THS";"F";"PT";"FR24";149.3
"TOTAL";"THS";"F";"PT";"FR25";91.6
"TOTAL";"THS";"F";"PT";"FR26";88
"TOTAL";"THS";"F";"PT";"FR3";230.6
"TOTAL";"THS";"F";"PT";"FR30";230.6
"TOTAL";"THS";"F";"PT";"FR4";345.6
"TOTAL";"THS";"F";"PT";"FR41";151.9
"TOTAL";"THS";"F";"PT";"FR42";121.4
"TOTAL";"THS";"F";"PT";"FR43";72.3
"TOTAL";"THS";"F";"PT";"FR5";581.6
"TOTAL";"THS";"F";"PT";"FR51";255.5
"TOTAL";"THS";"F";"PT";"FR52";223.9
"TOTAL";"THS";"F";"PT";"FR53";102.3
"TOTAL";"THS";"F";"PT";"FR6";434.5
"TOTAL";"THS";"F";"PT";"FR61";210.4
"TOTAL";"THS";"F";"PT";"FR62";182.2
"TOTAL";"THS";"F";"PT";"FR63";41.8
"TOTAL";"THS";"F";"PT";"FR7";524.8
"TOTAL";"THS";"F";"PT";"FR71";447.3
"TOTAL";"THS";"F";"PT";"FR72";77.5
"TOTAL";"THS";"F";"PT";"FR8";502.4
"TOTAL";"THS";"F";"PT";"FR81";178.5
"TOTAL";"THS";"F";"PT";"FR82";314.8
"TOTAL";"THS";"F";"PT";"FR83";9.1
"TOTAL";"THS";"F";"PT";"FRA";90.2
"TOTAL";"THS";"F";"PT";"FRA1";16.9
"TOTAL";"THS";"F";"PT";"FRA2";18
"TOTAL";"THS";"F";"PT";"FRA3";6.8
"TOTAL";"THS";"F";"PT";"FRA4";44.1
"TOTAL";"THS";"F";"PT";"FRA5";4.3
"TOTAL";"THS";"F";"PT";"HR";55.6
"TOTAL";"THS";"F";"PT";"HR0";55.6
"TOTAL";"THS";"F";"PT";"HR03";14.6
"TOTAL";"THS";"F";"PT";"HR04";41
"TOTAL";"THS";"F";"PT";"HU";162.3
"TOTAL";"THS";"F";"PT";"HU1";54.6
"TOTAL";"THS";"F";"PT";"HU10";54.6
"TOTAL";"THS";"F";"PT";"HU2";43.6
"TOTAL";"THS";"F";"PT";"HU21";12.1
"TOTAL";"THS";"F";"PT";"HU22";13.4
"TOTAL";"THS";"F";"PT";"HU23";18.1
"TOTAL";"THS";"F";"PT";"HU3";64.1
"TOTAL";"THS";"F";"PT";"HU31";14.3
"TOTAL";"THS";"F";"PT";"HU32";24.8
"TOTAL";"THS";"F";"PT";"HU33";25
"TOTAL";"THS";"F";"PT";"IE";306.2
"TOTAL";"THS";"F";"PT";"IE0";306.2
"TOTAL";"THS";"F";"PT";"IE01";80.8
"TOTAL";"THS";"F";"PT";"IE02";225.4
"TOTAL";"THS";"F";"PT";"IT";3008
"TOTAL";"THS";"F";"PT";"ITC";945.7
"TOTAL";"THS";"F";"PT";"ITC1";245.7
"TOTAL";"THS";"F";"PT";"ITC2";7.1
"TOTAL";"THS";"F";"PT";"ITC3";93.6
"TOTAL";"THS";"F";"PT";"ITC4";599.3
"TOTAL";"THS";"F";"PT";"ITF";416.8
"TOTAL";"THS";"F";"PT";"ITF1";59.4
"TOTAL";"THS";"F";"PT";"ITF2";11.8
"TOTAL";"THS";"F";"PT";"ITF3";152.2
"TOTAL";"THS";"F";"PT";"ITF4";119.5
"TOTAL";"THS";"F";"PT";"ITF5";18.2
"TOTAL";"THS";"F";"PT";"ITF6";55.8
"TOTAL";"THS";"F";"PT";"ITG";240.2
"TOTAL";"THS";"F";"PT";"ITG1";156.5
"TOTAL";"THS";"F";"PT";"ITG2";83.7
"TOTAL";"THS";"F";"PT";"ITH";724
"TOTAL";"THS";"F";"PT";"ITH1";48
"TOTAL";"THS";"F";"PT";"ITH2";41.4
"TOTAL";"THS";"F";"PT";"ITH3";301.1
"TOTAL";"THS";"F";"PT";"ITH4";75.1
"TOTAL";"THS";"F";"PT";"ITH5";258.4
"TOTAL";"THS";"F";"PT";"ITI";681.3
"TOTAL";"THS";"F";"PT";"ITI1";206.9
"TOTAL";"THS";"F";"PT";"ITI2";52.1
"TOTAL";"THS";"F";"PT";"ITI3";89.3
"TOTAL";"THS";"F";"PT";"ITI4";333
"TOTAL";"THS";"F";"PT";"LT";74.8
"TOTAL";"THS";"F";"PT";"LT0";74.8
"TOTAL";"THS";"F";"PT";"LT00";74.8
"TOTAL";"THS";"F";"PT";"LU";38.9
"TOTAL";"THS";"F";"PT";"LU0";38.9
"TOTAL";"THS";"F";"PT";"LU00";38.9
"TOTAL";"THS";"F";"PT";"LV";42.8
"TOTAL";"THS";"F";"PT";"LV0";42.8
"TOTAL";"THS";"F";"PT";"LV00";42.8
"TOTAL";"THS";"F";"PT";"MT";20.5
"TOTAL";"THS";"F";"PT";"MT0";20.5
"TOTAL";"THS";"F";"PT";"MT00";20.5
"TOTAL";"THS";"F";"PT";"NL";2904.2
"TOTAL";"THS";"F";"PT";"NL1";302.7
"TOTAL";"THS";"F";"PT";"NL11";100.8
"TOTAL";"THS";"F";"PT";"NL12";115.7
"TOTAL";"THS";"F";"PT";"NL13";86.2
"TOTAL";"THS";"F";"PT";"NL2";643.2
"TOTAL";"THS";"F";"PT";"NL21";205.8
"TOTAL";"THS";"F";"PT";"NL22";371.8
"TOTAL";"THS";"F";"PT";"NL23";65.5
"TOTAL";"THS";"F";"PT";"NL3";1346
"TOTAL";"THS";"F";"PT";"NL31";227.5
"TOTAL";"THS";"F";"PT";"NL32";472
"TOTAL";"THS";"F";"PT";"NL33";578.8
"TOTAL";"THS";"F";"PT";"NL34";67.7
"TOTAL";"THS";"F";"PT";"NL4";612.4
"TOTAL";"THS";"F";"PT";"NL41";430.6
"TOTAL";"THS";"F";"PT";"NL42";181.8
"TOTAL";"THS";"F";"PT";"PL";784.3
"TOTAL";"THS";"F";"PT";"PL1";179.8
"TOTAL";"THS";"F";"PT";"PL11";58.2
"TOTAL";"THS";"F";"PT";"PL12";121.6
"TOTAL";"THS";"F";"PT";"PL2";184.3
"TOTAL";"THS";"F";"PT";"PL21";76.8
"TOTAL";"THS";"F";"PT";"PL22";107.5
"TOTAL";"THS";"F";"PT";"PL3";151
"TOTAL";"THS";"F";"PT";"PL31";57.6
"TOTAL";"THS";"F";"PT";"PL32";49.1
"TOTAL";"THS";"F";"PT";"PL33";25.3
"TOTAL";"THS";"F";"PT";"PL34";19
"TOTAL";"THS";"F";"PT";"PL4";101.4
"TOTAL";"THS";"F";"PT";"PL41";56.7
"TOTAL";"THS";"F";"PT";"PL42";28.4
"TOTAL";"THS";"F";"PT";"PL43";16.3
"TOTAL";"THS";"F";"PT";"PL5";70
"TOTAL";"THS";"F";"PT";"PL51";50.9
"TOTAL";"THS";"F";"PT";"PL52";19.1
"TOTAL";"THS";"F";"PT";"PL6";97.7
"TOTAL";"THS";"F";"PT";"PL61";36.2
"TOTAL";"THS";"F";"PT";"PL62";17.6
"TOTAL";"THS";"F";"PT";"PL63";43.9
"TOTAL";"THS";"F";"PT";"PT";322.5
"TOTAL";"THS";"F";"PT";"PT1";305.1
"TOTAL";"THS";"F";"PT";"PT11";112.1
"TOTAL";"THS";"F";"PT";"PT15";11.8
"TOTAL";"THS";"F";"PT";"PT16";88.8
"TOTAL";"THS";"F";"PT";"PT17";77.7
"TOTAL";"THS";"F";"PT";"PT18";14.6
"TOTAL";"THS";"F";"PT";"PT2";6.5
"TOTAL";"THS";"F";"PT";"PT20";6.5
"TOTAL";"THS";"F";"PT";"PT3";11
"TOTAL";"THS";"F";"PT";"PT30";11
"TOTAL";"THS";"F";"PT";"RO";418.6
"TOTAL";"THS";"F";"PT";"RO1";69.8
"TOTAL";"THS";"F";"PT";"RO11";47.9
"TOTAL";"THS";"F";"PT";"RO12";22
"TOTAL";"THS";"F";"PT";"RO2";191.5
"TOTAL";"THS";"F";"PT";"RO21";139.7
"TOTAL";"THS";"F";"PT";"RO22";51.8
"TOTAL";"THS";"F";"PT";"RO3";130.9
"TOTAL";"THS";"F";"PT";"RO31";118.9
"TOTAL";"THS";"F";"PT";"RO32";12
"TOTAL";"THS";"F";"PT";"RO4";26.4
"TOTAL";"THS";"F";"PT";"RO41";14.4
"TOTAL";"THS";"F";"PT";"RO42";12
"TOTAL";"THS";"F";"PT";"SE";868.8
"TOTAL";"THS";"F";"PT";"SE1";317.9
"TOTAL";"THS";"F";"PT";"SE11";176.1
"TOTAL";"THS";"F";"PT";"SE12";141.8
"TOTAL";"THS";"F";"PT";"SE2";404.9
"TOTAL";"THS";"F";"PT";"SE21";83.7
"TOTAL";"THS";"F";"PT";"SE22";133.8
"TOTAL";"THS";"F";"PT";"SE23";187.4
"TOTAL";"THS";"F";"PT";"SE3";146
"TOTAL";"THS";"F";"PT";"SE31";69.6
"TOTAL";"THS";"F";"PT";"SE32";32.9
"TOTAL";"THS";"F";"PT";"SE33";43.5
"TOTAL";"THS";"F";"PT";"SI";62.2
"TOTAL";"THS";"F";"PT";"SI0";62.2
"TOTAL";"THS";"F";"PT";"SI03";31.1
"TOTAL";"THS";"F";"PT";"SI04";31.1
"TOTAL";"THS";"F";"PT";"SK";72.5
"TOTAL";"THS";"F";"PT";"SK0";72.5
"TOTAL";"THS";"F";"PT";"SK01";11.1
"TOTAL";"THS";"F";"PT";"SK02";21.8
"TOTAL";"THS";"F";"PT";"SK03";19.6
"TOTAL";"THS";"F";"PT";"SK04";20.1
"TOTAL";"THS";"F";"PT";"UK";6086.1
"TOTAL";"THS";"F";"PT";"UKC";239.8
"TOTAL";"THS";"F";"PT";"UKC1";100.9
"TOTAL";"THS";"F";"PT";"UKC2";138.9
"TOTAL";"THS";"F";"PT";"UKD";607.7
"TOTAL";"THS";"F";"PT";"UKD1";49.1
"TOTAL";"THS";"F";"PT";"UKD3";220.9
"TOTAL";"THS";"F";"PT";"UKD4";123.7
"TOTAL";"THS";"F";"PT";"UKD6";89.7
"TOTAL";"THS";"F";"PT";"UKD7";124.2
"TOTAL";"THS";"F";"PT";"UKE";513.3
"TOTAL";"THS";"F";"PT";"UKE1";94.1
"TOTAL";"THS";"F";"PT";"UKE2";87.7
"TOTAL";"THS";"F";"PT";"UKE3";127.9
"TOTAL";"THS";"F";"PT";"UKE4";203.6
"TOTAL";"THS";"F";"PT";"UKF";451.5
"TOTAL";"THS";"F";"PT";"UKF1";208.2
"TOTAL";"THS";"F";"PT";"UKF2";171.1
"TOTAL";"THS";"F";"PT";"UKF3";72.1
"TOTAL";"THS";"F";"PT";"UKG";510.2
"TOTAL";"THS";"F";"PT";"UKG1";137.5
"TOTAL";"THS";"F";"PT";"UKG2";154.2
"TOTAL";"THS";"F";"PT";"UKG3";218.6
"TOTAL";"THS";"F";"PT";"UKH";617.8
"TOTAL";"THS";"F";"PT";"UKH1";267
"TOTAL";"THS";"F";"PT";"UKH2";184.7
"TOTAL";"THS";"F";"PT";"UKH3";166.1
"TOTAL";"THS";"F";"PT";"UKI";642.3
"TOTAL";"THS";"F";"PT";"UKI3";79.3
"TOTAL";"THS";"F";"PT";"UKI4";160.6
"TOTAL";"THS";"F";"PT";"UKI5";137.6
"TOTAL";"THS";"F";"PT";"UKI6";99.7
"TOTAL";"THS";"F";"PT";"UKI7";165.2
"TOTAL";"THS";"F";"PT";"UKJ";923.5
"TOTAL";"THS";"F";"PT";"UKJ1";240.5
"TOTAL";"THS";"F";"PT";"UKJ2";291.7
"TOTAL";"THS";"F";"PT";"UKJ3";213.5
"TOTAL";"THS";"F";"PT";"UKJ4";177.8
"TOTAL";"THS";"F";"PT";"UKK";595.4
"TOTAL";"THS";"F";"PT";"UKK1";262.4
"TOTAL";"THS";"F";"PT";"UKK2";141.5
"TOTAL";"THS";"F";"PT";"UKK3";58.5
"TOTAL";"THS";"F";"PT";"UKK4";133
"TOTAL";"THS";"F";"PT";"UKL";280.4
"TOTAL";"THS";"F";"PT";"UKL1";172.6
"TOTAL";"THS";"F";"PT";"UKL2";107.8
"TOTAL";"THS";"F";"PT";"UKM";553.9
"TOTAL";"THS";"F";"PT";"UKM2";203.1
"TOTAL";"THS";"F";"PT";"UKM3";224.9
"TOTAL";"THS";"F";"PT";"UKM5";49.5
"TOTAL";"THS";"F";"PT";"UKM6";76.3
"TOTAL";"THS";"F";"PT";"UKN";150.3
"TOTAL";"THS";"F";"PT";"UKN0";150.3
"TOTAL";"THS";"M";"FT";"AT";1937.2
"TOTAL";"THS";"M";"FT";"AT1";781
"TOTAL";"THS";"M";"FT";"AT11";66.6
"TOTAL";"THS";"M";"FT";"AT12";378.6
"TOTAL";"THS";"M";"FT";"AT13";335.8
"TOTAL";"THS";"M";"FT";"AT2";405.2
"TOTAL";"THS";"M";"FT";"AT21";124.3
"TOTAL";"THS";"M";"FT";"AT22";280.8
"TOTAL";"THS";"M";"FT";"AT3";751.1
"TOTAL";"THS";"M";"FT";"AT31";353
"TOTAL";"THS";"M";"FT";"AT32";127.6
"TOTAL";"THS";"M";"FT";"AT33";175.8
"TOTAL";"THS";"M";"FT";"AT34";94.7
"TOTAL";"THS";"M";"FT";"BE";2212.8
"TOTAL";"THS";"M";"FT";"BE1";203.8
"TOTAL";"THS";"M";"FT";"BE10";203.8
"TOTAL";"THS";"M";"FT";"BE2";1360
"TOTAL";"THS";"M";"FT";"BE21";378.8
"TOTAL";"THS";"M";"FT";"BE22";179.1
"TOTAL";"THS";"M";"FT";"BE23";323.2
"TOTAL";"THS";"M";"FT";"BE24";227.9
"TOTAL";"THS";"M";"FT";"BE25";251
"TOTAL";"THS";"M";"FT";"BE3";649.1
"TOTAL";"THS";"M";"FT";"BE31";76.6
"TOTAL";"THS";"M";"FT";"BE32";226.4
"TOTAL";"THS";"M";"FT";"BE33";195.2
"TOTAL";"THS";"M";"FT";"BE34";57.2
"TOTAL";"THS";"M";"FT";"BE35";93.6
"TOTAL";"THS";"M";"FT";"BG";1540.9
"TOTAL";"THS";"M";"FT";"BG3";736.7
"TOTAL";"THS";"M";"FT";"BG31";141.9
"TOTAL";"THS";"M";"FT";"BG32";167.4
"TOTAL";"THS";"M";"FT";"BG33";205.5
"TOTAL";"THS";"M";"FT";"BG34";221.8
"TOTAL";"THS";"M";"FT";"BG4";804.2
"TOTAL";"THS";"M";"FT";"BG41";491.3
"TOTAL";"THS";"M";"FT";"BG42";312.9
"TOTAL";"THS";"M";"FT";"CY";164.4
"TOTAL";"THS";"M";"FT";"CY0";164.4
"TOTAL";"THS";"M";"FT";"CY00";164.4
"TOTAL";"THS";"M";"FT";"CZ";2725.2
"TOTAL";"THS";"M";"FT";"CZ0";2725.2
"TOTAL";"THS";"M";"FT";"CZ01";336.6
"TOTAL";"THS";"M";"FT";"CZ02";351.4
"TOTAL";"THS";"M";"FT";"CZ03";323.2
"TOTAL";"THS";"M";"FT";"CZ04";285.7
"TOTAL";"THS";"M";"FT";"CZ05";386.8
"TOTAL";"THS";"M";"FT";"CZ06";433.3
"TOTAL";"THS";"M";"FT";"CZ07";307.1
"TOTAL";"THS";"M";"FT";"CZ08";301.2
"TOTAL";"THS";"M";"FT";"DE";19009
"TOTAL";"THS";"M";"FT";"DE1";2667
"TOTAL";"THS";"M";"FT";"DE11";1015.3
"TOTAL";"THS";"M";"FT";"DE12";659.2
"TOTAL";"THS";"M";"FT";"DE13";542.3
"TOTAL";"THS";"M";"FT";"DE14";450.2
"TOTAL";"THS";"M";"FT";"DE2";3260.6
"TOTAL";"THS";"M";"FT";"DE21";1162.3
"TOTAL";"THS";"M";"FT";"DE22";317.1
"TOTAL";"THS";"M";"FT";"DE23";286.4
"TOTAL";"THS";"M";"FT";"DE24";267
"TOTAL";"THS";"M";"FT";"DE25";423.8
"TOTAL";"THS";"M";"FT";"DE26";338.3
"TOTAL";"THS";"M";"FT";"DE27";465.5
"TOTAL";"THS";"M";"FT";"DE3";687.9
"TOTAL";"THS";"M";"FT";"DE30";687.9
"TOTAL";"THS";"M";"FT";"DE4";561.6
"TOTAL";"THS";"M";"FT";"DE40";561.6
"TOTAL";"THS";"M";"FT";"DE5";135.6
"TOTAL";"THS";"M";"FT";"DE50";135.6
"TOTAL";"THS";"M";"FT";"DE6";404.1
"TOTAL";"THS";"M";"FT";"DE60";404.1
"TOTAL";"THS";"M";"FT";"DE7";1412.6
"TOTAL";"THS";"M";"FT";"DE71";890
"TOTAL";"THS";"M";"FT";"DE72";237.6
"TOTAL";"THS";"M";"FT";"DE73";285
"TOTAL";"THS";"M";"FT";"DE8";341.1
"TOTAL";"THS";"M";"FT";"DE80";341.1
"TOTAL";"THS";"M";"FT";"DE9";1829.7
"TOTAL";"THS";"M";"FT";"DE91";354.4
"TOTAL";"THS";"M";"FT";"DE92";488.9
"TOTAL";"THS";"M";"FT";"DE93";397.1
"TOTAL";"THS";"M";"FT";"DE94";589.3
"TOTAL";"THS";"M";"FT";"DEA";3984.9
"TOTAL";"THS";"M";"FT";"DEA1";1135.1
"TOTAL";"THS";"M";"FT";"DEA2";970.9
"TOTAL";"THS";"M";"FT";"DEA3";593.1
"TOTAL";"THS";"M";"FT";"DEA4";481.2
"TOTAL";"THS";"M";"FT";"DEA5";804.6
"TOTAL";"THS";"M";"FT";"DEB";960.6
"TOTAL";"THS";"M";"FT";"DEB1";358.2
"TOTAL";"THS";"M";"FT";"DEB2";132.4
"TOTAL";"THS";"M";"FT";"DEB3";470.1
"TOTAL";"THS";"M";"FT";"DEC";223.8
"TOTAL";"THS";"M";"FT";"DEC0";223.8
"TOTAL";"THS";"M";"FT";"DED";905.8
"TOTAL";"THS";"M";"FT";"DED2";347.9
"TOTAL";"THS";"M";"FT";"DED4";338.2
"TOTAL";"THS";"M";"FT";"DED5";219.8
"TOTAL";"THS";"M";"FT";"DEE";500.7
"TOTAL";"THS";"M";"FT";"DEE0";500.7
"TOTAL";"THS";"M";"FT";"DEF";628.7
"TOTAL";"THS";"M";"FT";"DEF0";628.7
"TOTAL";"THS";"M";"FT";"DEG";504
"TOTAL";"THS";"M";"FT";"DEG0";504
"TOTAL";"THS";"M";"FT";"DK";1198.4
"TOTAL";"THS";"M";"FT";"DK0";1198.4
"TOTAL";"THS";"M";"FT";"DK01";375.3
"TOTAL";"THS";"M";"FT";"DK02";172
"TOTAL";"THS";"M";"FT";"DK03";248.4
"TOTAL";"THS";"M";"FT";"DK04";276.2
"TOTAL";"THS";"M";"FT";"DK05";126.5
"TOTAL";"THS";"M";"FT";"EE";299.1
"TOTAL";"THS";"M";"FT";"EE0";299.1
"TOTAL";"THS";"M";"FT";"EE00";299.1
"TOTAL";"THS";"M";"FT";"EL";1916.2
"TOTAL";"THS";"M";"FT";"EL3";682.9
"TOTAL";"THS";"M";"FT";"EL30";682.9
"TOTAL";"THS";"M";"FT";"EL4";219.4
"TOTAL";"THS";"M";"FT";"EL41";38.7
"TOTAL";"THS";"M";"FT";"EL42";67.6
"TOTAL";"THS";"M";"FT";"EL43";113.1
"TOTAL";"THS";"M";"FT";"EL5";525.1
"TOTAL";"THS";"M";"FT";"EL51";108.4
"TOTAL";"THS";"M";"FT";"EL52";310.9
"TOTAL";"THS";"M";"FT";"EL53";48.3
"TOTAL";"THS";"M";"FT";"EL54";57.4
"TOTAL";"THS";"M";"FT";"EL6";488.9
"TOTAL";"THS";"M";"FT";"EL61";127.1
"TOTAL";"THS";"M";"FT";"EL62";40.7
"TOTAL";"THS";"M";"FT";"EL63";115.6
"TOTAL";"THS";"M";"FT";"EL64";102.7
"TOTAL";"THS";"M";"FT";"EL65";102.7
"TOTAL";"THS";"M";"FT";"ES";8705.5
"TOTAL";"THS";"M";"FT";"ES1";791.5
"TOTAL";"THS";"M";"FT";"ES11";489.1
"TOTAL";"THS";"M";"FT";"ES12";188
"TOTAL";"THS";"M";"FT";"ES13";114.4
"TOTAL";"THS";"M";"FT";"ES2";903.7
"TOTAL";"THS";"M";"FT";"ES21";431.6
"TOTAL";"THS";"M";"FT";"ES22";133.8
"TOTAL";"THS";"M";"FT";"ES23";66.8
"TOTAL";"THS";"M";"FT";"ES24";271.6
"TOTAL";"THS";"M";"FT";"ES3";1316.5
"TOTAL";"THS";"M";"FT";"ES30";1316.5
"TOTAL";"THS";"M";"FT";"ES4";1071.5
"TOTAL";"THS";"M";"FT";"ES41";483.5
"TOTAL";"THS";"M";"FT";"ES42";395.2
"TOTAL";"THS";"M";"FT";"ES43";192.7
"TOTAL";"THS";"M";"FT";"ES5";2602.4
"TOTAL";"THS";"M";"FT";"ES51";1468.8
"TOTAL";"THS";"M";"FT";"ES52";894.9
"TOTAL";"THS";"M";"FT";"ES53";238.7
"TOTAL";"THS";"M";"FT";"ES6";1663.4
"TOTAL";"THS";"M";"FT";"ES61";1357.9
"TOTAL";"THS";"M";"FT";"ES62";277
"TOTAL";"THS";"M";"FT";"ES63";15.6
"TOTAL";"THS";"M";"FT";"ES64";12.9
"TOTAL";"THS";"M";"FT";"ES7";356.6
"TOTAL";"THS";"M";"FT";"ES70";356.6
"TOTAL";"THS";"M";"FT";"FI";1116.2
"TOTAL";"THS";"M";"FT";"FI1";1109
"TOTAL";"THS";"M";"FT";"FI19";275.7
"TOTAL";"THS";"M";"FT";"FI1B";358.2
"TOTAL";"THS";"M";"FT";"FI1C";226.9
"TOTAL";"THS";"M";"FT";"FI1D";248.2
"TOTAL";"THS";"M";"FT";"FI2";7.2
"TOTAL";"THS";"M";"FT";"FI20";7.2
"TOTAL";"THS";"M";"FT";"FR";12618.3
"TOTAL";"THS";"M";"FT";"FR1";2445.8
"TOTAL";"THS";"M";"FT";"FR10";2445.8
"TOTAL";"THS";"M";"FT";"FR2";2029.2
"TOTAL";"THS";"M";"FT";"FR21";249.2
"TOTAL";"THS";"M";"FT";"FR22";367.5
"TOTAL";"THS";"M";"FT";"FR23";347.9
"TOTAL";"THS";"M";"FT";"FR24";486.7
"TOTAL";"THS";"M";"FT";"FR25";283.1
"TOTAL";"THS";"M";"FT";"FR26";294.8
"TOTAL";"THS";"M";"FT";"FR3";737.7
"TOTAL";"THS";"M";"FT";"FR30";737.7
"TOTAL";"THS";"M";"FT";"FR4";1065.3
"TOTAL";"THS";"M";"FT";"FR41";443.5
"TOTAL";"THS";"M";"FT";"FR42";391.8
"TOTAL";"THS";"M";"FT";"FR43";230.1
"TOTAL";"THS";"M";"FT";"FR5";1716.8
"TOTAL";"THS";"M";"FT";"FR51";738.8
"TOTAL";"THS";"M";"FT";"FR52";647.4
"TOTAL";"THS";"M";"FT";"FR53";330.6
"TOTAL";"THS";"M";"FT";"FR6";1352.2
"TOTAL";"THS";"M";"FT";"FR61";621.5
"TOTAL";"THS";"M";"FT";"FR62";598.6
"TOTAL";"THS";"M";"FT";"FR63";132
"TOTAL";"THS";"M";"FT";"FR7";1560.4
"TOTAL";"THS";"M";"FT";"FR71";1300.9
"TOTAL";"THS";"M";"FT";"FR72";259.4
"TOTAL";"THS";"M";"FT";"FR8";1435.3
"TOTAL";"THS";"M";"FT";"FR81";473.5
"TOTAL";"THS";"M";"FT";"FR82";931.2
"TOTAL";"THS";"M";"FT";"FR83";30.5
"TOTAL";"THS";"M";"FT";"FRA";275.7
"TOTAL";"THS";"M";"FT";"FRA1";51.9
"TOTAL";"THS";"M";"FT";"FRA2";51.6
"TOTAL";"THS";"M";"FT";"FRA3";31.6
"TOTAL";"THS";"M";"FT";"FRA4";118.5
"TOTAL";"THS";"M";"FT";"FRA5";22
"TOTAL";"THS";"M";"FT";"HR";807.2
"TOTAL";"THS";"M";"FT";"HR0";807.2
"TOTAL";"THS";"M";"FT";"HR03";264.1
"TOTAL";"THS";"M";"FT";"HR04";543.1
"TOTAL";"THS";"M";"FT";"HU";2113.1
"TOTAL";"THS";"M";"FT";"HU1";663
"TOTAL";"THS";"M";"FT";"HU10";663
"TOTAL";"THS";"M";"FT";"HU2";668.2
"TOTAL";"THS";"M";"FT";"HU21";251.6
"TOTAL";"THS";"M";"FT";"HU22";236.4
"TOTAL";"THS";"M";"FT";"HU23";180.2
"TOTAL";"THS";"M";"FT";"HU3";781.9
"TOTAL";"THS";"M";"FT";"HU31";224.9
"TOTAL";"THS";"M";"FT";"HU32";297.5
"TOTAL";"THS";"M";"FT";"HU33";259.4
