"";"F00";"F01";"F02";"F03";"F04";"F05";"F06";"F07";"F08";"F09";"F10"
"ES13";NA;16.2266168306938;8.79498151452334;7.36870123454562;19.5456565333021;NA;4.03116477676447;NA;1.18807816458052;15.1362105562335;NA
"ES2";NA;16.2266168306938;8.79498151452334;7.36870123454562;19.5456565333021;NA;4.03116477676447;NA;1.18807816458052;15.1362105562335;NA
"ES21";NA;16.2266168306938;8.79498151452334;7.36870123454562;19.5456565333021;NA;4.03116477676447;NA;1.18807816458052;15.1362105562335;NA
"ES22";NA;16.2266168306938;8.79498151452334;7.36870123454562;19.5456565333021;NA;4.03116477676447;NA;1.18807816458052;15.1362105562335;NA
"ES23";NA;16.2266168306938;8.79498151452334;7.36870123454562;19.5456565333021;NA;4.03116477676447;NA;1.18807816458052;15.1362105562335;NA
"ES24";NA;16.2266168306938;8.79498151452334;7.36870123454562;19.5456565333021;NA;4.03116477676447;NA;1.18807816458052;15.1362105562335;NA
"ES3";NA;16.2266168306938;8.79498151452334;7.36870123454562;19.5456565333021;NA;4.03116477676447;NA;1.18807816458052;15.1362105562335;NA
"ES30";NA;16.2266168306938;8.79498151452334;7.36870123454562;19.5456565333021;NA;4.03116477676447;NA;1.18807816458052;15.1362105562335;NA
"ES4";NA;16.2266168306938;8.79498151452334;7.36870123454562;19.5456565333021;NA;4.03116477676447;NA;1.18807816458052;15.1362105562335;NA
"ES41";NA;16.2266168306938;8.79498151452334;7.36870123454562;19.5456565333021;NA;4.03116477676447;NA;1.18807816458052;15.1362105562335;NA
"ES42";NA;16.2266168306938;8.79498151452334;7.36870123454562;19.5456565333021;NA;4.03116477676447;NA;1.18807816458052;15.1362105562335;NA
"ES43";NA;16.2266168306938;8.79498151452334;7.36870123454562;19.5456565333021;NA;4.03116477676447;NA;1.18807816458052;15.1362105562335;NA
"ES5";NA;16.2266168306938;8.79498151452334;7.36870123454562;19.5456565333021;NA;4.03116477676447;NA;1.18807816458052;15.1362105562335;NA
"ES51";NA;16.2266168306938;8.79498151452334;7.36870123454562;19.5456565333021;NA;4.03116477676447;NA;1.18807816458052;15.1362105562335;NA
"ES52";NA;16.2266168306938;8.79498151452334;7.36870123454562;19.5456565333021;NA;4.03116477676447;NA;1.18807816458052;15.1362105562335;NA
"ES53";NA;16.2266168306938;8.79498151452334;7.36870123454562;19.5456565333021;NA;4.03116477676447;NA;1.18807816458052;15.1362105562335;NA
