"sex";"unit";"nace_r2";"age";"geo";"X2014"
"T";"THS";"A";"Y25-64";"ES5";98.6
"T";"THS";"A";"Y25-64";"ES51";42
"T";"THS";"A";"Y25-64";"ES52";51.7
"T";"THS";"A";"Y25-64";"ES53";5
"T";"THS";"A";"Y25-64";"ES6";265.5
"T";"THS";"A";"Y25-64";"ES61";199.2
"T";"THS";"A";"Y25-64";"ES62";66.2
"T";"THS";"A";"Y25-64";"ES63";NA
"T";"THS";"A";"Y25-64";"ES64";NA
"T";"THS";"A";"Y25-64";"ES7";23.5
"T";"THS";"A";"Y25-64";"ES70";23.5
"T";"THS";"A";"Y25-64";"FI";83.6
"T";"THS";"A";"Y25-64";"FI1";83.2
"T";"THS";"A";"Y25-64";"FI19";25.3
"T";"THS";"A";"Y25-64";"FI1B";5.2
"T";"THS";"A";"Y25-64";"FI1C";19.9
"T";"THS";"A";"Y25-64";"FI1D";32.9
"T";"THS";"A";"Y25-64";"FI2";NA
"T";"THS";"A";"Y25-64";"FI20";NA
"T";"THS";"A";"Y25-64";"FR";674.7
"T";"THS";"A";"Y25-64";"FR1";18.5
"T";"THS";"A";"Y25-64";"FR10";18.5
"T";"THS";"A";"Y25-64";"FR2";161.5
"T";"THS";"A";"Y25-64";"FR21";23
"T";"THS";"A";"Y25-64";"FR22";17.3
"T";"THS";"A";"Y25-64";"FR23";16
"T";"THS";"A";"Y25-64";"FR24";31.9
"T";"THS";"A";"Y25-64";"FR25";27.7
"T";"THS";"A";"Y25-64";"FR26";45.5
"T";"THS";"A";"Y25-64";"FR3";16.1
"T";"THS";"A";"Y25-64";"FR30";16.1
"T";"THS";"A";"Y25-64";"FR4";37
"T";"THS";"A";"Y25-64";"FR41";15.6
"T";"THS";"A";"Y25-64";"FR42";5.7
"T";"THS";"A";"Y25-64";"FR43";15.7
"T";"THS";"A";"Y25-64";"FR5";149.9
"T";"THS";"A";"Y25-64";"FR51";55.7
"T";"THS";"A";"Y25-64";"FR52";67.3
"T";"THS";"A";"Y25-64";"FR53";26.9
"T";"THS";"A";"Y25-64";"FR6";108
"T";"THS";"A";"Y25-64";"FR61";48.1
"T";"THS";"A";"Y25-64";"FR62";45.9
"T";"THS";"A";"Y25-64";"FR63";14
"T";"THS";"A";"Y25-64";"FR7";90.5
"T";"THS";"A";"Y25-64";"FR71";60.7
"T";"THS";"A";"Y25-64";"FR72";29.8
"T";"THS";"A";"Y25-64";"FR8";71.6
"T";"THS";"A";"Y25-64";"FR81";45.1
"T";"THS";"A";"Y25-64";"FR82";26.4
"T";"THS";"A";"Y25-64";"FR83";NA
"T";"THS";"A";"Y25-64";"FRA";21.6
"T";"THS";"A";"Y25-64";"FRA1";3.6
"T";"THS";"A";"Y25-64";"FRA2";5.8
"T";"THS";"A";"Y25-64";"FRA3";3.6
"T";"THS";"A";"Y25-64";"FRA4";8.3
"T";"THS";"A";"Y25-64";"FRA5";NA
"T";"THS";"A";"Y25-64";"HR";126.3
"T";"THS";"A";"Y25-64";"HR0";126.3
"T";"THS";"A";"Y25-64";"HR03";27.5
"T";"THS";"A";"Y25-64";"HR04";98.8
"T";"THS";"A";"Y25-64";"HU";175.2
"T";"THS";"A";"Y25-64";"HU1";11.2
"T";"THS";"A";"Y25-64";"HU10";11.2
"T";"THS";"A";"Y25-64";"HU2";64.4
"T";"THS";"A";"Y25-64";"HU21";20
"T";"THS";"A";"Y25-64";"HU22";17.2
"T";"THS";"A";"Y25-64";"HU23";27.2
"T";"THS";"A";"Y25-64";"HU3";99.6
"T";"THS";"A";"Y25-64";"HU31";16.2
"T";"THS";"A";"Y25-64";"HU32";38.2
"T";"THS";"A";"Y25-64";"HU33";45.3
"T";"THS";"A";"Y25-64";"IE";81.9
"T";"THS";"A";"Y25-64";"IE0";81.9
"T";"THS";"A";"Y25-64";"IE01";32.2
"T";"THS";"A";"Y25-64";"IE02";49.7
"T";"THS";"A";"Y25-64";"IT";722.1
"T";"THS";"A";"Y25-64";"ITC";118.4
"T";"THS";"A";"Y25-64";"ITC1";45
"T";"THS";"A";"Y25-64";"ITC2";1.7
"T";"THS";"A";"Y25-64";"ITC3";10.7
"T";"THS";"A";"Y25-64";"ITC4";61
"T";"THS";"A";"Y25-64";"ITF";242.3
"T";"THS";"A";"Y25-64";"ITF1";23.1
"T";"THS";"A";"Y25-64";"ITF2";7.5
"T";"THS";"A";"Y25-64";"ITF3";64.8
"T";"THS";"A";"Y25-64";"ITF4";80.4
"T";"THS";"A";"Y25-64";"ITF5";13.9
"T";"THS";"A";"Y25-64";"ITF6";52.6
"T";"THS";"A";"Y25-64";"ITG";116.6
"T";"THS";"A";"Y25-64";"ITG1";86.4
"T";"THS";"A";"Y25-64";"ITG2";30.2
"T";"THS";"A";"Y25-64";"ITH";139.4
"T";"THS";"A";"Y25-64";"ITH1";12.6
"T";"THS";"A";"Y25-64";"ITH2";7.2
"T";"THS";"A";"Y25-64";"ITH3";54.4
"T";"THS";"A";"Y25-64";"ITH4";12.6
"T";"THS";"A";"Y25-64";"ITH5";52.7
"T";"THS";"A";"Y25-64";"ITI";105.4
"T";"THS";"A";"Y25-64";"ITI1";39.8
"T";"THS";"A";"Y25-64";"ITI2";12.6
"T";"THS";"A";"Y25-64";"ITI3";11.1
"T";"THS";"A";"Y25-64";"ITI4";41.9
"T";"THS";"A";"Y25-64";"LT";106.8
"T";"THS";"A";"Y25-64";"LT0";106.8
"T";"THS";"A";"Y25-64";"LT00";106.8
"T";"THS";"A";"Y25-64";"LU";2.9
"T";"THS";"A";"Y25-64";"LU0";2.9
"T";"THS";"A";"Y25-64";"LU00";2.9
"T";"THS";"A";"Y25-64";"LV";58
"T";"THS";"A";"Y25-64";"LV0";58
"T";"THS";"A";"Y25-64";"LV00";58
"T";"THS";"A";"Y25-64";"MT";2
"T";"THS";"A";"Y25-64";"MT0";2
"T";"THS";"A";"Y25-64";"MT00";2
"T";"THS";"A";"Y25-64";"NL";128.4
"T";"THS";"A";"Y25-64";"NL1";17.7
"T";"THS";"A";"Y25-64";"NL11";4.7
"T";"THS";"A";"Y25-64";"NL12";8.6
"T";"THS";"A";"Y25-64";"NL13";4.5
"T";"THS";"A";"Y25-64";"NL2";31.8
"T";"THS";"A";"Y25-64";"NL21";9.2
"T";"THS";"A";"Y25-64";"NL22";19.7
"T";"THS";"A";"Y25-64";"NL23";2.9
"T";"THS";"A";"Y25-64";"NL3";47.7
"T";"THS";"A";"Y25-64";"NL31";4.9
"T";"THS";"A";"Y25-64";"NL32";14
"T";"THS";"A";"Y25-64";"NL33";25.4
"T";"THS";"A";"Y25-64";"NL34";3.4
"T";"THS";"A";"Y25-64";"NL4";31.2
"T";"THS";"A";"Y25-64";"NL41";24.1
"T";"THS";"A";"Y25-64";"NL42";7.1
"T";"THS";"A";"Y25-64";"PL";1652.1
"T";"THS";"A";"Y25-64";"PL1";407.5
"T";"THS";"A";"Y25-64";"PL11";143.2
"T";"THS";"A";"Y25-64";"PL12";264.3
"T";"THS";"A";"Y25-64";"PL2";175.8
"T";"THS";"A";"Y25-64";"PL21";129.7
"T";"THS";"A";"Y25-64";"PL22";46.1
"T";"THS";"A";"Y25-64";"PL3";525.1
"T";"THS";"A";"Y25-64";"PL31";207.1
"T";"THS";"A";"Y25-64";"PL32";111.2
"T";"THS";"A";"Y25-64";"PL33";110
"T";"THS";"A";"Y25-64";"PL34";96.8
"T";"THS";"A";"Y25-64";"PL4";234.9
"T";"THS";"A";"Y25-64";"PL41";160.7
"T";"THS";"A";"Y25-64";"PL42";44.2
"T";"THS";"A";"Y25-64";"PL43";29.9
"T";"THS";"A";"Y25-64";"PL5";86.9
"T";"THS";"A";"Y25-64";"PL51";47.8
"T";"THS";"A";"Y25-64";"PL52";39.1
"T";"THS";"A";"Y25-64";"PL6";222
"T";"THS";"A";"Y25-64";"PL61";103.1
"T";"THS";"A";"Y25-64";"PL62";64.4
"T";"THS";"A";"Y25-64";"PL63";54.5
"T";"THS";"A";"Y25-64";"PT";224.8
"T";"THS";"A";"Y25-64";"PT1";204.6
"T";"THS";"A";"Y25-64";"PT11";83.3
"T";"THS";"A";"Y25-64";"PT15";8.7
"T";"THS";"A";"Y25-64";"PT16";70.8
"T";"THS";"A";"Y25-64";"PT17";11.1
"T";"THS";"A";"Y25-64";"PT18";30.8
"T";"THS";"A";"Y25-64";"PT2";9.7
"T";"THS";"A";"Y25-64";"PT20";9.7
"T";"THS";"A";"Y25-64";"PT3";10.5
"T";"THS";"A";"Y25-64";"PT30";10.5
"T";"THS";"A";"Y25-64";"RO";1885
"T";"THS";"A";"Y25-64";"RO1";336.1
"T";"THS";"A";"Y25-64";"RO11";229.8
"T";"THS";"A";"Y25-64";"RO12";106.2
"T";"THS";"A";"Y25-64";"RO2";784.4
"T";"THS";"A";"Y25-64";"RO21";565.9
"T";"THS";"A";"Y25-64";"RO22";218.5
"T";"THS";"A";"Y25-64";"RO3";320.4
"T";"THS";"A";"Y25-64";"RO31";311.7
"T";"THS";"A";"Y25-64";"RO32";8.7
"T";"THS";"A";"Y25-64";"RO4";444.1
"T";"THS";"A";"Y25-64";"RO41";322
"T";"THS";"A";"Y25-64";"RO42";122.2
"T";"THS";"A";"Y25-64";"SE";67.2
"T";"THS";"A";"Y25-64";"SE1";17
"T";"THS";"A";"Y25-64";"SE11";3.7
"T";"THS";"A";"Y25-64";"SE12";13.3
"T";"THS";"A";"Y25-64";"SE2";32.9
"T";"THS";"A";"Y25-64";"SE21";9.5
"T";"THS";"A";"Y25-64";"SE22";11.4
"T";"THS";"A";"Y25-64";"SE23";12
"T";"THS";"A";"Y25-64";"SE3";17.4
"T";"THS";"A";"Y25-64";"SE31";8.8
"T";"THS";"A";"Y25-64";"SE32";4.9
"T";"THS";"A";"Y25-64";"SE33";3.6
"T";"THS";"A";"Y25-64";"SI";59.3
"T";"THS";"A";"Y25-64";"SI0";59.3
"T";"THS";"A";"Y25-64";"SI03";43.1
"T";"THS";"A";"Y25-64";"SI04";16.2
"T";"THS";"A";"Y25-64";"SK";78.4
"T";"THS";"A";"Y25-64";"SK0";78.4
"T";"THS";"A";"Y25-64";"SK01";2.8
"T";"THS";"A";"Y25-64";"SK02";33.6
"T";"THS";"A";"Y25-64";"SK03";21.2
"T";"THS";"A";"Y25-64";"SK04";20.9
"T";"THS";"A";"Y25-64";"UK";275.1
"T";"THS";"A";"Y25-64";"UKC";7.7
"T";"THS";"A";"Y25-64";"UKC1";NA
"T";"THS";"A";"Y25-64";"UKC2";4.3
"T";"THS";"A";"Y25-64";"UKD";21.8
"T";"THS";"A";"Y25-64";"UKD1";7.4
"T";"THS";"A";"Y25-64";"UKD3";NA
"T";"THS";"A";"Y25-64";"UKD4";7.6
"T";"THS";"A";"Y25-64";"UKD6";NA
"T";"THS";"A";"Y25-64";"UKD7";NA
"T";"THS";"A";"Y25-64";"UKE";20.6
"T";"THS";"A";"Y25-64";"UKE1";9.3
"T";"THS";"A";"Y25-64";"UKE2";9.7
"T";"THS";"A";"Y25-64";"UKE3";NA
"T";"THS";"A";"Y25-64";"UKE4";NA
"T";"THS";"A";"Y25-64";"UKF";21.5
"T";"THS";"A";"Y25-64";"UKF1";5.4
"T";"THS";"A";"Y25-64";"UKF2";5.3
"T";"THS";"A";"Y25-64";"UKF3";10.8
"T";"THS";"A";"Y25-64";"UKG";18.6
"T";"THS";"A";"Y25-64";"UKG1";9.1
"T";"THS";"A";"Y25-64";"UKG2";9
"T";"THS";"A";"Y25-64";"UKG3";NA
"T";"THS";"A";"Y25-64";"UKH";28
"T";"THS";"A";"Y25-64";"UKH1";18.3
"T";"THS";"A";"Y25-64";"UKH2";6.5
"T";"THS";"A";"Y25-64";"UKH3";NA
"T";"THS";"A";"Y25-64";"UKI";4.6
"T";"THS";"A";"Y25-64";"UKI3";NA
"T";"THS";"A";"Y25-64";"UKI4";NA
"T";"THS";"A";"Y25-64";"UKI5";NA
"T";"THS";"A";"Y25-64";"UKI6";NA
"T";"THS";"A";"Y25-64";"UKI7";NA
"T";"THS";"A";"Y25-64";"UKJ";36.7
"T";"THS";"A";"Y25-64";"UKJ1";6.8
"T";"THS";"A";"Y25-64";"UKJ2";10.7
"T";"THS";"A";"Y25-64";"UKJ3";8.1
"T";"THS";"A";"Y25-64";"UKJ4";11.2
"T";"THS";"A";"Y25-64";"UKK";32.9
"T";"THS";"A";"Y25-64";"UKK1";9.7
"T";"THS";"A";"Y25-64";"UKK2";10.7
"T";"THS";"A";"Y25-64";"UKK3";5.3
"T";"THS";"A";"Y25-64";"UKK4";7.3
"T";"THS";"A";"Y25-64";"UKL";19
"T";"THS";"A";"Y25-64";"UKL1";12
"T";"THS";"A";"Y25-64";"UKL2";7
"T";"THS";"A";"Y25-64";"UKM";43.3
"T";"THS";"A";"Y25-64";"UKM2";13.8
"T";"THS";"A";"Y25-64";"UKM3";8.2
"T";"THS";"A";"Y25-64";"UKM5";4.4
"T";"THS";"A";"Y25-64";"UKM6";16.9
"T";"THS";"A";"Y25-64";"UKN";20.5
"T";"THS";"A";"Y25-64";"UKN0";20.5
"T";"THS";"B-E";"Y15-24";"AT";97
"T";"THS";"B-E";"Y15-24";"AT1";23.2
"T";"THS";"B-E";"Y15-24";"AT11";NA
"T";"THS";"B-E";"Y15-24";"AT12";16.1
"T";"THS";"B-E";"Y15-24";"AT13";5.3
"T";"THS";"B-E";"Y15-24";"AT2";21.7
"T";"THS";"B-E";"Y15-24";"AT21";6.4
"T";"THS";"B-E";"Y15-24";"AT22";15.4
"T";"THS";"B-E";"Y15-24";"AT3";52
"T";"THS";"B-E";"Y15-24";"AT31";30.1
"T";"THS";"B-E";"Y15-24";"AT32";6.3
"T";"THS";"B-E";"Y15-24";"AT33";8.5
"T";"THS";"B-E";"Y15-24";"AT34";7.2
"T";"THS";"B-E";"Y15-24";"BE";40
"T";"THS";"B-E";"Y15-24";"BE1";NA
"T";"THS";"B-E";"Y15-24";"BE10";NA
"T";"THS";"B-E";"Y15-24";"BE2";30
"T";"THS";"B-E";"Y15-24";"BE21";6.1
"T";"THS";"B-E";"Y15-24";"BE22";4.3
"T";"THS";"B-E";"Y15-24";"BE23";9.5
"T";"THS";"B-E";"Y15-24";"BE24";3.1
"T";"THS";"B-E";"Y15-24";"BE25";7
"T";"THS";"B-E";"Y15-24";"BE3";8.9
"T";"THS";"B-E";"Y15-24";"BE31";NA
"T";"THS";"B-E";"Y15-24";"BE32";3.5
"T";"THS";"B-E";"Y15-24";"BE33";3
"T";"THS";"B-E";"Y15-24";"BE34";NA
"T";"THS";"B-E";"Y15-24";"BE35";NA
"T";"THS";"B-E";"Y15-24";"BG";32.5
"T";"THS";"B-E";"Y15-24";"BG3";16.5
"T";"THS";"B-E";"Y15-24";"BG31";5.1
"T";"THS";"B-E";"Y15-24";"BG32";3.7
"T";"THS";"B-E";"Y15-24";"BG33";NA
"T";"THS";"B-E";"Y15-24";"BG34";4.2
"T";"THS";"B-E";"Y15-24";"BG4";16
"T";"THS";"B-E";"Y15-24";"BG41";7
"T";"THS";"B-E";"Y15-24";"BG42";9
"T";"THS";"B-E";"Y15-24";"CY";1.9
"T";"THS";"B-E";"Y15-24";"CY0";1.9
"T";"THS";"B-E";"Y15-24";"CY00";1.9
"T";"THS";"B-E";"Y15-24";"CZ";116.3
"T";"THS";"B-E";"Y15-24";"CZ0";116.3
"T";"THS";"B-E";"Y15-24";"CZ01";1.8
"T";"THS";"B-E";"Y15-24";"CZ02";11.6
"T";"THS";"B-E";"Y15-24";"CZ03";14.8
"T";"THS";"B-E";"Y15-24";"CZ04";10.5
"T";"THS";"B-E";"Y15-24";"CZ05";22.9
"T";"THS";"B-E";"Y15-24";"CZ06";20.5
"T";"THS";"B-E";"Y15-24";"CZ07";18.7
"T";"THS";"B-E";"Y15-24";"CZ08";15.5
"T";"THS";"B-E";"Y15-24";"DE";831.3
"T";"THS";"B-E";"Y15-24";"DE1";170.5
"T";"THS";"B-E";"Y15-24";"DE11";66.2
"T";"THS";"B-E";"Y15-24";"DE12";38.3
"T";"THS";"B-E";"Y15-24";"DE13";37.9
"T";"THS";"B-E";"Y15-24";"DE14";28.1
"T";"THS";"B-E";"Y15-24";"DE2";191.6
"T";"THS";"B-E";"Y15-24";"DE21";43.6
"T";"THS";"B-E";"Y15-24";"DE22";24.4
"T";"THS";"B-E";"Y15-24";"DE23";21.8
"T";"THS";"B-E";"Y15-24";"DE24";23.3
"T";"THS";"B-E";"Y15-24";"DE25";22.8
"T";"THS";"B-E";"Y15-24";"DE26";26.4
"T";"THS";"B-E";"Y15-24";"DE27";29.5
"T";"THS";"B-E";"Y15-24";"DE3";11
"T";"THS";"B-E";"Y15-24";"DE30";11
"T";"THS";"B-E";"Y15-24";"DE4";13.5
"T";"THS";"B-E";"Y15-24";"DE40";13.5
"T";"THS";"B-E";"Y15-24";"DE5";NA
"T";"THS";"B-E";"Y15-24";"DE50";NA
"T";"THS";"B-E";"Y15-24";"DE6";7.3
"T";"THS";"B-E";"Y15-24";"DE60";7.3
"T";"THS";"B-E";"Y15-24";"DE7";50.3
"T";"THS";"B-E";"Y15-24";"DE71";24.9
"T";"THS";"B-E";"Y15-24";"DE72";13.4
"T";"THS";"B-E";"Y15-24";"DE73";11.9
"T";"THS";"B-E";"Y15-24";"DE8";7.4
"T";"THS";"B-E";"Y15-24";"DE80";7.4
"T";"THS";"B-E";"Y15-24";"DE9";76.9
"T";"THS";"B-E";"Y15-24";"DE91";17.7
"T";"THS";"B-E";"Y15-24";"DE92";16.8
"T";"THS";"B-E";"Y15-24";"DE93";15.2
"T";"THS";"B-E";"Y15-24";"DE94";27.1
"T";"THS";"B-E";"Y15-24";"DEA";157.5
"T";"THS";"B-E";"Y15-24";"DEA1";32.9
"T";"THS";"B-E";"Y15-24";"DEA2";29.6
"T";"THS";"B-E";"Y15-24";"DEA3";28.5
"T";"THS";"B-E";"Y15-24";"DEA4";25.7
"T";"THS";"B-E";"Y15-24";"DEA5";40.8
"T";"THS";"B-E";"Y15-24";"DEB";41.5
"T";"THS";"B-E";"Y15-24";"DEB1";14.7
"T";"THS";"B-E";"Y15-24";"DEB2";7.2
"T";"THS";"B-E";"Y15-24";"DEB3";19.5
"T";"THS";"B-E";"Y15-24";"DEC";8.5
"T";"THS";"B-E";"Y15-24";"DEC0";8.5
"T";"THS";"B-E";"Y15-24";"DED";35.4
"T";"THS";"B-E";"Y15-24";"DED2";11.9
"T";"THS";"B-E";"Y15-24";"DED4";14.3
"T";"THS";"B-E";"Y15-24";"DED5";9.2
"T";"THS";"B-E";"Y15-24";"DEE";18.9
"T";"THS";"B-E";"Y15-24";"DEE0";18.9
"T";"THS";"B-E";"Y15-24";"DEF";20.1
"T";"THS";"B-E";"Y15-24";"DEF0";20.1
"T";"THS";"B-E";"Y15-24";"DEG";17
"T";"THS";"B-E";"Y15-24";"DEG0";17
"T";"THS";"B-E";"Y15-24";"DK";28.1
"T";"THS";"B-E";"Y15-24";"DK0";28.1
"T";"THS";"B-E";"Y15-24";"DK01";5.6
"T";"THS";"B-E";"Y15-24";"DK02";2.8
"T";"THS";"B-E";"Y15-24";"DK03";7.2
"T";"THS";"B-E";"Y15-24";"DK04";8.1
"T";"THS";"B-E";"Y15-24";"DK05";4.3
"T";"THS";"B-E";"Y15-24";"EE";7.8
"T";"THS";"B-E";"Y15-24";"EE0";7.8
"T";"THS";"B-E";"Y15-24";"EE00";7.8
"T";"THS";"B-E";"Y15-24";"EL";11.3
"T";"THS";"B-E";"Y15-24";"EL3";3.8
"T";"THS";"B-E";"Y15-24";"EL30";3.8
"T";"THS";"B-E";"Y15-24";"EL4";NA
"T";"THS";"B-E";"Y15-24";"EL41";NA
"T";"THS";"B-E";"Y15-24";"EL42";NA
"T";"THS";"B-E";"Y15-24";"EL43";NA
"T";"THS";"B-E";"Y15-24";"EL5";4
"T";"THS";"B-E";"Y15-24";"EL51";NA
"T";"THS";"B-E";"Y15-24";"EL52";2.6
"T";"THS";"B-E";"Y15-24";"EL53";NA
"T";"THS";"B-E";"Y15-24";"EL54";NA
"T";"THS";"B-E";"Y15-24";"EL6";2.5
"T";"THS";"B-E";"Y15-24";"EL61";NA
"T";"THS";"B-E";"Y15-24";"EL62";NA
"T";"THS";"B-E";"Y15-24";"EL63";NA
"T";"THS";"B-E";"Y15-24";"EL64";NA
"T";"THS";"B-E";"Y15-24";"EL65";NA
"T";"THS";"B-E";"Y15-24";"ES";73.8
"T";"THS";"B-E";"Y15-24";"ES1";8.2
"T";"THS";"B-E";"Y15-24";"ES11";5.9
"T";"THS";"B-E";"Y15-24";"ES12";1.5
"T";"THS";"B-E";"Y15-24";"ES13";NA
"T";"THS";"B-E";"Y15-24";"ES2";7.9
"T";"THS";"B-E";"Y15-24";"ES21";2.8
"T";"THS";"B-E";"Y15-24";"ES22";1.9
"T";"THS";"B-E";"Y15-24";"ES23";NA
"T";"THS";"B-E";"Y15-24";"ES24";2.4
"T";"THS";"B-E";"Y15-24";"ES3";7.6
"T";"THS";"B-E";"Y15-24";"ES30";7.6
"T";"THS";"B-E";"Y15-24";"ES4";10.8
"T";"THS";"B-E";"Y15-24";"ES41";5.4
"T";"THS";"B-E";"Y15-24";"ES42";3.2
"T";"THS";"B-E";"Y15-24";"ES43";2.2
"T";"THS";"B-E";"Y15-24";"ES5";25.9
"T";"THS";"B-E";"Y15-24";"ES51";15.6
"T";"THS";"B-E";"Y15-24";"ES52";8.5
"T";"THS";"B-E";"Y15-24";"ES53";1.8
"T";"THS";"B-E";"Y15-24";"ES6";13.3
"T";"THS";"B-E";"Y15-24";"ES61";9.2
"T";"THS";"B-E";"Y15-24";"ES62";4.2
"T";"THS";"B-E";"Y15-24";"ES63";NA
"T";"THS";"B-E";"Y15-24";"ES64";NA
"T";"THS";"B-E";"Y15-24";"ES7";NA
"T";"THS";"B-E";"Y15-24";"ES70";NA
"T";"THS";"B-E";"Y15-24";"FI";30
"T";"THS";"B-E";"Y15-24";"FI1";30
"T";"THS";"B-E";"Y15-24";"FI19";10.9
"T";"THS";"B-E";"Y15-24";"FI1B";5.2
"T";"THS";"B-E";"Y15-24";"FI1C";6.3
"T";"THS";"B-E";"Y15-24";"FI1D";7.6
"T";"THS";"B-E";"Y15-24";"FI2";NA
"T";"THS";"B-E";"Y15-24";"FI20";NA
"T";"THS";"B-E";"Y15-24";"FR";285.2
"T";"THS";"B-E";"Y15-24";"FR1";27.9
"T";"THS";"B-E";"Y15-24";"FR10";27.9
"T";"THS";"B-E";"Y15-24";"FR2";62.6
"T";"THS";"B-E";"Y15-24";"FR21";9.6
"T";"THS";"B-E";"Y15-24";"FR22";9.1
"T";"THS";"B-E";"Y15-24";"FR23";13.4
"T";"THS";"B-E";"Y15-24";"FR24";13.7
"T";"THS";"B-E";"Y15-24";"FR25";7
"T";"THS";"B-E";"Y15-24";"FR26";9.8
"T";"THS";"B-E";"Y15-24";"FR3";18.6
"T";"THS";"B-E";"Y15-24";"FR30";18.6
"T";"THS";"B-E";"Y15-24";"FR4";34.5
"T";"THS";"B-E";"Y15-24";"FR41";13.8
"T";"THS";"B-E";"Y15-24";"FR42";11.6
"T";"THS";"B-E";"Y15-24";"FR43";9.1
"T";"THS";"B-E";"Y15-24";"FR5";45.4
"T";"THS";"B-E";"Y15-24";"FR51";22.7
"T";"THS";"B-E";"Y15-24";"FR52";13.9
"T";"THS";"B-E";"Y15-24";"FR53";8.8
"T";"THS";"B-E";"Y15-24";"FR6";26.3
"T";"THS";"B-E";"Y15-24";"FR61";12.5
"T";"THS";"B-E";"Y15-24";"FR62";11.1
"T";"THS";"B-E";"Y15-24";"FR63";NA
"T";"THS";"B-E";"Y15-24";"FR7";42.3
"T";"THS";"B-E";"Y15-24";"FR71";38.5
"T";"THS";"B-E";"Y15-24";"FR72";NA
"T";"THS";"B-E";"Y15-24";"FR8";23.8
"T";"THS";"B-E";"Y15-24";"FR81";6.5
"T";"THS";"B-E";"Y15-24";"FR82";16.8
"T";"THS";"B-E";"Y15-24";"FR83";NA
"T";"THS";"B-E";"Y15-24";"FRA";3.8
"T";"THS";"B-E";"Y15-24";"FRA1";NA
"T";"THS";"B-E";"Y15-24";"FRA2";NA
"T";"THS";"B-E";"Y15-24";"FRA3";NA
"T";"THS";"B-E";"Y15-24";"FRA4";NA
"T";"THS";"B-E";"Y15-24";"FRA5";NA
"T";"THS";"B-E";"Y15-24";"HR";19
"T";"THS";"B-E";"Y15-24";"HR0";19
"T";"THS";"B-E";"Y15-24";"HR03";2.5
"T";"THS";"B-E";"Y15-24";"HR04";16.5
"T";"THS";"B-E";"Y15-24";"HU";73.3
"T";"THS";"B-E";"Y15-24";"HU1";9.9
"T";"THS";"B-E";"Y15-24";"HU10";9.9
"T";"THS";"B-E";"Y15-24";"HU2";31.2
"T";"THS";"B-E";"Y15-24";"HU21";13.8
"T";"THS";"B-E";"Y15-24";"HU22";11.2
"T";"THS";"B-E";"Y15-24";"HU23";6.2
"T";"THS";"B-E";"Y15-24";"HU3";32.1
"T";"THS";"B-E";"Y15-24";"HU31";10.6
"T";"THS";"B-E";"Y15-24";"HU32";12.6
"T";"THS";"B-E";"Y15-24";"HU33";8.9
"T";"THS";"B-E";"Y15-24";"IE";14.1
"T";"THS";"B-E";"Y15-24";"IE0";14.1
"T";"THS";"B-E";"Y15-24";"IE01";4.6
"T";"THS";"B-E";"Y15-24";"IE02";9.5
"T";"THS";"B-E";"Y15-24";"IT";189.3
"T";"THS";"B-E";"Y15-24";"ITC";60.3
"T";"THS";"B-E";"Y15-24";"ITC1";15
"T";"THS";"B-E";"Y15-24";"ITC2";NA
"T";"THS";"B-E";"Y15-24";"ITC3";2.5
"T";"THS";"B-E";"Y15-24";"ITC4";42.4
"T";"THS";"B-E";"Y15-24";"ITF";26
"T";"THS";"B-E";"Y15-24";"ITF1";3.7
"T";"THS";"B-E";"Y15-24";"ITF2";NA
"T";"THS";"B-E";"Y15-24";"ITF3";9.3
"T";"THS";"B-E";"Y15-24";"ITF4";9.8
"T";"THS";"B-E";"Y15-24";"ITF5";NA
"T";"THS";"B-E";"Y15-24";"ITF6";1.9
"T";"THS";"B-E";"Y15-24";"ITG";8.2
"T";"THS";"B-E";"Y15-24";"ITG1";5.8
"T";"THS";"B-E";"Y15-24";"ITG2";2.4
"T";"THS";"B-E";"Y15-24";"ITH";63.2
"T";"THS";"B-E";"Y15-24";"ITH1";4.6
"T";"THS";"B-E";"Y15-24";"ITH2";2.4
"T";"THS";"B-E";"Y15-24";"ITH3";30.6
"T";"THS";"B-E";"Y15-24";"ITH4";6.2
"T";"THS";"B-E";"Y15-24";"ITH5";19.4
"T";"THS";"B-E";"Y15-24";"ITI";31.7
"T";"THS";"B-E";"Y15-24";"ITI1";15.1
"T";"THS";"B-E";"Y15-24";"ITI2";2.9
"T";"THS";"B-E";"Y15-24";"ITI3";7.7
"T";"THS";"B-E";"Y15-24";"ITI4";6
"T";"THS";"B-E";"Y15-24";"LT";21.1
"T";"THS";"B-E";"Y15-24";"LT0";21.1
"T";"THS";"B-E";"Y15-24";"LT00";21.1
"T";"THS";"B-E";"Y15-24";"LU";0.7
"T";"THS";"B-E";"Y15-24";"LU0";0.7
"T";"THS";"B-E";"Y15-24";"LU00";0.7
"T";"THS";"B-E";"Y15-24";"LV";10.1
"T";"THS";"B-E";"Y15-24";"LV0";10.1
"T";"THS";"B-E";"Y15-24";"LV00";10.1
"T";"THS";"B-E";"Y15-24";"MT";3.8
"T";"THS";"B-E";"Y15-24";"MT0";3.8
"T";"THS";"B-E";"Y15-24";"MT00";3.8
"T";"THS";"B-E";"Y15-24";"NL";66.7
"T";"THS";"B-E";"Y15-24";"NL1";7.6
"T";"THS";"B-E";"Y15-24";"NL11";1.6
