"sex";"age";"unit";"isco08";"isced11";"mgstatus";"geo";"X2014"
"T";"TOTAL";"THS_PER";"OC1";"ED3_4";"TOTAL";"SI";7.9
"T";"TOTAL";"THS_PER";"OC1";"ED5-8";"IMG";"SI";7.4
"T";"TOTAL";"THS_PER";"OC1";"ED5-8";"TOTAL";"SI";44.5
"T";"TOTAL";"THS_PER";"OC1";"TOTAL";"IMG";"SI";8.7
"T";"TOTAL";"THS_PER";"OC1";"TOTAL";"TOTAL";"SI";52.6
"T";"TOTAL";"THS_PER";"OC2";"ED0-2";"IMG";"SI";NA
"T";"TOTAL";"THS_PER";"OC2";"ED0-2";"TOTAL";"SI";NA
"T";"TOTAL";"THS_PER";"OC2";"ED3_4";"IMG";"SI";2.9
"T";"TOTAL";"THS_PER";"OC2";"ED3_4";"TOTAL";"SI";22.6
"T";"TOTAL";"THS_PER";"OC2";"ED5-8";"IMG";"SI";26.8
"T";"TOTAL";"THS_PER";"OC2";"ED5-8";"TOTAL";"SI";147
"T";"TOTAL";"THS_PER";"OC2";"TOTAL";"IMG";"SI";30
"T";"TOTAL";"THS_PER";"OC2";"TOTAL";"TOTAL";"SI";170.6
"T";"TOTAL";"THS_PER";"OC3";"ED0-2";"IMG";"SI";NA
"T";"TOTAL";"THS_PER";"OC3";"ED0-2";"TOTAL";"SI";2.2
"T";"TOTAL";"THS_PER";"OC3";"ED3_4";"IMG";"SI";13.8
"T";"TOTAL";"THS_PER";"OC3";"ED3_4";"TOTAL";"SI";69.2
"T";"TOTAL";"THS_PER";"OC3";"ED5-8";"IMG";"SI";6
"T";"TOTAL";"THS_PER";"OC3";"ED5-8";"TOTAL";"SI";35.7
"T";"TOTAL";"THS_PER";"OC3";"TOTAL";"IMG";"SI";20.1
"T";"TOTAL";"THS_PER";"OC3";"TOTAL";"TOTAL";"SI";107.1
"T";"TOTAL";"THS_PER";"OC4";"ED0-2";"IMG";"SI";NA
"T";"TOTAL";"THS_PER";"OC4";"ED0-2";"TOTAL";"SI";2
"T";"TOTAL";"THS_PER";"OC4";"ED3_4";"IMG";"SI";9.6
"T";"TOTAL";"THS_PER";"OC4";"ED3_4";"TOTAL";"SI";46.5
"T";"TOTAL";"THS_PER";"OC4";"ED5-8";"IMG";"SI";2
"T";"TOTAL";"THS_PER";"OC4";"ED5-8";"TOTAL";"SI";12.3
"T";"TOTAL";"THS_PER";"OC4";"TOTAL";"IMG";"SI";12.2
"T";"TOTAL";"THS_PER";"OC4";"TOTAL";"TOTAL";"SI";60.8
"T";"TOTAL";"THS_PER";"OC5";"ED0-2";"IMG";"SI";2
"T";"TOTAL";"THS_PER";"OC5";"ED0-2";"TOTAL";"SI";6.2
"T";"TOTAL";"THS_PER";"OC5";"ED3_4";"IMG";"SI";18.2
"T";"TOTAL";"THS_PER";"OC5";"ED3_4";"TOTAL";"SI";88.9
"T";"TOTAL";"THS_PER";"OC5";"ED5-8";"IMG";"SI";1.5
"T";"TOTAL";"THS_PER";"OC5";"ED5-8";"TOTAL";"SI";8.9
"T";"TOTAL";"THS_PER";"OC5";"TOTAL";"IMG";"SI";21.8
"T";"TOTAL";"THS_PER";"OC5";"TOTAL";"TOTAL";"SI";104.1
"T";"TOTAL";"THS_PER";"OC6";"ED0-2";"IMG";"SI";NA
"T";"TOTAL";"THS_PER";"OC6";"ED0-2";"TOTAL";"SI";NA
"T";"TOTAL";"THS_PER";"OC6";"ED3_4";"IMG";"SI";NA
"T";"TOTAL";"THS_PER";"OC6";"ED3_4";"TOTAL";"SI";3.2
"T";"TOTAL";"THS_PER";"OC6";"ED5-8";"IMG";"SI";NA
"T";"TOTAL";"THS_PER";"OC6";"ED5-8";"TOTAL";"SI";NA
"T";"TOTAL";"THS_PER";"OC6";"TOTAL";"IMG";"SI";NA
"T";"TOTAL";"THS_PER";"OC6";"TOTAL";"TOTAL";"SI";4.6
"T";"TOTAL";"THS_PER";"OC7";"ED0-2";"IMG";"SI";4.4
"T";"TOTAL";"THS_PER";"OC7";"ED0-2";"TOTAL";"SI";12.9
"T";"TOTAL";"THS_PER";"OC7";"ED3_4";"IMG";"SI";24.1
"T";"TOTAL";"THS_PER";"OC7";"ED3_4";"TOTAL";"SI";91.7
"T";"TOTAL";"THS_PER";"OC7";"ED5-8";"IMG";"SI";NA
"T";"TOTAL";"THS_PER";"OC7";"ED5-8";"TOTAL";"SI";3.8
"T";"TOTAL";"THS_PER";"OC7";"TOTAL";"IMG";"SI";29.4
"T";"TOTAL";"THS_PER";"OC7";"TOTAL";"TOTAL";"SI";108.4
"T";"TOTAL";"THS_PER";"OC8";"ED0-2";"IMG";"SI";3.9
"T";"TOTAL";"THS_PER";"OC8";"ED0-2";"TOTAL";"SI";16.6
"T";"TOTAL";"THS_PER";"OC8";"ED3_4";"IMG";"SI";14.1
"T";"TOTAL";"THS_PER";"OC8";"ED3_4";"TOTAL";"SI";55.6
"T";"TOTAL";"THS_PER";"OC8";"ED5-8";"IMG";"SI";NA
"T";"TOTAL";"THS_PER";"OC8";"ED5-8";"TOTAL";"SI";1.7
"T";"TOTAL";"THS_PER";"OC8";"TOTAL";"IMG";"SI";18.2
"T";"TOTAL";"THS_PER";"OC8";"TOTAL";"TOTAL";"SI";73.9
"T";"TOTAL";"THS_PER";"OC9";"ED0-2";"IMG";"SI";8.8
"T";"TOTAL";"THS_PER";"OC9";"ED0-2";"TOTAL";"SI";20.5
"T";"TOTAL";"THS_PER";"OC9";"ED3_4";"IMG";"SI";9.3
"T";"TOTAL";"THS_PER";"OC9";"ED3_4";"TOTAL";"SI";24
"T";"TOTAL";"THS_PER";"OC9";"ED5-8";"IMG";"SI";NA
"T";"TOTAL";"THS_PER";"OC9";"ED5-8";"TOTAL";"SI";1.4
"T";"TOTAL";"THS_PER";"OC9";"TOTAL";"IMG";"SI";18.8
"T";"TOTAL";"THS_PER";"OC9";"TOTAL";"TOTAL";"SI";45.9
"T";"TOTAL";"THS_PER";"TOTAL";"ED0-2";"IMG";"SI";20.5
"T";"TOTAL";"THS_PER";"TOTAL";"ED0-2";"TOTAL";"SI";63
"T";"TOTAL";"THS_PER";"TOTAL";"ED3_4";"IMG";"SI";95
"T";"TOTAL";"THS_PER";"TOTAL";"ED3_4";"TOTAL";"SI";416.9
"T";"TOTAL";"THS_PER";"TOTAL";"ED5-8";"IMG";"SI";47
"T";"TOTAL";"THS_PER";"TOTAL";"ED5-8";"TOTAL";"SI";261.9
"T";"TOTAL";"THS_PER";"TOTAL";"TOTAL";"IMG";"SI";162.5
"T";"TOTAL";"THS_PER";"TOTAL";"TOTAL";"TOTAL";"SI";741.7
"T";"TOTAL";"THS_PER";"OC0";"ED0-2";"IMG";"SK";NA
"T";"TOTAL";"THS_PER";"OC0";"ED0-2";"TOTAL";"SK";NA
"T";"TOTAL";"THS_PER";"OC0";"ED3_4";"IMG";"SK";NA
"T";"TOTAL";"THS_PER";"OC0";"ED3_4";"TOTAL";"SK";9
"T";"TOTAL";"THS_PER";"OC0";"ED5-8";"IMG";"SK";NA
"T";"TOTAL";"THS_PER";"OC0";"ED5-8";"TOTAL";"SK";NA
"T";"TOTAL";"THS_PER";"OC0";"TOTAL";"IMG";"SK";NA
"T";"TOTAL";"THS_PER";"OC0";"TOTAL";"TOTAL";"SK";11.5
"T";"TOTAL";"THS_PER";"OC1";"ED0-2";"IMG";"SK";NA
"T";"TOTAL";"THS_PER";"OC1";"ED0-2";"TOTAL";"SK";NA
"T";"TOTAL";"THS_PER";"OC1";"ED3_4";"IMG";"SK";NA
"T";"TOTAL";"THS_PER";"OC1";"ED3_4";"TOTAL";"SK";14.4
"T";"TOTAL";"THS_PER";"OC1";"ED5-8";"IMG";"SK";NA
"T";"TOTAL";"THS_PER";"OC1";"ED5-8";"TOTAL";"SK";49.7
"T";"TOTAL";"THS_PER";"OC1";"TOTAL";"IMG";"SK";NA
"T";"TOTAL";"THS_PER";"OC1";"TOTAL";"TOTAL";"SK";64.1
"T";"TOTAL";"THS_PER";"OC2";"ED0-2";"IMG";"SK";NA
"T";"TOTAL";"THS_PER";"OC2";"ED0-2";"TOTAL";"SK";NA
"T";"TOTAL";"THS_PER";"OC2";"ED3_4";"IMG";"SK";NA
"T";"TOTAL";"THS_PER";"OC2";"ED3_4";"TOTAL";"SK";46.1
"T";"TOTAL";"THS_PER";"OC2";"ED5-8";"IMG";"SK";4.6
"T";"TOTAL";"THS_PER";"OC2";"ED5-8";"TOTAL";"SK";184.3
"T";"TOTAL";"THS_PER";"OC2";"TOTAL";"IMG";"SK";6.3
"T";"TOTAL";"THS_PER";"OC2";"TOTAL";"TOTAL";"SK";230.7
"T";"TOTAL";"THS_PER";"OC3";"ED0-2";"IMG";"SK";NA
"T";"TOTAL";"THS_PER";"OC3";"ED0-2";"TOTAL";"SK";NA
"T";"TOTAL";"THS_PER";"OC3";"ED3_4";"IMG";"SK";6.4
"T";"TOTAL";"THS_PER";"OC3";"ED3_4";"TOTAL";"SK";191.8
"T";"TOTAL";"THS_PER";"OC3";"ED5-8";"IMG";"SK";2.9
"T";"TOTAL";"THS_PER";"OC3";"ED5-8";"TOTAL";"SK";124.1
"T";"TOTAL";"THS_PER";"OC3";"TOTAL";"IMG";"SK";9.3
"T";"TOTAL";"THS_PER";"OC3";"TOTAL";"TOTAL";"SK";317.1
"T";"TOTAL";"THS_PER";"OC4";"ED0-2";"IMG";"SK";NA
"T";"TOTAL";"THS_PER";"OC4";"ED0-2";"TOTAL";"SK";2.6
"T";"TOTAL";"THS_PER";"OC4";"ED3_4";"IMG";"SK";5.1
"T";"TOTAL";"THS_PER";"OC4";"ED3_4";"TOTAL";"SK";158.3
"T";"TOTAL";"THS_PER";"OC4";"ED5-8";"IMG";"SK";NA
"T";"TOTAL";"THS_PER";"OC4";"ED5-8";"TOTAL";"SK";31
"T";"TOTAL";"THS_PER";"OC4";"TOTAL";"IMG";"SK";5.8
"T";"TOTAL";"THS_PER";"OC4";"TOTAL";"TOTAL";"SK";191.9
"T";"TOTAL";"THS_PER";"OC5";"ED0-2";"IMG";"SK";NA
"T";"TOTAL";"THS_PER";"OC5";"ED0-2";"TOTAL";"SK";14.4
"T";"TOTAL";"THS_PER";"OC5";"ED3_4";"IMG";"SK";7.6
"T";"TOTAL";"THS_PER";"OC5";"ED3_4";"TOTAL";"SK";334.8
"T";"TOTAL";"THS_PER";"OC5";"ED5-8";"IMG";"SK";NA
"T";"TOTAL";"THS_PER";"OC5";"ED5-8";"TOTAL";"SK";35.4
"T";"TOTAL";"THS_PER";"OC5";"TOTAL";"IMG";"SK";8.4
"T";"TOTAL";"THS_PER";"OC5";"TOTAL";"TOTAL";"SK";384.6
"T";"TOTAL";"THS_PER";"OC6";"ED0-2";"IMG";"SK";NA
"T";"TOTAL";"THS_PER";"OC6";"ED0-2";"TOTAL";"SK";NA
"T";"TOTAL";"THS_PER";"OC6";"ED3_4";"IMG";"SK";NA
"T";"TOTAL";"THS_PER";"OC6";"ED3_4";"TOTAL";"SK";11.4
"T";"TOTAL";"THS_PER";"OC6";"ED5-8";"IMG";"SK";NA
"T";"TOTAL";"THS_PER";"OC6";"ED5-8";"TOTAL";"SK";NA
"T";"TOTAL";"THS_PER";"OC6";"TOTAL";"IMG";"SK";NA
"T";"TOTAL";"THS_PER";"OC6";"TOTAL";"TOTAL";"SK";14.5
"T";"TOTAL";"THS_PER";"OC7";"ED0-2";"IMG";"SK";NA
"T";"TOTAL";"THS_PER";"OC7";"ED0-2";"TOTAL";"SK";10.1
"T";"TOTAL";"THS_PER";"OC7";"ED3_4";"IMG";"SK";6.4
"T";"TOTAL";"THS_PER";"OC7";"ED3_4";"TOTAL";"SK";260.6
"T";"TOTAL";"THS_PER";"OC7";"ED5-8";"IMG";"SK";NA
"T";"TOTAL";"THS_PER";"OC7";"ED5-8";"TOTAL";"SK";8
"T";"TOTAL";"THS_PER";"OC7";"TOTAL";"IMG";"SK";7.1
"T";"TOTAL";"THS_PER";"OC7";"TOTAL";"TOTAL";"SK";278.8
"T";"TOTAL";"THS_PER";"OC8";"ED0-2";"IMG";"SK";NA
"T";"TOTAL";"THS_PER";"OC8";"ED0-2";"TOTAL";"SK";16.1
"T";"TOTAL";"THS_PER";"OC8";"ED3_4";"IMG";"SK";7.7
"T";"TOTAL";"THS_PER";"OC8";"ED3_4";"TOTAL";"SK";286.8
"T";"TOTAL";"THS_PER";"OC8";"ED5-8";"IMG";"SK";NA
"T";"TOTAL";"THS_PER";"OC8";"ED5-8";"TOTAL";"SK";6.9
"T";"TOTAL";"THS_PER";"OC8";"TOTAL";"IMG";"SK";7.9
"T";"TOTAL";"THS_PER";"OC8";"TOTAL";"TOTAL";"SK";309.8
"T";"TOTAL";"THS_PER";"OC9";"ED0-2";"IMG";"SK";NA
"T";"TOTAL";"THS_PER";"OC9";"ED0-2";"TOTAL";"SK";50.7
"T";"TOTAL";"THS_PER";"OC9";"ED3_4";"IMG";"SK";3.6
"T";"TOTAL";"THS_PER";"OC9";"ED3_4";"TOTAL";"SK";125.8
"T";"TOTAL";"THS_PER";"OC9";"ED5-8";"IMG";"SK";NA
"T";"TOTAL";"THS_PER";"OC9";"ED5-8";"TOTAL";"SK";2.6
"T";"TOTAL";"THS_PER";"OC9";"TOTAL";"IMG";"SK";6
"T";"TOTAL";"THS_PER";"OC9";"TOTAL";"TOTAL";"SK";179.2
"T";"TOTAL";"THS_PER";"TOTAL";"ED0-2";"IMG";"SK";2.7
"T";"TOTAL";"THS_PER";"TOTAL";"ED0-2";"TOTAL";"SK";97.5
"T";"TOTAL";"THS_PER";"TOTAL";"ED3_4";"IMG";"SK";39.3
"T";"TOTAL";"THS_PER";"TOTAL";"ED3_4";"TOTAL";"SK";1439.3
"T";"TOTAL";"THS_PER";"TOTAL";"ED5-8";"IMG";"SK";12.3
"T";"TOTAL";"THS_PER";"TOTAL";"ED5-8";"TOTAL";"SK";445.4
"T";"TOTAL";"THS_PER";"TOTAL";"TOTAL";"IMG";"SK";54.3
"T";"TOTAL";"THS_PER";"TOTAL";"TOTAL";"TOTAL";"SK";1982.3
"T";"TOTAL";"THS_PER";"OC0";"ED0-2";"IMG";"UK";NA
"T";"TOTAL";"THS_PER";"OC0";"ED0-2";"TOTAL";"UK";NA
"T";"TOTAL";"THS_PER";"OC0";"ED3_4";"IMG";"UK";NA
"T";"TOTAL";"THS_PER";"OC0";"ED3_4";"TOTAL";"UK";37.6
"T";"TOTAL";"THS_PER";"OC0";"ED5-8";"IMG";"UK";NA
"T";"TOTAL";"THS_PER";"OC0";"ED5-8";"TOTAL";"UK";30.5
"T";"TOTAL";"THS_PER";"OC0";"TOTAL";"IMG";"UK";14.9
"T";"TOTAL";"THS_PER";"OC0";"TOTAL";"TOTAL";"UK";79.7
"T";"TOTAL";"THS_PER";"OC1";"ED0-2";"IMG";"UK";35.9
"T";"TOTAL";"THS_PER";"OC1";"ED0-2";"TOTAL";"UK";267.9
"T";"TOTAL";"THS_PER";"OC1";"ED3_4";"IMG";"UK";142.4
"T";"TOTAL";"THS_PER";"OC1";"ED3_4";"TOTAL";"UK";843.1
"T";"TOTAL";"THS_PER";"OC1";"ED5-8";"IMG";"UK";379.3
"T";"TOTAL";"THS_PER";"OC1";"ED5-8";"TOTAL";"UK";1294.5
"T";"TOTAL";"THS_PER";"OC1";"TOTAL";"IMG";"UK";569.1
"T";"TOTAL";"THS_PER";"OC1";"TOTAL";"TOTAL";"UK";2454.1
"T";"TOTAL";"THS_PER";"OC2";"ED0-2";"IMG";"UK";42
"T";"TOTAL";"THS_PER";"OC2";"ED0-2";"TOTAL";"UK";212.2
"T";"TOTAL";"THS_PER";"OC2";"ED3_4";"IMG";"UK";188.8
"T";"TOTAL";"THS_PER";"OC2";"ED3_4";"TOTAL";"UK";931.2
"T";"TOTAL";"THS_PER";"OC2";"ED5-8";"IMG";"UK";1485.5
"T";"TOTAL";"THS_PER";"OC2";"ED5-8";"TOTAL";"UK";4929.8
"T";"TOTAL";"THS_PER";"OC2";"TOTAL";"IMG";"UK";1727.5
"T";"TOTAL";"THS_PER";"OC2";"TOTAL";"TOTAL";"UK";6129.2
"T";"TOTAL";"THS_PER";"OC3";"ED0-2";"IMG";"UK";79.1
"T";"TOTAL";"THS_PER";"OC3";"ED0-2";"TOTAL";"UK";407.6
"T";"TOTAL";"THS_PER";"OC3";"ED3_4";"IMG";"UK";262
"T";"TOTAL";"THS_PER";"OC3";"ED3_4";"TOTAL";"UK";1462
"T";"TOTAL";"THS_PER";"OC3";"ED5-8";"IMG";"UK";373.6
"T";"TOTAL";"THS_PER";"OC3";"ED5-8";"TOTAL";"UK";1369.3
"T";"TOTAL";"THS_PER";"OC3";"TOTAL";"IMG";"UK";724.2
"T";"TOTAL";"THS_PER";"OC3";"TOTAL";"TOTAL";"UK";3300.6
"T";"TOTAL";"THS_PER";"OC4";"ED0-2";"IMG";"UK";84.7
"T";"TOTAL";"THS_PER";"OC4";"ED0-2";"TOTAL";"UK";553.3
"T";"TOTAL";"THS_PER";"OC4";"ED3_4";"IMG";"UK";227.8
"T";"TOTAL";"THS_PER";"OC4";"ED3_4";"TOTAL";"UK";1330
"T";"TOTAL";"THS_PER";"OC4";"ED5-8";"IMG";"UK";270.4
"T";"TOTAL";"THS_PER";"OC4";"ED5-8";"TOTAL";"UK";839.2
"T";"TOTAL";"THS_PER";"OC4";"TOTAL";"IMG";"UK";597.4
"T";"TOTAL";"THS_PER";"OC4";"TOTAL";"TOTAL";"UK";2790.8
"T";"TOTAL";"THS_PER";"OC5";"ED0-2";"IMG";"UK";219.7
"T";"TOTAL";"THS_PER";"OC5";"ED0-2";"TOTAL";"UK";1059
"T";"TOTAL";"THS_PER";"OC5";"ED3_4";"IMG";"UK";593.2
"T";"TOTAL";"THS_PER";"OC5";"ED3_4";"TOTAL";"UK";2735.3
"T";"TOTAL";"THS_PER";"OC5";"ED5-8";"IMG";"UK";399.2
"T";"TOTAL";"THS_PER";"OC5";"ED5-8";"TOTAL";"UK";1134.7
"T";"TOTAL";"THS_PER";"OC5";"TOTAL";"IMG";"UK";1231.2
"T";"TOTAL";"THS_PER";"OC5";"TOTAL";"TOTAL";"UK";5051.1
"T";"TOTAL";"THS_PER";"OC6";"ED0-2";"IMG";"UK";NA
"T";"TOTAL";"THS_PER";"OC6";"ED0-2";"TOTAL";"UK";37.8
"T";"TOTAL";"THS_PER";"OC6";"ED3_4";"IMG";"UK";NA
"T";"TOTAL";"THS_PER";"OC6";"ED3_4";"TOTAL";"UK";53.5
"T";"TOTAL";"THS_PER";"OC6";"ED5-8";"IMG";"UK";NA
"T";"TOTAL";"THS_PER";"OC6";"ED5-8";"TOTAL";"UK";12.1
"T";"TOTAL";"THS_PER";"OC6";"TOTAL";"IMG";"UK";NA
"T";"TOTAL";"THS_PER";"OC6";"TOTAL";"TOTAL";"UK";110
"T";"TOTAL";"THS_PER";"OC7";"ED0-2";"IMG";"UK";60.7
"T";"TOTAL";"THS_PER";"OC7";"ED0-2";"TOTAL";"UK";370.8
"T";"TOTAL";"THS_PER";"OC7";"ED3_4";"IMG";"UK";146.6
"T";"TOTAL";"THS_PER";"OC7";"ED3_4";"TOTAL";"UK";1057.2
"T";"TOTAL";"THS_PER";"OC7";"ED5-8";"IMG";"UK";72.9
"T";"TOTAL";"THS_PER";"OC7";"ED5-8";"TOTAL";"UK";234.8
"T";"TOTAL";"THS_PER";"OC7";"TOTAL";"IMG";"UK";285.3
"T";"TOTAL";"THS_PER";"OC7";"TOTAL";"TOTAL";"UK";1727.3
"T";"TOTAL";"THS_PER";"OC8";"ED0-2";"IMG";"UK";98.7
"T";"TOTAL";"THS_PER";"OC8";"ED0-2";"TOTAL";"UK";437.2
"T";"TOTAL";"THS_PER";"OC8";"ED3_4";"IMG";"UK";185.2
"T";"TOTAL";"THS_PER";"OC8";"ED3_4";"TOTAL";"UK";631.3
"T";"TOTAL";"THS_PER";"OC8";"ED5-8";"IMG";"UK";50
"T";"TOTAL";"THS_PER";"OC8";"ED5-8";"TOTAL";"UK";106.9
"T";"TOTAL";"THS_PER";"OC8";"TOTAL";"IMG";"UK";344.2
"T";"TOTAL";"THS_PER";"OC8";"TOTAL";"TOTAL";"UK";1217.4
"T";"TOTAL";"THS_PER";"OC9";"ED0-2";"IMG";"UK";243.5
"T";"TOTAL";"THS_PER";"OC9";"ED0-2";"TOTAL";"UK";938.5
"T";"TOTAL";"THS_PER";"OC9";"ED3_4";"IMG";"UK";329
"T";"TOTAL";"THS_PER";"OC9";"ED3_4";"TOTAL";"UK";1039.9
"T";"TOTAL";"THS_PER";"OC9";"ED5-8";"IMG";"UK";123.4
"T";"TOTAL";"THS_PER";"OC9";"ED5-8";"TOTAL";"UK";257.3
"T";"TOTAL";"THS_PER";"OC9";"TOTAL";"IMG";"UK";707.2
"T";"TOTAL";"THS_PER";"OC9";"TOTAL";"TOTAL";"UK";2302
"T";"TOTAL";"THS_PER";"TOTAL";"ED0-2";"IMG";"UK";869.1
"T";"TOTAL";"THS_PER";"TOTAL";"ED0-2";"TOTAL";"UK";4309.5
"T";"TOTAL";"THS_PER";"TOTAL";"ED3_4";"IMG";"UK";2087.8
"T";"TOTAL";"THS_PER";"TOTAL";"ED3_4";"TOTAL";"UK";10133.5
"T";"TOTAL";"THS_PER";"TOTAL";"ED5-8";"IMG";"UK";3167.4
"T";"TOTAL";"THS_PER";"TOTAL";"ED5-8";"TOTAL";"UK";10225.3
"T";"TOTAL";"THS_PER";"TOTAL";"TOTAL";"IMG";"UK";6220.7
"T";"TOTAL";"THS_PER";"TOTAL";"TOTAL";"TOTAL";"UK";25219.8
