"unit";"sex";"age";"geo";"X2015"
"NR";"T";"Y15-24";"DED";311808
"NR";"T";"Y25-64";"DED";2227432
"NR";"T";"Y65-74";"DED";483080
"NR";"T";"YGE75";"DED";528152
"NR";"F";"TOTAL";"DED2";808495
"NR";"F";"Y0-14";"DED2";100533
"NR";"F";"Y15-24";"DED2";60030
"NR";"F";"Y25-64";"DED2";420972
"NR";"F";"Y65-74";"DED2";100376
"NR";"F";"YGE75";"DED2";126584
"NR";"M";"TOTAL";"DED2";784270
"NR";"M";"Y0-14";"DED2";105653
"NR";"M";"Y15-24";"DED2";65259
"NR";"M";"Y25-64";"DED2";447705
"NR";"M";"Y65-74";"DED2";85857
"NR";"M";"YGE75";"DED2";79796
"NR";"T";"TOTAL";"DED2";1592765
"NR";"T";"Y0-14";"DED2";206186
"NR";"T";"Y15-24";"DED2";125289
"NR";"T";"Y25-64";"DED2";868677
"NR";"T";"Y65-74";"DED2";186233
"NR";"T";"YGE75";"DED2";206380
"NR";"F";"TOTAL";"DED4";748578
"NR";"F";"Y0-14";"DED4";84300
"NR";"F";"Y15-24";"DED4";48562
"NR";"F";"Y25-64";"DED4";387046
"NR";"F";"Y65-74";"DED4";100535
"NR";"F";"YGE75";"DED4";128135
"NR";"M";"TOTAL";"DED4";714763
"NR";"M";"Y0-14";"DED4";88486
"NR";"M";"Y15-24";"DED4";54713
"NR";"M";"Y25-64";"DED4";408567
"NR";"M";"Y65-74";"DED4";87021
"NR";"M";"YGE75";"DED4";75976
"NR";"T";"TOTAL";"DED4";1463341
"NR";"T";"Y0-14";"DED4";172786
"NR";"T";"Y15-24";"DED4";103275
"NR";"T";"Y25-64";"DED4";795613
"NR";"T";"Y65-74";"DED4";187556
"NR";"T";"YGE75";"DED4";204111
"NR";"F";"TOTAL";"DED5";510594
"NR";"F";"Y0-14";"DED5";61403
"NR";"F";"Y15-24";"DED5";42220
"NR";"F";"Y25-64";"DED5";274160
"NR";"F";"Y65-74";"DED5";59464
"NR";"F";"YGE75";"DED5";73347
"NR";"M";"TOTAL";"DED5";488574
"NR";"M";"Y0-14";"DED5";64427
"NR";"M";"Y15-24";"DED5";41024
"NR";"M";"Y25-64";"DED5";288982
"NR";"M";"Y65-74";"DED5";49827
"NR";"M";"YGE75";"DED5";44314
"NR";"T";"TOTAL";"DED5";999168
"NR";"T";"Y0-14";"DED5";125830
"NR";"T";"Y15-24";"DED5";83244
"NR";"T";"Y25-64";"DED5";563142
"NR";"T";"Y65-74";"DED5";109291
"NR";"T";"YGE75";"DED5";117661
"NR";"F";"TOTAL";"DEE";1139751
"NR";"F";"Y0-14";"DEE";124008
"NR";"F";"Y15-24";"DEE";80892
"NR";"F";"Y25-64";"DEE";609348
"NR";"F";"Y65-74";"DEE";147680
"NR";"F";"YGE75";"DEE";177823
"NR";"M";"TOTAL";"DEE";1095797
"NR";"M";"Y0-14";"DEE";131282
"NR";"M";"Y15-24";"DEE";88884
"NR";"M";"Y25-64";"DEE";642620
"NR";"M";"Y65-74";"DEE";127174
"NR";"M";"YGE75";"DEE";105837
"NR";"T";"TOTAL";"DEE";2235548
"NR";"T";"Y0-14";"DEE";255290
"NR";"T";"Y15-24";"DEE";169776
"NR";"T";"Y25-64";"DEE";1251968
"NR";"T";"Y65-74";"DEE";274854
"NR";"T";"YGE75";"DEE";283660
"NR";"F";"TOTAL";"DEE0";1139751
"NR";"F";"Y0-14";"DEE0";124008
"NR";"F";"Y15-24";"DEE0";80892
"NR";"F";"Y25-64";"DEE0";609348
"NR";"F";"Y65-74";"DEE0";147680
"NR";"F";"YGE75";"DEE0";177823
"NR";"M";"TOTAL";"DEE0";1095797
"NR";"M";"Y0-14";"DEE0";131282
"NR";"M";"Y15-24";"DEE0";88884
"NR";"M";"Y25-64";"DEE0";642620
"NR";"M";"Y65-74";"DEE0";127174
"NR";"M";"YGE75";"DEE0";105837
"NR";"T";"TOTAL";"DEE0";2235548
"NR";"T";"Y0-14";"DEE0";255290
"NR";"T";"Y15-24";"DEE0";169776
"NR";"T";"Y25-64";"DEE0";1251968
"NR";"T";"Y65-74";"DEE0";274854
"NR";"T";"YGE75";"DEE0";283660
"NR";"F";"TOTAL";"DEF";1449413
"NR";"F";"Y0-14";"DEF";181485
"NR";"F";"Y15-24";"DEF";149815
"NR";"F";"Y25-64";"DEF";761831
"NR";"F";"Y65-74";"DEF";170897
"NR";"F";"YGE75";"DEF";185385
"NR";"M";"TOTAL";"DEF";1381451
"NR";"M";"Y0-14";"DEF";190578
"NR";"M";"Y15-24";"DEF";159300
"NR";"M";"Y25-64";"DEF";749139
"NR";"M";"Y65-74";"DEF";156802
"NR";"M";"YGE75";"DEF";125632
"NR";"T";"TOTAL";"DEF";2830864
"NR";"T";"Y0-14";"DEF";372063
"NR";"T";"Y15-24";"DEF";309115
"NR";"T";"Y25-64";"DEF";1510970
"NR";"T";"Y65-74";"DEF";327699
"NR";"T";"YGE75";"DEF";311017
"NR";"F";"TOTAL";"DEF0";1449413
"NR";"F";"Y0-14";"DEF0";181485
"NR";"F";"Y15-24";"DEF0";149815
"NR";"F";"Y25-64";"DEF0";761831
"NR";"F";"Y65-74";"DEF0";170897
"NR";"F";"YGE75";"DEF0";185385
"NR";"M";"TOTAL";"DEF0";1381451
"NR";"M";"Y0-14";"DEF0";190578
"NR";"M";"Y15-24";"DEF0";159300
"NR";"M";"Y25-64";"DEF0";749139
"NR";"M";"Y65-74";"DEF0";156802
"NR";"M";"YGE75";"DEF0";125632
"NR";"T";"TOTAL";"DEF0";2830864
"NR";"T";"Y0-14";"DEF0";372063
"NR";"T";"Y15-24";"DEF0";309115
"NR";"T";"Y25-64";"DEF0";1510970
"NR";"T";"Y65-74";"DEF0";327699
"NR";"T";"YGE75";"DEF0";311017
"NR";"F";"TOTAL";"DEG";1093829
"NR";"F";"Y0-14";"DEG";125881
"NR";"F";"Y15-24";"DEG";79648
"NR";"F";"Y25-64";"DEG";589358
"NR";"F";"Y65-74";"DEG";136506
"NR";"F";"YGE75";"DEG";162436
"NR";"M";"TOTAL";"DEG";1062930
"NR";"M";"Y0-14";"DEG";132043
"NR";"M";"Y15-24";"DEG";85312
"NR";"M";"Y25-64";"DEG";626787
"NR";"M";"Y65-74";"DEG";119423
"NR";"M";"YGE75";"DEG";99365
"NR";"T";"TOTAL";"DEG";2156759
"NR";"T";"Y0-14";"DEG";257924
"NR";"T";"Y15-24";"DEG";164960
"NR";"T";"Y25-64";"DEG";1216145
"NR";"T";"Y65-74";"DEG";255929
"NR";"T";"YGE75";"DEG";261801
"NR";"F";"TOTAL";"DEG0";1093829
"NR";"F";"Y0-14";"DEG0";125881
"NR";"F";"Y15-24";"DEG0";79648
"NR";"F";"Y25-64";"DEG0";589358
"NR";"F";"Y65-74";"DEG0";136506
"NR";"F";"YGE75";"DEG0";162436
"NR";"M";"TOTAL";"DEG0";1062930
"NR";"M";"Y0-14";"DEG0";132043
"NR";"M";"Y15-24";"DEG0";85312
"NR";"M";"Y25-64";"DEG0";626787
"NR";"M";"Y65-74";"DEG0";119423
"NR";"M";"YGE75";"DEG0";99365
"NR";"T";"TOTAL";"DEG0";2156759
"NR";"T";"Y0-14";"DEG0";257924
"NR";"T";"Y15-24";"DEG0";164960
"NR";"T";"Y25-64";"DEG0";1216145
"NR";"T";"Y65-74";"DEG0";255929
"NR";"T";"YGE75";"DEG0";261801
"NR";"F";"TOTAL";"DK";2848701
"NR";"F";"Y0-14";"DK";469345
"NR";"F";"Y15-24";"DK";356621
"NR";"F";"Y25-64";"DK";1450424
"NR";"F";"Y65-74";"DK";321587
"NR";"F";"YGE75";"DK";250724
"NR";"M";"TOTAL";"DK";2811014
"NR";"M";"Y0-14";"DK";493302
"NR";"M";"Y15-24";"DK";373323
"NR";"M";"Y25-64";"DK";1465571
"NR";"M";"Y65-74";"DK";303739
"NR";"M";"YGE75";"DK";175079
"NR";"T";"TOTAL";"DK";5659715
"NR";"T";"Y0-14";"DK";962647
"NR";"T";"Y15-24";"DK";729944
"NR";"T";"Y25-64";"DK";2915995
"NR";"T";"Y65-74";"DK";625326
"NR";"T";"YGE75";"DK";425803
"NR";"F";"TOTAL";"DK0";2848701
"NR";"F";"Y0-14";"DK0";469345
"NR";"F";"Y15-24";"DK0";356621
"NR";"F";"Y25-64";"DK0";1450424
"NR";"F";"Y65-74";"DK0";321587
"NR";"F";"YGE75";"DK0";250724
"NR";"M";"TOTAL";"DK0";2811014
"NR";"M";"Y0-14";"DK0";493302
"NR";"M";"Y15-24";"DK0";373323
"NR";"M";"Y25-64";"DK0";1465571
"NR";"M";"Y65-74";"DK0";303739
"NR";"M";"YGE75";"DK0";175079
"NR";"T";"TOTAL";"DK0";5659715
"NR";"T";"Y0-14";"DK0";962647
"NR";"T";"Y15-24";"DK0";729944
"NR";"T";"Y25-64";"DK0";2915995
"NR";"T";"Y65-74";"DK0";625326
"NR";"T";"YGE75";"DK0";425803
"NR";"F";"TOTAL";"DK01";901293
"NR";"F";"Y0-14";"DK01";146829
"NR";"F";"Y15-24";"DK01";114323
"NR";"F";"Y25-64";"DK01";475250
"NR";"F";"Y65-74";"DK01";91966
"NR";"F";"YGE75";"DK01";72925
"NR";"M";"TOTAL";"DK01";866832
"NR";"M";"Y0-14";"DK01";154827
"NR";"M";"Y15-24";"DK01";112347
"NR";"M";"Y25-64";"DK01";471678
"NR";"M";"Y65-74";"DK01";81835
"NR";"M";"YGE75";"DK01";46145
"NR";"T";"TOTAL";"DK01";1768125
"NR";"T";"Y0-14";"DK01";301656
"NR";"T";"Y15-24";"DK01";226670
"NR";"T";"Y25-64";"DK01";946928
"NR";"T";"Y65-74";"DK01";173801
"NR";"T";"YGE75";"DK01";119070
"NR";"F";"TOTAL";"DK02";412814
"NR";"F";"Y0-14";"DK02";66410
"NR";"F";"Y15-24";"DK02";45636
"NR";"F";"Y25-64";"DK02";207594
"NR";"F";"Y65-74";"DK02";54677
"NR";"F";"YGE75";"DK02";38497
"NR";"M";"TOTAL";"DK02";407666
"NR";"M";"Y0-14";"DK02";70224
"NR";"M";"Y15-24";"DK02";50271
"NR";"M";"Y25-64";"DK02";207016
"NR";"M";"Y65-74";"DK02";52033
"NR";"M";"YGE75";"DK02";28122
"NR";"T";"TOTAL";"DK02";820480
"NR";"T";"Y0-14";"DK02";136634
"NR";"T";"Y15-24";"DK02";95907
"NR";"T";"Y25-64";"DK02";414610
"NR";"T";"Y65-74";"DK02";106710
"NR";"T";"YGE75";"DK02";66619
"NR";"F";"TOTAL";"DK03";603899
"NR";"F";"Y0-14";"DK03";99796
"NR";"F";"Y15-24";"DK03";73837
"NR";"F";"Y25-64";"DK03";300941
"NR";"F";"Y65-74";"DK03";71575
"NR";"F";"YGE75";"DK03";57750
"NR";"M";"TOTAL";"DK03";601829
"NR";"M";"Y0-14";"DK03";104440
"NR";"M";"Y15-24";"DK03";79736
"NR";"M";"Y25-64";"DK03";307009
"NR";"M";"Y65-74";"DK03";68832
"NR";"M";"YGE75";"DK03";41812
"NR";"T";"TOTAL";"DK03";1205728
"NR";"T";"Y0-14";"DK03";204236
"NR";"T";"Y15-24";"DK03";153573
"NR";"T";"Y25-64";"DK03";607950
"NR";"T";"Y65-74";"DK03";140407
"NR";"T";"YGE75";"DK03";99562
"NR";"F";"TOTAL";"DK04";641688
"NR";"F";"Y0-14";"DK04";110259
"NR";"F";"Y15-24";"DK04";85771
"NR";"F";"Y25-64";"DK04";323127
"NR";"F";"Y65-74";"DK04";68807
"NR";"F";"YGE75";"DK04";53724
"NR";"M";"TOTAL";"DK04";641062
"NR";"M";"Y0-14";"DK04";115076
"NR";"M";"Y15-24";"DK04";90141
"NR";"M";"Y25-64";"DK04";330351
"NR";"M";"Y65-74";"DK04";66980
"NR";"M";"YGE75";"DK04";38514
"NR";"T";"TOTAL";"DK04";1282750
"NR";"T";"Y0-14";"DK04";225335
"NR";"T";"Y15-24";"DK04";175912
"NR";"T";"Y25-64";"DK04";653478
"NR";"T";"Y65-74";"DK04";135787
"NR";"T";"YGE75";"DK04";92238
"NR";"F";"TOTAL";"DK05";289007
"NR";"F";"Y0-14";"DK05";46051
"NR";"F";"Y15-24";"DK05";37054
"NR";"F";"Y25-64";"DK05";143512
"NR";"F";"Y65-74";"DK05";34562
"NR";"F";"YGE75";"DK05";27828
"NR";"M";"TOTAL";"DK05";293625
"NR";"M";"Y0-14";"DK05";48735
"NR";"M";"Y15-24";"DK05";40828
"NR";"M";"Y25-64";"DK05";149517
"NR";"M";"Y65-74";"DK05";34059
"NR";"M";"YGE75";"DK05";20486
"NR";"T";"TOTAL";"DK05";582632
"NR";"T";"Y0-14";"DK05";94786
"NR";"T";"Y15-24";"DK05";77882
"NR";"T";"Y25-64";"DK05";293029
"NR";"T";"Y65-74";"DK05";68621
"NR";"T";"YGE75";"DK05";48314
"NR";"F";"TOTAL";"EE";700166
"NR";"F";"Y0-14";"EE";101988
"NR";"F";"Y15-24";"EE";68398
"NR";"F";"Y25-64";"EE";366275
"NR";"F";"Y65-74";"EE";77536
"NR";"F";"YGE75";"EE";85969
"NR";"M";"TOTAL";"EE";614704
"NR";"M";"Y0-14";"EE";107670
"NR";"M";"Y15-24";"EE";72372
"NR";"M";"Y25-64";"EE";351518
"NR";"M";"Y65-74";"EE";49386
"NR";"M";"YGE75";"EE";33758
"NR";"T";"TOTAL";"EE";1314870
"NR";"T";"Y0-14";"EE";209658
"NR";"T";"Y15-24";"EE";140770
"NR";"T";"Y25-64";"EE";717793
"NR";"T";"Y65-74";"EE";126922
"NR";"T";"YGE75";"EE";119727
"NR";"F";"TOTAL";"EE0";700166
"NR";"F";"Y0-14";"EE0";101988
"NR";"F";"Y15-24";"EE0";68398
"NR";"F";"Y25-64";"EE0";366275
"NR";"F";"Y65-74";"EE0";77536
"NR";"F";"YGE75";"EE0";85969
"NR";"M";"TOTAL";"EE0";614704
"NR";"M";"Y0-14";"EE0";107670
"NR";"M";"Y15-24";"EE0";72372
"NR";"M";"Y25-64";"EE0";351518
"NR";"M";"Y65-74";"EE0";49386
"NR";"M";"YGE75";"EE0";33758
"NR";"T";"TOTAL";"EE0";1314870
"NR";"T";"Y0-14";"EE0";209658
"NR";"T";"Y15-24";"EE0";140770
"NR";"T";"Y25-64";"EE0";717793
"NR";"T";"Y65-74";"EE0";126922
"NR";"T";"YGE75";"EE0";119727
"NR";"F";"TOTAL";"EE00";700166
"NR";"F";"Y0-14";"EE00";101988
"NR";"F";"Y15-24";"EE00";68398
"NR";"F";"Y25-64";"EE00";366275
"NR";"F";"Y65-74";"EE00";77536
"NR";"F";"YGE75";"EE00";85969
"NR";"M";"TOTAL";"EE00";614704
"NR";"M";"Y0-14";"EE00";107670
"NR";"M";"Y15-24";"EE00";72372
"NR";"M";"Y25-64";"EE00";351518
"NR";"M";"Y65-74";"EE00";49386
"NR";"M";"YGE75";"EE00";33758
"NR";"T";"TOTAL";"EE00";1314870
"NR";"T";"Y0-14";"EE00";209658
"NR";"T";"Y15-24";"EE00";140770
"NR";"T";"Y25-64";"EE00";717793
"NR";"T";"Y65-74";"EE00";126922
"NR";"T";"YGE75";"EE00";119727
"NR";"F";"TOTAL";"EL";5589628
"NR";"F";"Y0-14";"EL";769392
"NR";"F";"Y15-24";"EL";546583
"NR";"F";"Y25-64";"EL";3008474
"NR";"F";"Y65-74";"EL";583959
"NR";"F";"YGE75";"EL";681220
"NR";"M";"TOTAL";"EL";5268390
"NR";"M";"Y0-14";"EL";808526
"NR";"M";"Y15-24";"EL";566197
"NR";"M";"Y25-64";"EL";2889773
"NR";"M";"Y65-74";"EL";511256
"NR";"M";"YGE75";"EL";492638
"NR";"T";"TOTAL";"EL";10858018
"NR";"T";"Y0-14";"EL";1577918
"NR";"T";"Y15-24";"EL";1112780
"NR";"T";"Y25-64";"EL";5898247
"NR";"T";"Y65-74";"EL";1095215
"NR";"T";"YGE75";"EL";1173858
"NR";"F";"TOTAL";"EL3";2006264
"NR";"F";"Y0-14";"EL3";263058
"NR";"F";"Y15-24";"EL3";184347
"NR";"F";"Y25-64";"EL3";1132911
"NR";"F";"Y65-74";"EL3";202776
"NR";"F";"YGE75";"EL3";223172
"NR";"M";"TOTAL";"EL3";1816579
"NR";"M";"Y0-14";"EL3";278102
"NR";"M";"Y15-24";"EL3";188418
"NR";"M";"Y25-64";"EL3";1034819
"NR";"M";"Y65-74";"EL3";167425
"NR";"M";"YGE75";"EL3";147815
"NR";"T";"TOTAL";"EL3";3822843
"NR";"T";"Y0-14";"EL3";541160
"NR";"T";"Y15-24";"EL3";372765
"NR";"T";"Y25-64";"EL3";2167730
"NR";"T";"Y65-74";"EL3";370201
"NR";"T";"YGE75";"EL3";370987
"NR";"F";"TOTAL";"EL30";2006264
"NR";"F";"Y0-14";"EL30";263058
"NR";"F";"Y15-24";"EL30";184347
"NR";"F";"Y25-64";"EL30";1132911
"NR";"F";"Y65-74";"EL30";202776
"NR";"F";"YGE75";"EL30";223172
"NR";"M";"TOTAL";"EL30";1816579
"NR";"M";"Y0-14";"EL30";278102
"NR";"M";"Y15-24";"EL30";188418
"NR";"M";"Y25-64";"EL30";1034819
"NR";"M";"Y65-74";"EL30";167425
"NR";"M";"YGE75";"EL30";147815
"NR";"T";"TOTAL";"EL30";3822843
"NR";"T";"Y0-14";"EL30";541160
"NR";"T";"Y15-24";"EL30";372765
"NR";"T";"Y25-64";"EL30";2167730
"NR";"T";"Y65-74";"EL30";370201
"NR";"T";"YGE75";"EL30";370987
"NR";"F";"TOTAL";"EL4";589533
"NR";"F";"Y0-14";"EL4";93439
"NR";"F";"Y15-24";"EL4";60737
"NR";"F";"Y25-64";"EL4";316329
"NR";"F";"Y65-74";"EL4";56177
"NR";"F";"YGE75";"EL4";62851
"NR";"M";"TOTAL";"EL4";574540
"NR";"M";"Y0-14";"EL4";96198
"NR";"M";"Y15-24";"EL4";66619
"NR";"M";"Y25-64";"EL4";310899
"NR";"M";"Y65-74";"EL4";52856
"NR";"M";"YGE75";"EL4";47968
"NR";"T";"TOTAL";"EL4";1164073
"NR";"T";"Y0-14";"EL4";189637
"NR";"T";"Y15-24";"EL4";127356
"NR";"T";"Y25-64";"EL4";627228
"NR";"T";"Y65-74";"EL4";109033
"NR";"T";"YGE75";"EL4";110819
"NR";"F";"TOTAL";"EL41";98371
"NR";"F";"Y0-14";"EL41";13662
"NR";"F";"Y15-24";"EL41";9040
"NR";"F";"Y25-64";"EL41";50055
"NR";"F";"Y65-74";"EL41";11095
"NR";"F";"YGE75";"EL41";14519
"NR";"M";"TOTAL";"EL41";99324
"NR";"M";"Y0-14";"EL41";14716
"NR";"M";"Y15-24";"EL41";12400
"NR";"M";"Y25-64";"EL41";51953
"NR";"M";"Y65-74";"EL41";10114
"NR";"M";"YGE75";"EL41";10141
"NR";"T";"TOTAL";"EL41";197695
"NR";"T";"Y0-14";"EL41";28378
"NR";"T";"Y15-24";"EL41";21440
"NR";"T";"Y25-64";"EL41";102008
"NR";"T";"Y65-74";"EL41";21209
"NR";"T";"YGE75";"EL41";24660
"NR";"F";"TOTAL";"EL42";169024
"NR";"F";"Y0-14";"EL42";28388
"NR";"F";"Y15-24";"EL42";16867
"NR";"F";"Y25-64";"EL42";94089
"NR";"F";"Y65-74";"EL42";15703
"NR";"F";"YGE75";"EL42";13977
"NR";"M";"TOTAL";"EL42";165841
"NR";"M";"Y0-14";"EL42";28188
"NR";"M";"Y15-24";"EL42";18027
"NR";"M";"Y25-64";"EL42";92367
"NR";"M";"Y65-74";"EL42";15230
"NR";"M";"YGE75";"EL42";12029
"NR";"T";"TOTAL";"EL42";334865
"NR";"T";"Y0-14";"EL42";56576
"NR";"T";"Y15-24";"EL42";34894
"NR";"T";"Y25-64";"EL42";186456
"NR";"T";"Y65-74";"EL42";30933
"NR";"T";"YGE75";"EL42";26006
"NR";"F";"TOTAL";"EL43";322138
"NR";"F";"Y0-14";"EL43";51389
"NR";"F";"Y15-24";"EL43";34830
"NR";"F";"Y25-64";"EL43";172185
"NR";"F";"Y65-74";"EL43";29379
"NR";"F";"YGE75";"EL43";34355
"NR";"M";"TOTAL";"EL43";309375
"NR";"M";"Y0-14";"EL43";53294
"NR";"M";"Y15-24";"EL43";36192
"NR";"M";"Y25-64";"EL43";166579
"NR";"M";"Y65-74";"EL43";27512
"NR";"M";"YGE75";"EL43";25798
"NR";"T";"TOTAL";"EL43";631513
"NR";"T";"Y0-14";"EL43";104683
"NR";"T";"Y15-24";"EL43";71022
"NR";"T";"Y25-64";"EL43";338764
"NR";"T";"Y65-74";"EL43";56891
"NR";"T";"YGE75";"EL43";60153
"NR";"F";"TOTAL";"EL5";1602172
"NR";"F";"Y0-14";"EL5";219492
"NR";"F";"Y15-24";"EL5";166541
"NR";"F";"Y25-64";"EL5";836583
"NR";"F";"Y65-74";"EL5";173433
"NR";"F";"YGE75";"EL5";206123
"NR";"M";"TOTAL";"EL5";1513761
"NR";"M";"Y0-14";"EL5";231466
"NR";"M";"Y15-24";"EL5";169361
"NR";"M";"Y25-64";"EL5";809796
"NR";"M";"Y65-74";"EL5";151114
"NR";"M";"YGE75";"EL5";152024
"NR";"T";"TOTAL";"EL5";3115933
"NR";"T";"Y0-14";"EL5";450958
"NR";"T";"Y15-24";"EL5";335902
"NR";"T";"Y25-64";"EL5";1646379
"NR";"T";"Y65-74";"EL5";324547
"NR";"T";"YGE75";"EL5";358147
"NR";"F";"TOTAL";"EL51";306484
"NR";"F";"Y0-14";"EL51";42460
"NR";"F";"Y15-24";"EL51";31661
"NR";"F";"Y25-64";"EL51";157149
"NR";"F";"Y65-74";"EL51";34012
"NR";"F";"YGE75";"EL51";41202
"NR";"M";"TOTAL";"EL51";300006
"NR";"M";"Y0-14";"EL51";46181
"NR";"M";"Y15-24";"EL51";37510
"NR";"M";"Y25-64";"EL51";157419
"NR";"M";"Y65-74";"EL51";29148
"NR";"M";"YGE75";"EL51";29748
"NR";"T";"TOTAL";"EL51";606490
"NR";"T";"Y0-14";"EL51";88641
"NR";"T";"Y15-24";"EL51";69171
"NR";"T";"Y25-64";"EL51";314568
"NR";"T";"Y65-74";"EL51";63160
"NR";"T";"YGE75";"EL51";70950
"NR";"F";"TOTAL";"EL52";982560
"NR";"F";"Y0-14";"EL52";136442
"NR";"F";"Y15-24";"EL52";101702
"NR";"F";"Y25-64";"EL52";520425
"NR";"F";"Y65-74";"EL52";105164
"NR";"F";"YGE75";"EL52";118827
"NR";"M";"TOTAL";"EL52";911318
"NR";"M";"Y0-14";"EL52";141915
"NR";"M";"Y15-24";"EL52";100411
"NR";"M";"Y25-64";"EL52";492767
"NR";"M";"Y65-74";"EL52";89028
"NR";"M";"YGE75";"EL52";87197
"NR";"T";"TOTAL";"EL52";1893878
"NR";"T";"Y0-14";"EL52";278357
"NR";"T";"Y15-24";"EL52";202113
"NR";"T";"Y25-64";"EL52";1013192
"NR";"T";"Y65-74";"EL52";194192
"NR";"T";"YGE75";"EL52";206024
"NR";"F";"TOTAL";"EL53";139904
"NR";"F";"Y0-14";"EL53";19067
"NR";"F";"Y15-24";"EL53";14130
"NR";"F";"Y25-64";"EL53";72808
"NR";"F";"Y65-74";"EL53";14129
"NR";"F";"YGE75";"EL53";19770
"NR";"M";"TOTAL";"EL53";136519
"NR";"M";"Y0-14";"EL53";20114
"NR";"M";"Y15-24";"EL53";14903
"NR";"M";"Y25-64";"EL53";72886
"NR";"M";"Y65-74";"EL53";13070
"NR";"M";"YGE75";"EL53";15546
"NR";"T";"TOTAL";"EL53";276423
"NR";"T";"Y0-14";"EL53";39181
"NR";"T";"Y15-24";"EL53";29033
"NR";"T";"Y25-64";"EL53";145694
"NR";"T";"Y65-74";"EL53";27199
"NR";"T";"YGE75";"EL53";35316
"NR";"F";"TOTAL";"EL54";173224
"NR";"F";"Y0-14";"EL54";21523
"NR";"F";"Y15-24";"EL54";19048
"NR";"F";"Y25-64";"EL54";86201
"NR";"F";"Y65-74";"EL54";20128
"NR";"F";"YGE75";"EL54";26324
"NR";"M";"TOTAL";"EL54";165918
"NR";"M";"Y0-14";"EL54";23256
"NR";"M";"Y15-24";"EL54";16537
"NR";"M";"Y25-64";"EL54";86724
"NR";"M";"Y65-74";"EL54";19868
"NR";"M";"YGE75";"EL54";19533
"NR";"T";"TOTAL";"EL54";339142
"NR";"T";"Y0-14";"EL54";44779
"NR";"T";"Y15-24";"EL54";35585
"NR";"T";"Y25-64";"EL54";172925
"NR";"T";"Y65-74";"EL54";39996
"NR";"T";"YGE75";"EL54";45857
"NR";"F";"TOTAL";"EL6";1391659
"NR";"F";"Y0-14";"EL6";193403
"NR";"F";"Y15-24";"EL6";134958
"NR";"F";"Y25-64";"EL6";722651
"NR";"F";"Y65-74";"EL6";151573
"NR";"F";"YGE75";"EL6";189074
"NR";"M";"TOTAL";"EL6";1363510
"NR";"M";"Y0-14";"EL6";202760
"NR";"M";"Y15-24";"EL6";141799
"NR";"M";"Y25-64";"EL6";734259
"NR";"M";"Y65-74";"EL6";139861
"NR";"M";"YGE75";"EL6";144831
"NR";"T";"TOTAL";"EL6";2755169
"NR";"T";"Y0-14";"EL6";396163
"NR";"T";"Y15-24";"EL6";276757
"NR";"T";"Y25-64";"EL6";1456910
"NR";"T";"Y65-74";"EL6";291434
"NR";"T";"YGE75";"EL6";333905
"NR";"F";"TOTAL";"EL61";374795
"NR";"F";"Y0-14";"EL61";51535
"NR";"F";"Y15-24";"EL61";36606
"NR";"F";"Y25-64";"EL61";192233
"NR";"F";"Y65-74";"EL61";43319
"NR";"F";"YGE75";"EL61";51102
"NR";"M";"TOTAL";"EL61";358868
"NR";"M";"Y0-14";"EL61";54238
"NR";"M";"Y15-24";"EL61";38575
"NR";"M";"Y25-64";"EL61";189120
"NR";"M";"Y65-74";"EL61";39133
"NR";"M";"YGE75";"EL61";37802
"NR";"T";"TOTAL";"EL61";733663
"NR";"T";"Y0-14";"EL61";105773
"NR";"T";"Y15-24";"EL61";75181
"NR";"T";"Y25-64";"EL61";381353
"NR";"T";"Y65-74";"EL61";82452
"NR";"T";"YGE75";"EL61";88904
"NR";"F";"TOTAL";"EL62";105336
"NR";"F";"Y0-14";"EL62";14555
"NR";"F";"Y15-24";"EL62";9524
"NR";"F";"Y25-64";"EL62";56424
"NR";"F";"Y65-74";"EL62";10937
"NR";"F";"YGE75";"EL62";13896
"NR";"M";"TOTAL";"EL62";101723
"NR";"M";"Y0-14";"EL62";15512
"NR";"M";"Y15-24";"EL62";9620
"NR";"M";"Y25-64";"EL62";55838
"NR";"M";"Y65-74";"EL62";10287
"NR";"M";"YGE75";"EL62";10466
"NR";"T";"TOTAL";"EL62";207059
"NR";"T";"Y0-14";"EL62";30067
"NR";"T";"Y15-24";"EL62";19144
"NR";"T";"Y25-64";"EL62";112262
"NR";"T";"Y65-74";"EL62";21224
"NR";"T";"YGE75";"EL62";24362
"NR";"F";"TOTAL";"EL63";340418
"NR";"F";"Y0-14";"EL63";47874
"NR";"F";"Y15-24";"EL63";39240
"NR";"F";"Y25-64";"EL63";174682
"NR";"F";"Y65-74";"EL63";34861
"NR";"F";"YGE75";"EL63";43761
"NR";"M";"TOTAL";"EL63";332845
"NR";"M";"Y0-14";"EL63";50993
"NR";"M";"Y15-24";"EL63";40033
"NR";"M";"Y25-64";"EL63";178120
"NR";"M";"Y65-74";"EL63";31530
"NR";"M";"YGE75";"EL63";32169
"NR";"T";"TOTAL";"EL63";673263
"NR";"T";"Y0-14";"EL63";98867
"NR";"T";"Y15-24";"EL63";79273
"NR";"T";"Y25-64";"EL63";352802
"NR";"T";"Y65-74";"EL63";66391
"NR";"T";"YGE75";"EL63";75930
"NR";"F";"TOTAL";"EL64";278941
"NR";"F";"Y0-14";"EL64";39317
