"unit";"nace_r2";"isco08";"age";"sex";"geo";"X2014"
"INDIC";"G-N";"OC1";"TOTAL";"T";"HU";18.57
"INDIC";"G-N";"OC1";"TOTAL";"T";"IE";24.69
"INDIC";"G-N";"OC1";"TOTAL";"T";"IT";37.83
"INDIC";"G-N";"OC1";"TOTAL";"T";"LT";11.89
"INDIC";"G-N";"OC1";"TOTAL";"T";"LU";39.32
"INDIC";"G-N";"OC1";"TOTAL";"T";"LV";13.28
"INDIC";"G-N";"OC1";"TOTAL";"T";"MT";22.77
"INDIC";"G-N";"OC1";"TOTAL";"T";"NL";28.64
"INDIC";"G-N";"OC1";"TOTAL";"T";"PL";21.15
"INDIC";"G-N";"OC1";"TOTAL";"T";"PT";27.16
"INDIC";"G-N";"OC1";"TOTAL";"T";"RO";13.38
"INDIC";"G-N";"OC1";"TOTAL";"T";"SE";29.89
"INDIC";"G-N";"OC1";"TOTAL";"T";"SI";23.98
"INDIC";"G-N";"OC1";"TOTAL";"T";"SK";16.78
"INDIC";"G-N";"OC1";"TOTAL";"T";"UK";27.44
"INDIC";"G-N";"OC2";"TOTAL";"F";"AT";20.29
"INDIC";"G-N";"OC2";"TOTAL";"F";"BE";23.85
"INDIC";"G-N";"OC2";"TOTAL";"F";"BG";8.99
"INDIC";"G-N";"OC2";"TOTAL";"F";"CY";16.39
"INDIC";"G-N";"OC2";"TOTAL";"F";"CZ";12.91
"INDIC";"G-N";"OC2";"TOTAL";"F";"DE";24.19
"INDIC";"G-N";"OC2";"TOTAL";"F";"DK";24.9
"INDIC";"G-N";"OC2";"TOTAL";"F";"EE";11.1
"INDIC";"G-N";"OC2";"TOTAL";"F";"EL";NA
"INDIC";"G-N";"OC2";"TOTAL";"F";"ES";16.39
"INDIC";"G-N";"OC2";"TOTAL";"F";"FI";21.5
"INDIC";"G-N";"OC2";"TOTAL";"F";"FR";22.91
"INDIC";"G-N";"OC2";"TOTAL";"F";"HR";NA
"INDIC";"G-N";"OC2";"TOTAL";"F";"HU";14.82
"INDIC";"G-N";"OC2";"TOTAL";"F";"IE";25.44
"INDIC";"G-N";"OC2";"TOTAL";"F";"IT";17.62
"INDIC";"G-N";"OC2";"TOTAL";"F";"LT";7.94
"INDIC";"G-N";"OC2";"TOTAL";"F";"LU";21.66
"INDIC";"G-N";"OC2";"TOTAL";"F";"LV";10.05
"INDIC";"G-N";"OC2";"TOTAL";"F";"MT";14.55
"INDIC";"G-N";"OC2";"TOTAL";"F";"NL";19.12
"INDIC";"G-N";"OC2";"TOTAL";"F";"PL";11.97
"INDIC";"G-N";"OC2";"TOTAL";"F";"PT";14.46
"INDIC";"G-N";"OC2";"TOTAL";"F";"RO";9.33
"INDIC";"G-N";"OC2";"TOTAL";"F";"SE";20.95
"INDIC";"G-N";"OC2";"TOTAL";"F";"SI";16.34
"INDIC";"G-N";"OC2";"TOTAL";"F";"SK";11.1
"INDIC";"G-N";"OC2";"TOTAL";"F";"UK";20.23
"INDIC";"G-N";"OC2";"TOTAL";"M";"AT";23.68
"INDIC";"G-N";"OC2";"TOTAL";"M";"BE";25.44
"INDIC";"G-N";"OC2";"TOTAL";"M";"BG";12.01
"INDIC";"G-N";"OC2";"TOTAL";"M";"CY";18.87
"INDIC";"G-N";"OC2";"TOTAL";"M";"CZ";16.18
"INDIC";"G-N";"OC2";"TOTAL";"M";"DE";29.67
"INDIC";"G-N";"OC2";"TOTAL";"M";"DK";29.37
"INDIC";"G-N";"OC2";"TOTAL";"M";"EE";14.57
"INDIC";"G-N";"OC2";"TOTAL";"M";"EL";NA
"INDIC";"G-N";"OC2";"TOTAL";"M";"ES";19.22
"INDIC";"G-N";"OC2";"TOTAL";"M";"FI";24.03
"INDIC";"G-N";"OC2";"TOTAL";"M";"FR";25.36
"INDIC";"G-N";"OC2";"TOTAL";"M";"HR";NA
"INDIC";"G-N";"OC2";"TOTAL";"M";"HU";16.29
"INDIC";"G-N";"OC2";"TOTAL";"M";"IE";30.09
"INDIC";"G-N";"OC2";"TOTAL";"M";"IT";21.32
"INDIC";"G-N";"OC2";"TOTAL";"M";"LT";9.6
"INDIC";"G-N";"OC2";"TOTAL";"M";"LU";24.48
"INDIC";"G-N";"OC2";"TOTAL";"M";"LV";12.42
"INDIC";"G-N";"OC2";"TOTAL";"M";"MT";17.28
"INDIC";"G-N";"OC2";"TOTAL";"M";"NL";22.81
"INDIC";"G-N";"OC2";"TOTAL";"M";"PL";15.87
"INDIC";"G-N";"OC2";"TOTAL";"M";"PT";16.35
"INDIC";"G-N";"OC2";"TOTAL";"M";"RO";11.03
"INDIC";"G-N";"OC2";"TOTAL";"M";"SE";22.97
"INDIC";"G-N";"OC2";"TOTAL";"M";"SI";17.52
"INDIC";"G-N";"OC2";"TOTAL";"M";"SK";14.2
"INDIC";"G-N";"OC2";"TOTAL";"M";"UK";23.41
"INDIC";"G-N";"OC2";"TOTAL";"T";"AT";22.51
"INDIC";"G-N";"OC2";"TOTAL";"T";"BE";24.86
"INDIC";"G-N";"OC2";"TOTAL";"T";"BG";10.42
"INDIC";"G-N";"OC2";"TOTAL";"T";"CY";17.92
"INDIC";"G-N";"OC2";"TOTAL";"T";"CZ";14.98
"INDIC";"G-N";"OC2";"TOTAL";"T";"DE";27.88
"INDIC";"G-N";"OC2";"TOTAL";"T";"DK";27.55
"INDIC";"G-N";"OC2";"TOTAL";"T";"EE";12.69
"INDIC";"G-N";"OC2";"TOTAL";"T";"EL";NA
"INDIC";"G-N";"OC2";"TOTAL";"T";"ES";18
"INDIC";"G-N";"OC2";"TOTAL";"T";"FI";23.01
"INDIC";"G-N";"OC2";"TOTAL";"T";"FR";24.61
"INDIC";"G-N";"OC2";"TOTAL";"T";"HR";NA
"INDIC";"G-N";"OC2";"TOTAL";"T";"HU";15.81
"INDIC";"G-N";"OC2";"TOTAL";"T";"IE";28.1
"INDIC";"G-N";"OC2";"TOTAL";"T";"IT";20.01
"INDIC";"G-N";"OC2";"TOTAL";"T";"LT";8.66
"INDIC";"G-N";"OC2";"TOTAL";"T";"LU";23.47
"INDIC";"G-N";"OC2";"TOTAL";"T";"LV";11.23
"INDIC";"G-N";"OC2";"TOTAL";"T";"MT";16.27
"INDIC";"G-N";"OC2";"TOTAL";"T";"NL";21.61
"INDIC";"G-N";"OC2";"TOTAL";"T";"PL";13.85
"INDIC";"G-N";"OC2";"TOTAL";"T";"PT";15.59
"INDIC";"G-N";"OC2";"TOTAL";"T";"RO";10.09
"INDIC";"G-N";"OC2";"TOTAL";"T";"SE";22.23
"INDIC";"G-N";"OC2";"TOTAL";"T";"SI";16.98
"INDIC";"G-N";"OC2";"TOTAL";"T";"SK";12.85
"INDIC";"G-N";"OC2";"TOTAL";"T";"UK";22.3
"INDIC";"G-N";"OC3";"TOTAL";"F";"AT";15.7
"INDIC";"G-N";"OC3";"TOTAL";"F";"BE";18.67
"INDIC";"G-N";"OC3";"TOTAL";"F";"BG";6.28
"INDIC";"G-N";"OC3";"TOTAL";"F";"CY";13.56
"INDIC";"G-N";"OC3";"TOTAL";"F";"CZ";9.19
"INDIC";"G-N";"OC3";"TOTAL";"F";"DE";18.15
"INDIC";"G-N";"OC3";"TOTAL";"F";"DK";20.71
"INDIC";"G-N";"OC3";"TOTAL";"F";"EE";8.44
"INDIC";"G-N";"OC3";"TOTAL";"F";"EL";NA
"INDIC";"G-N";"OC3";"TOTAL";"F";"ES";13.58
"INDIC";"G-N";"OC3";"TOTAL";"F";"FI";16.38
"INDIC";"G-N";"OC3";"TOTAL";"F";"FR";16.28
"INDIC";"G-N";"OC3";"TOTAL";"F";"HR";NA
"INDIC";"G-N";"OC3";"TOTAL";"F";"HU";9.33
"INDIC";"G-N";"OC3";"TOTAL";"F";"IE";18.24
"INDIC";"G-N";"OC3";"TOTAL";"F";"IT";15.71
"INDIC";"G-N";"OC3";"TOTAL";"F";"LT";5.75
"INDIC";"G-N";"OC3";"TOTAL";"F";"LU";18.2
"INDIC";"G-N";"OC3";"TOTAL";"F";"LV";7.29
"INDIC";"G-N";"OC3";"TOTAL";"F";"MT";11.56
"INDIC";"G-N";"OC3";"TOTAL";"F";"NL";15.56
"INDIC";"G-N";"OC3";"TOTAL";"F";"PL";9.41
"INDIC";"G-N";"OC3";"TOTAL";"F";"PT";13.25
"INDIC";"G-N";"OC3";"TOTAL";"F";"RO";5.41
"INDIC";"G-N";"OC3";"TOTAL";"F";"SE";17.35
"INDIC";"G-N";"OC3";"TOTAL";"F";"SI";12.19
"INDIC";"G-N";"OC3";"TOTAL";"F";"SK";8.68
"INDIC";"G-N";"OC3";"TOTAL";"F";"UK";14.4
"INDIC";"G-N";"OC3";"TOTAL";"M";"AT";19.08
"INDIC";"G-N";"OC3";"TOTAL";"M";"BE";20.21
"INDIC";"G-N";"OC3";"TOTAL";"M";"BG";6.93
"INDIC";"G-N";"OC3";"TOTAL";"M";"CY";14.63
"INDIC";"G-N";"OC3";"TOTAL";"M";"CZ";12.06
"INDIC";"G-N";"OC3";"TOTAL";"M";"DE";22.69
"INDIC";"G-N";"OC3";"TOTAL";"M";"DK";24.7
"INDIC";"G-N";"OC3";"TOTAL";"M";"EE";11.84
"INDIC";"G-N";"OC3";"TOTAL";"M";"EL";NA
"INDIC";"G-N";"OC3";"TOTAL";"M";"ES";15.79
"INDIC";"G-N";"OC3";"TOTAL";"M";"FI";18.98
"INDIC";"G-N";"OC3";"TOTAL";"M";"FR";17.78
"INDIC";"G-N";"OC3";"TOTAL";"M";"HR";NA
"INDIC";"G-N";"OC3";"TOTAL";"M";"HU";10.77
"INDIC";"G-N";"OC3";"TOTAL";"M";"IE";21.4
"INDIC";"G-N";"OC3";"TOTAL";"M";"IT";18.38
"INDIC";"G-N";"OC3";"TOTAL";"M";"LT";6.96
"INDIC";"G-N";"OC3";"TOTAL";"M";"LU";20.41
"INDIC";"G-N";"OC3";"TOTAL";"M";"LV";9.75
"INDIC";"G-N";"OC3";"TOTAL";"M";"MT";13.5
"INDIC";"G-N";"OC3";"TOTAL";"M";"NL";19.37
"INDIC";"G-N";"OC3";"TOTAL";"M";"PL";11.5
"INDIC";"G-N";"OC3";"TOTAL";"M";"PT";14.03
"INDIC";"G-N";"OC3";"TOTAL";"M";"RO";6.05
"INDIC";"G-N";"OC3";"TOTAL";"M";"SE";19.77
"INDIC";"G-N";"OC3";"TOTAL";"M";"SI";13.89
"INDIC";"G-N";"OC3";"TOTAL";"M";"SK";9.87
"INDIC";"G-N";"OC3";"TOTAL";"M";"UK";17.06
"INDIC";"G-N";"OC3";"TOTAL";"T";"AT";17.75
"INDIC";"G-N";"OC3";"TOTAL";"T";"BE";19.62
"INDIC";"G-N";"OC3";"TOTAL";"T";"BG";6.61
"INDIC";"G-N";"OC3";"TOTAL";"T";"CY";14.09
"INDIC";"G-N";"OC3";"TOTAL";"T";"CZ";10.58
"INDIC";"G-N";"OC3";"TOTAL";"T";"DE";20.77
"INDIC";"G-N";"OC3";"TOTAL";"T";"DK";22.82
"INDIC";"G-N";"OC3";"TOTAL";"T";"EE";10.03
"INDIC";"G-N";"OC3";"TOTAL";"T";"EL";NA
"INDIC";"G-N";"OC3";"TOTAL";"T";"ES";14.83
"INDIC";"G-N";"OC3";"TOTAL";"T";"FI";17.85
"INDIC";"G-N";"OC3";"TOTAL";"T";"FR";17.09
"INDIC";"G-N";"OC3";"TOTAL";"T";"HR";NA
"INDIC";"G-N";"OC3";"TOTAL";"T";"HU";9.97
"INDIC";"G-N";"OC3";"TOTAL";"T";"IE";19.99
"INDIC";"G-N";"OC3";"TOTAL";"T";"IT";17.38
"INDIC";"G-N";"OC3";"TOTAL";"T";"LT";6.36
"INDIC";"G-N";"OC3";"TOTAL";"T";"LU";19.44
"INDIC";"G-N";"OC3";"TOTAL";"T";"LV";8.22
"INDIC";"G-N";"OC3";"TOTAL";"T";"MT";12.74
"INDIC";"G-N";"OC3";"TOTAL";"T";"NL";17.77
"INDIC";"G-N";"OC3";"TOTAL";"T";"PL";10.43
"INDIC";"G-N";"OC3";"TOTAL";"T";"PT";13.75
"INDIC";"G-N";"OC3";"TOTAL";"T";"RO";5.75
"INDIC";"G-N";"OC3";"TOTAL";"T";"SE";18.79
"INDIC";"G-N";"OC3";"TOTAL";"T";"SI";12.99
"INDIC";"G-N";"OC3";"TOTAL";"T";"SK";9.28
"INDIC";"G-N";"OC3";"TOTAL";"T";"UK";15.86
"INDIC";"G-N";"OC4";"TOTAL";"F";"AT";13.71
"INDIC";"G-N";"OC4";"TOTAL";"F";"BE";15.68
"INDIC";"G-N";"OC4";"TOTAL";"F";"BG";4.24
"INDIC";"G-N";"OC4";"TOTAL";"F";"CY";9.96
"INDIC";"G-N";"OC4";"TOTAL";"F";"CZ";7.26
"INDIC";"G-N";"OC4";"TOTAL";"F";"DE";15.69
"INDIC";"G-N";"OC4";"TOTAL";"F";"DK";17.6
"INDIC";"G-N";"OC4";"TOTAL";"F";"EE";6.26
"INDIC";"G-N";"OC4";"TOTAL";"F";"EL";NA
"INDIC";"G-N";"OC4";"TOTAL";"F";"ES";10
"INDIC";"G-N";"OC4";"TOTAL";"F";"FI";13.17
"INDIC";"G-N";"OC4";"TOTAL";"F";"FR";12.8
"INDIC";"G-N";"OC4";"TOTAL";"F";"HR";NA
"INDIC";"G-N";"OC4";"TOTAL";"F";"HU";7.42
"INDIC";"G-N";"OC4";"TOTAL";"F";"IE";15
"INDIC";"G-N";"OC4";"TOTAL";"F";"IT";12.49
"INDIC";"G-N";"OC4";"TOTAL";"F";"LT";4.84
"INDIC";"G-N";"OC4";"TOTAL";"F";"LU";16.04
"INDIC";"G-N";"OC4";"TOTAL";"F";"LV";5.66
"INDIC";"G-N";"OC4";"TOTAL";"F";"MT";9.92
"INDIC";"G-N";"OC4";"TOTAL";"F";"NL";12.92
"INDIC";"G-N";"OC4";"TOTAL";"F";"PL";7.5
"INDIC";"G-N";"OC4";"TOTAL";"F";"PT";9.19
"INDIC";"G-N";"OC4";"TOTAL";"F";"RO";4.45
"INDIC";"G-N";"OC4";"TOTAL";"F";"SE";13.97
"INDIC";"G-N";"OC4";"TOTAL";"F";"SI";9.81
"INDIC";"G-N";"OC4";"TOTAL";"F";"SK";6.47
"INDIC";"G-N";"OC4";"TOTAL";"F";"UK";10.87
"INDIC";"G-N";"OC4";"TOTAL";"M";"AT";15.46
"INDIC";"G-N";"OC4";"TOTAL";"M";"BE";15.6
"INDIC";"G-N";"OC4";"TOTAL";"M";"BG";4.76
"INDIC";"G-N";"OC4";"TOTAL";"M";"CY";10.14
"INDIC";"G-N";"OC4";"TOTAL";"M";"CZ";8.39
"INDIC";"G-N";"OC4";"TOTAL";"M";"DE";17.01
"INDIC";"G-N";"OC4";"TOTAL";"M";"DK";17.64
"INDIC";"G-N";"OC4";"TOTAL";"M";"EE";7.47
"INDIC";"G-N";"OC4";"TOTAL";"M";"EL";NA
"INDIC";"G-N";"OC4";"TOTAL";"M";"ES";12.22
"INDIC";"G-N";"OC4";"TOTAL";"M";"FI";13.32
"INDIC";"G-N";"OC4";"TOTAL";"M";"FR";13.15
"INDIC";"G-N";"OC4";"TOTAL";"M";"HR";NA
"INDIC";"G-N";"OC4";"TOTAL";"M";"HU";7.89
"INDIC";"G-N";"OC4";"TOTAL";"M";"IE";19.38
"INDIC";"G-N";"OC4";"TOTAL";"M";"IT";14.04
"INDIC";"G-N";"OC4";"TOTAL";"M";"LT";6.06
"INDIC";"G-N";"OC4";"TOTAL";"M";"LU";16.78
"INDIC";"G-N";"OC4";"TOTAL";"M";"LV";6.43
"INDIC";"G-N";"OC4";"TOTAL";"M";"MT";10.04
"INDIC";"G-N";"OC4";"TOTAL";"M";"NL";14.02
"INDIC";"G-N";"OC4";"TOTAL";"M";"PL";7.37
"INDIC";"G-N";"OC4";"TOTAL";"M";"PT";9.29
"INDIC";"G-N";"OC4";"TOTAL";"M";"RO";4.75
"INDIC";"G-N";"OC4";"TOTAL";"M";"SE";14.24
"INDIC";"G-N";"OC4";"TOTAL";"M";"SI";9.27
"INDIC";"G-N";"OC4";"TOTAL";"M";"SK";6.91
"INDIC";"G-N";"OC4";"TOTAL";"M";"UK";11.72
"INDIC";"G-N";"OC4";"TOTAL";"T";"AT";14.35
"INDIC";"G-N";"OC4";"TOTAL";"T";"BE";15.64
"INDIC";"G-N";"OC4";"TOTAL";"T";"BG";4.41
"INDIC";"G-N";"OC4";"TOTAL";"T";"CY";10.02
"INDIC";"G-N";"OC4";"TOTAL";"T";"CZ";7.61
"INDIC";"G-N";"OC4";"TOTAL";"T";"DE";16.26
"INDIC";"G-N";"OC4";"TOTAL";"T";"DK";17.62
"INDIC";"G-N";"OC4";"TOTAL";"T";"EE";6.57
"INDIC";"G-N";"OC4";"TOTAL";"T";"EL";NA
"INDIC";"G-N";"OC4";"TOTAL";"T";"ES";10.87
"INDIC";"G-N";"OC4";"TOTAL";"T";"FI";13.21
"INDIC";"G-N";"OC4";"TOTAL";"T";"FR";12.93
"INDIC";"G-N";"OC4";"TOTAL";"T";"HR";NA
"INDIC";"G-N";"OC4";"TOTAL";"T";"HU";7.52
"INDIC";"G-N";"OC4";"TOTAL";"T";"IE";16.02
"INDIC";"G-N";"OC4";"TOTAL";"T";"IT";13.26
"INDIC";"G-N";"OC4";"TOTAL";"T";"LT";5.2
"INDIC";"G-N";"OC4";"TOTAL";"T";"LU";16.35
"INDIC";"G-N";"OC4";"TOTAL";"T";"LV";5.9
"INDIC";"G-N";"OC4";"TOTAL";"T";"MT";9.98
"INDIC";"G-N";"OC4";"TOTAL";"T";"NL";13.4
"INDIC";"G-N";"OC4";"TOTAL";"T";"PL";7.44
"INDIC";"G-N";"OC4";"TOTAL";"T";"PT";9.24
"INDIC";"G-N";"OC4";"TOTAL";"T";"RO";4.57
"INDIC";"G-N";"OC4";"TOTAL";"T";"SE";14.09
"INDIC";"G-N";"OC4";"TOTAL";"T";"SI";9.55
"INDIC";"G-N";"OC4";"TOTAL";"T";"SK";6.6
"INDIC";"G-N";"OC4";"TOTAL";"T";"UK";11.2
"INDIC";"G-N";"OC5";"TOTAL";"F";"AT";10.05
"INDIC";"G-N";"OC5";"TOTAL";"F";"BE";12.44
"INDIC";"G-N";"OC5";"TOTAL";"F";"BG";3.15
"INDIC";"G-N";"OC5";"TOTAL";"F";"CY";7.02
"INDIC";"G-N";"OC5";"TOTAL";"F";"CZ";5.24
"INDIC";"G-N";"OC5";"TOTAL";"F";"DE";11.28
"INDIC";"G-N";"OC5";"TOTAL";"F";"DK";14.27
"INDIC";"G-N";"OC5";"TOTAL";"F";"EE";4.82
"INDIC";"G-N";"OC5";"TOTAL";"F";"EL";NA
"INDIC";"G-N";"OC5";"TOTAL";"F";"ES";8.55
"INDIC";"G-N";"OC5";"TOTAL";"F";"FI";11.59
"INDIC";"G-N";"OC5";"TOTAL";"F";"FR";11.57
"INDIC";"G-N";"OC5";"TOTAL";"F";"HR";NA
"INDIC";"G-N";"OC5";"TOTAL";"F";"HU";6.55
"INDIC";"G-N";"OC5";"TOTAL";"F";"IE";11.73
"INDIC";"G-N";"OC5";"TOTAL";"F";"IT";9.7
"INDIC";"G-N";"OC5";"TOTAL";"F";"LT";3.9
"INDIC";"G-N";"OC5";"TOTAL";"F";"LU";11.12
"INDIC";"G-N";"OC5";"TOTAL";"F";"LV";4.1
"INDIC";"G-N";"OC5";"TOTAL";"F";"MT";8.93
"INDIC";"G-N";"OC5";"TOTAL";"F";"NL";9.76
"INDIC";"G-N";"OC5";"TOTAL";"F";"PL";5.42
"INDIC";"G-N";"OC5";"TOTAL";"F";"PT";5.72
"INDIC";"G-N";"OC5";"TOTAL";"F";"RO";3.15
"INDIC";"G-N";"OC5";"TOTAL";"F";"SE";13.62
"INDIC";"G-N";"OC5";"TOTAL";"F";"SI";6.97
"INDIC";"G-N";"OC5";"TOTAL";"F";"SK";5.13
"INDIC";"G-N";"OC5";"TOTAL";"F";"UK";8.27
"INDIC";"G-N";"OC5";"TOTAL";"M";"AT";11.06
"INDIC";"G-N";"OC5";"TOTAL";"M";"BE";13.42
"INDIC";"G-N";"OC5";"TOTAL";"M";"BG";2.97
"INDIC";"G-N";"OC5";"TOTAL";"M";"CY";8.01
"INDIC";"G-N";"OC5";"TOTAL";"M";"CZ";5.4
"INDIC";"G-N";"OC5";"TOTAL";"M";"DE";12.34
"INDIC";"G-N";"OC5";"TOTAL";"M";"DK";14.95
"INDIC";"G-N";"OC5";"TOTAL";"M";"EE";5.57
"INDIC";"G-N";"OC5";"TOTAL";"M";"EL";NA
"INDIC";"G-N";"OC5";"TOTAL";"M";"ES";9.79
"INDIC";"G-N";"OC5";"TOTAL";"M";"FI";12.52
"INDIC";"G-N";"OC5";"TOTAL";"M";"FR";13.12
"INDIC";"G-N";"OC5";"TOTAL";"M";"HR";NA
"INDIC";"G-N";"OC5";"TOTAL";"M";"HU";6.13
"INDIC";"G-N";"OC5";"TOTAL";"M";"IE";13.73
"INDIC";"G-N";"OC5";"TOTAL";"M";"IT";10.6
"INDIC";"G-N";"OC5";"TOTAL";"M";"LT";4.17
"INDIC";"G-N";"OC5";"TOTAL";"M";"LU";13
"INDIC";"G-N";"OC5";"TOTAL";"M";"LV";4.89
"INDIC";"G-N";"OC5";"TOTAL";"M";"MT";9.11
"INDIC";"G-N";"OC5";"TOTAL";"M";"NL";11.57
"INDIC";"G-N";"OC5";"TOTAL";"M";"PL";6.12
"INDIC";"G-N";"OC5";"TOTAL";"M";"PT";6.19
"INDIC";"G-N";"OC5";"TOTAL";"M";"RO";2.94
"INDIC";"G-N";"OC5";"TOTAL";"M";"SE";13.98
"INDIC";"G-N";"OC5";"TOTAL";"M";"SI";7.61
"INDIC";"G-N";"OC5";"TOTAL";"M";"SK";5.76
"INDIC";"G-N";"OC5";"TOTAL";"M";"UK";9.1
"INDIC";"G-N";"OC5";"TOTAL";"T";"AT";10.37
"INDIC";"G-N";"OC5";"TOTAL";"T";"BE";12.9
"INDIC";"G-N";"OC5";"TOTAL";"T";"BG";3.07
"INDIC";"G-N";"OC5";"TOTAL";"T";"CY";7.45
"INDIC";"G-N";"OC5";"TOTAL";"T";"CZ";5.3
"INDIC";"G-N";"OC5";"TOTAL";"T";"DE";11.68
"INDIC";"G-N";"OC5";"TOTAL";"T";"DK";14.56
"INDIC";"G-N";"OC5";"TOTAL";"T";"EE";4.98
"INDIC";"G-N";"OC5";"TOTAL";"T";"EL";NA
"INDIC";"G-N";"OC5";"TOTAL";"T";"ES";9.06
"INDIC";"G-N";"OC5";"TOTAL";"T";"FI";11.91
"INDIC";"G-N";"OC5";"TOTAL";"T";"FR";12.34
"INDIC";"G-N";"OC5";"TOTAL";"T";"HR";NA
"INDIC";"G-N";"OC5";"TOTAL";"T";"HU";6.19
"INDIC";"G-N";"OC5";"TOTAL";"T";"IE";12.4
"INDIC";"G-N";"OC5";"TOTAL";"T";"IT";10.11
"INDIC";"G-N";"OC5";"TOTAL";"T";"LT";3.97
"INDIC";"G-N";"OC5";"TOTAL";"T";"LU";11.97
"INDIC";"G-N";"OC5";"TOTAL";"T";"LV";4.3
"INDIC";"G-N";"OC5";"TOTAL";"T";"MT";9.03
"INDIC";"G-N";"OC5";"TOTAL";"T";"NL";10.44
"INDIC";"G-N";"OC5";"TOTAL";"T";"PL";5.66
"INDIC";"G-N";"OC5";"TOTAL";"T";"PT";5.92
"INDIC";"G-N";"OC5";"TOTAL";"T";"RO";3.04
"INDIC";"G-N";"OC5";"TOTAL";"T";"SE";13.78
"INDIC";"G-N";"OC5";"TOTAL";"T";"SI";7.21
"INDIC";"G-N";"OC5";"TOTAL";"T";"SK";5.36
"INDIC";"G-N";"OC5";"TOTAL";"T";"UK";8.59
"INDIC";"G-N";"OC6";"TOTAL";"F";"BG";NA
"INDIC";"G-N";"OC6";"TOTAL";"F";"CY";NA
"INDIC";"G-N";"OC6";"TOTAL";"F";"CZ";5.65
"INDIC";"G-N";"OC6";"TOTAL";"F";"DE";10.21
"INDIC";"G-N";"OC6";"TOTAL";"F";"DK";15.73
"INDIC";"G-N";"OC6";"TOTAL";"F";"EE";NA
"INDIC";"G-N";"OC6";"TOTAL";"F";"EL";NA
"INDIC";"G-N";"OC6";"TOTAL";"F";"ES";9.77
"INDIC";"G-N";"OC6";"TOTAL";"F";"FI";10.87
"INDIC";"G-N";"OC6";"TOTAL";"F";"FR";14.89
"INDIC";"G-N";"OC6";"TOTAL";"F";"HR";NA
"INDIC";"G-N";"OC6";"TOTAL";"F";"HU";4.68
"INDIC";"G-N";"OC6";"TOTAL";"F";"IE";NA
"INDIC";"G-N";"OC6";"TOTAL";"F";"IT";10.07
"INDIC";"G-N";"OC6";"TOTAL";"F";"LT";NA
"INDIC";"G-N";"OC6";"TOTAL";"F";"LU";11.02
"INDIC";"G-N";"OC6";"TOTAL";"F";"LV";4.16
"INDIC";"G-N";"OC6";"TOTAL";"F";"MT";NA
"INDIC";"G-N";"OC6";"TOTAL";"F";"NL";9.11
"INDIC";"G-N";"OC6";"TOTAL";"F";"PL";5.08
"INDIC";"G-N";"OC6";"TOTAL";"F";"PT";5.05
"INDIC";"G-N";"OC6";"TOTAL";"F";"RO";2.94
"INDIC";"G-N";"OC6";"TOTAL";"F";"SE";12.58
"INDIC";"G-N";"OC6";"TOTAL";"F";"SI";6.93
"INDIC";"G-N";"OC6";"TOTAL";"F";"SK";3.63
"INDIC";"G-N";"OC6";"TOTAL";"F";"UK";NA
"INDIC";"G-N";"OC6";"TOTAL";"M";"BG";NA
"INDIC";"G-N";"OC6";"TOTAL";"M";"CY";7.54
"INDIC";"G-N";"OC6";"TOTAL";"M";"CZ";5.9
"INDIC";"G-N";"OC6";"TOTAL";"M";"DE";11.83
"INDIC";"G-N";"OC6";"TOTAL";"M";"DK";17.19
"INDIC";"G-N";"OC6";"TOTAL";"M";"EE";NA
"INDIC";"G-N";"OC6";"TOTAL";"M";"EL";NA
"INDIC";"G-N";"OC6";"TOTAL";"M";"ES";10.27
"INDIC";"G-N";"OC6";"TOTAL";"M";"FI";11.45
"INDIC";"G-N";"OC6";"TOTAL";"M";"FR";11.4
"INDIC";"G-N";"OC6";"TOTAL";"M";"HR";NA
"INDIC";"G-N";"OC6";"TOTAL";"M";"HU";5.85
"INDIC";"G-N";"OC6";"TOTAL";"M";"IE";16.42
"INDIC";"G-N";"OC6";"TOTAL";"M";"IT";8.62
"INDIC";"G-N";"OC6";"TOTAL";"M";"LT";NA
"INDIC";"G-N";"OC6";"TOTAL";"M";"LU";12.13
"INDIC";"G-N";"OC6";"TOTAL";"M";"LV";NA
"INDIC";"G-N";"OC6";"TOTAL";"M";"MT";8.55
"INDIC";"G-N";"OC6";"TOTAL";"M";"NL";11.2
"INDIC";"G-N";"OC6";"TOTAL";"M";"PL";6
"INDIC";"G-N";"OC6";"TOTAL";"M";"PT";5.54
"INDIC";"G-N";"OC6";"TOTAL";"M";"RO";2.9
"INDIC";"G-N";"OC6";"TOTAL";"M";"SE";13.52
"INDIC";"G-N";"OC6";"TOTAL";"M";"SI";8.55
"INDIC";"G-N";"OC6";"TOTAL";"M";"SK";4.66
"INDIC";"G-N";"OC6";"TOTAL";"M";"UK";9.2
"INDIC";"G-N";"OC6";"TOTAL";"T";"BG";NA
"INDIC";"G-N";"OC6";"TOTAL";"T";"CY";7.54
"INDIC";"G-N";"OC6";"TOTAL";"T";"CZ";5.77
"INDIC";"G-N";"OC6";"TOTAL";"T";"DE";11.55
"INDIC";"G-N";"OC6";"TOTAL";"T";"DK";16.79
"INDIC";"G-N";"OC6";"TOTAL";"T";"EE";NA
"INDIC";"G-N";"OC6";"TOTAL";"T";"EL";NA
"INDIC";"G-N";"OC6";"TOTAL";"T";"ES";10.21
